,title,director,distributor,distributor_group,release_date,release_season,nation,screen,genre,rate,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,director_power,sequel,original,actor_power,before_news,after_news
156,"힘을 내요, 미스터 리",이계벽,(주)넥스트엔터테인먼트월드(NEW),C,9/11/2019,autumn,한국,990,코미디,12세이상관람가,5.17,"차승원,엄채영,박해준",111,8.467213115,366,1176076.0,0,0,24816693,5769.0,953.0
157,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,(주)이수C&E,B,12/22/2016,winter,일본,480,애니메이션,전체관람가,0.0,"이장원,테라사키 유카,이선호",95,8.811563169,467,7587500.0,1,1,1953153,153.0,2.0
158,신과함께-죄와 벌,김용화,롯데쇼핑㈜롯데엔터테인먼트,A,12/20/2017,winter,한국,1912,판타지,12세이상관람가,5.92,"하정우,차태현,주지훈",139,8.795154185,9080,29332237.0,1,0,769113491,21717.0,1805.0
159,독전,이해영,(주)넥스트엔터테인먼트월드(NEW),C,5/22/2018,spring,한국,1357,범죄,15세이상관람가,5.29,"조진웅,류준열,김주혁",123,8.640061397,1303,11416716.0,0,1,753245512,17568.0,1030.0
160,김광석,이상호,(주)비엠컬쳐스,D,8/30/2017,summer,한국,223,다큐멘터리,15세이상관람가,6.0,"김광석,이상호,박학기",82,8.928571429,56,147023.0,1,0,491155,87589.0,368.0
161,루돌프와 많이있어,"유야마 쿠니히코,사카키바라 모토노리",씨제이이앤엠(주),A,12/28/2016,winter,일본,375,애니메이션,전체관람가,6.38,"김율,신용우,홍범기",89,8.894080997,321,8833391.0,1,0,5960084,1125.0,55.0
162,쥬라기 월드,콜린 트레보로우,유니버설픽쳐스인터내셔널 코리아(유),B,6/11/2015,summer,미국,1290,액션,12세이상관람가,6.63,"크리스 프랫,브라이스 달라스 하워드,빈센트 도노프리오",125,8.337789203,1945,4565911.0,0,1,110571787,12612.0,708.0
163,애나벨 집으로,게리 도버먼,워너브러더스 코리아(주),B,6/26/2019,summer,미국,653,공포,15세이상관람가,4.0,"패트릭 윌슨,베라 파미가,맥케나 그레이스",106,7.5,166,291328.0,1,0,38304375,1092.0,321.0
164,특종: 량첸살인기,노덕,롯데쇼핑㈜롯데엔터테인먼트,A,10/22/2015,autumn,한국,776,스릴러,15세이상관람가,6.57,"조정석,이미숙,이하나",125,8.255125285,439,2481676.0,0,0,115439732,5620.0,527.0
165,오션스8,게리 로스,워너브러더스 코리아(주),B,6/13/2018,summer,미국,837,액션,12세이상관람가,5.8,"산드라 블록,케이트 블란쳇,앤 해서웨이",110,8.625824694,1061,1260679.0,1,1,115741907,3754.0,420.0
166,플로렌스,스티븐 프리어스,(주)이수C&E,B,8/24/2016,summer,영국,382,드라마,15세이상관람가,6.64,"메릴 스트립,휴 그랜트,사이몬 헬버그",111,8.869565217,184,180519.0,1,0,15688747,11686.0,83.0
167,극장판 헬로카봇: 옴파로스 섬의 비밀,"최신규,김진철",(주)넥스트엔터테인먼트월드(NEW),C,1/31/2019,winter,한국,752,애니메이션,전체관람가,7.0,"이지현,김용준",78,9.02443609,1064,18942522.0,1,1,16162539,680.0,166.0
168,기방도령,남대중,판씨네마(주),D,7/10/2019,summer,한국,625,코미디,15세이상관람가,4.4,"준호,정소민,최귀화",110,7.87962963,108,903166.0,0,0,13564228,4939.0,532.0
169,로그 원: 스타워즈 스토리,가렛 에드워즈,월트디즈니컴퍼니코리아 유한책임회사,B,12/28/2016,winter,미국,907,액션,12세이상관람가,7.16,"펠리시티 존스,디에고 루나,매즈 미켈슨",133,8.381078691,1131,1307301.0,0,1,14114143,2106.0,341.0
170,앵그리버드 더 무비,"퍼갈 레일리,클레이 케이티스",유니버설픽쳐스인터내셔널 코리아(유),B,5/19/2016,spring,미국,661,애니메이션,전체관람가,6.0,"신동엽,신용우,정영웅",97,8.435855262999999,608,2035104.0,1,0,5484552,1254.0,147.0
171,언더 워터,자움 콜렛 세라,유니버설픽쳐스인터내셔널 코리아(유),B,7/13/2016,summer,미국,518,공포,15세이상관람가,7.25,블레이크 라이블리,86,8.227513228,378,6093136.0,0,0,7715216,3571.0,130.0
172,안녕 베일리,게일 맨쿠소,CGV아트하우스,A,9/5/2019,autumn,미국,184,드라마,전체관람가,5.5,"조시 게드,데니스 퀘이드,캐서린 프레스콧",109,10.0,3,59397.0,0,0,55743703,976.0,147.0
173,눈길,이나정,"(주)엣나인필름,CGV아트하우스",D,3/1/2017,spring,한국,495,드라마,15세이상관람가,6.0,"김영옥,김향기,김새론",121,9.046511628,129,126384.0,1,0,118468234,6013797.0,11686.0
174,메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아(주),B,9/16/2015,autumn,미국,804,액션,12세이상관람가,6.56,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",132,8.467128028,867,10600985.0,1,1,84487869,3700.0,410.0
175,인서전트,로베르트 슈벤트케,롯데쇼핑㈜롯데엔터테인먼트,A,3/25/2015,spring,미국,480,SF,15세이상관람가,5.0,"쉐일린 우들리,테오 제임스,케이트 윈슬렛",119,7.433962264,159,871786.0,1,1,21542765,709.0,182.0
176,인천상륙작전,이재한,씨제이이앤엠(주),A,7/27/2016,summer,한국,1049,드라마,12세이상관람가,3.41,"이정재,이범수,리암 니슨",110,8.57027739,6453,7084821.0,1,0,200650475,43167.0,2029.0
177,미래의 미라이,호소다 마모루,메가박스중앙(주)플러스엠,A,1/16/2019,winter,일본,508,애니메이션,전체관람가,6.5,"카미시라이시 모카,쿠로키 하루",98,7.4,135,658845.0,0,0,640610,2848.0,263.0
178,레버넌트: 죽음에서 돌아온 자,알레한드로 곤잘레스 이냐리투,이십세기폭스코리아(주),B,1/14/2016,winter,미국,967,어드벤처,15세이상관람가,7.46,"레오나르도 디카프리오,톰 하디,도널 글리슨",156,8.009656652,932,2416664.0,1,0,72879230,4129.0,435.0
179,골든슬럼버,노동석,씨제이이앤엠(주),A,2/14/2018,winter,한국,833,범죄,15세이상관람가,5.0,"강동원,김의성,한효주",108,6.530805687000001,422,1387508.0,0,1,347647523,7023.0,770.0
180,잡아야 산다,오인천,오퍼스픽쳐스(유),D,1/7/2016,winter,한국,219,코미디,15세이상관람가,3.0,"김승우,김정태,혁",96,6.977777777999999,45,535159.0,0,0,10517175,5797.0,313.0
181,메가로돈,존 터틀타웁,워너브러더스 코리아(주),B,8/15/2018,summer,미국,601,액션,12세이상관람가,4.4,"제이슨 스타뎀,레인 윌슨",113,7.575682382,403,527331.0,0,1,23282119,999.0,387.0
182,싱 스트리트,존 카니,(주)이수C&E,B,5/19/2016,spring,기타,494,드라마,15세이상관람가,6.81,"페리다 월시-필로,루시 보인턴,잭 레이너",106,9.097664544,471,3981463.0,0,0,9401909,3038.0,210.0
183,콜 미 바이 유어 네임,루카 구아다니노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,3/22/2018,spring,기타,192,드라마,청소년관람불가,7.8,"티모시 샬라메,아미 해머",132,9.42519685,127,198013.0,0,0,9027010,2412.0,162.0
184,성난 변호사,허종호,씨제이이앤엠(주),A,10/8/2015,autumn,한국,607,범죄,15세이상관람가,6.65,"이선균,김고은,임원희",117,8.564612326,503,2973250.0,1,0,192276031,7538.0,384.0
185,킹스맨: 골든 서클,매튜 본,이십세기폭스코리아(주),B,9/27/2017,autumn,미국,1687,액션,청소년관람불가,5.0,"콜린 퍼스,줄리안 무어,태런 에저튼",141,8.748452265,3069,17202955.0,1,1,131553012,7458.0,996.0
186,원더 우먼,팻티 젠킨스,워너브러더스 코리아(주),B,5/31/2017,spring,미국,1034,액션,12세이상관람가,6.7,"갤 가돗,크리스 파인",141,8.388947928,941,2153152.0,1,1,27734199,17993.0,851.0
187,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,"(주)이수C&E,(주)에이원엔터테인먼트",B,12/14/2017,winter,일본,207,애니메이션,전체관람가,0.0,"조경이,이재현,이지현",65,0.0,0,54988.0,1,0,6260992,26.0,16.0
188,런던 해즈 폴른,바박 나자피,메가박스중앙(주)플러스엠,A,3/10/2016,spring,미국,523,액션,15세이상관람가,4.0,"제라드 버틀러,아론 에크하트,모건 프리먼",98,8.8125,272,732531.0,0,1,42992977,936.0,117.0
189,좀비랜드: 더블 탭,루벤 플레셔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,11/13/2019,autumn,미국,585,액션,15세이상관람가,6.5,"우디 해럴슨,제시 아이젠버그,아비게일 브레스린",99,8.549019608,51,7913061.0,1,0,99759616,373.0,189.0
190,갤로우즈,"트래비스 클러프,크리스 로핑",워너브러더스 코리아(주),B,9/3/2015,autumn,미국,299,공포,15세이상관람가,3.33,"캐시디 지포드,파이퍼 브라운,라이언 슈즈",81,6.607142857,56,261903.0,0,0,436505,45.0,17.0
191,크레이지 리치 아시안,존 추,워너브러더스 코리아(주),B,10/25/2018,autumn,미국,531,멜로/로맨스,12세이상관람가,6.5,"콘스탄스 우,헨리 골딩,양자경",120,7.9064039410000015,203,8210440.0,0,1,3663164,1224.0,279.0
192,극장판 도라에몽: 진구의 보물섬,이마이 카즈아키,(주)이수C&E,B,8/15/2018,summer,일본,463,애니메이션,전체관람가,6.0,"윤아영,김정아,조현정",108,8.996078431,255,182256.0,1,1,7243908,249.0,128.0
193,"어쩌다, 결혼","박호찬,박수진",CGV아트하우스,A,2/27/2019,winter,한국,529,멜로/로맨스,12세이상관람가,4.5,"김동욱,고성희",87,7.578947368,76,230238.0,0,0,2716433,13496.0,310.0
194,변신,김홍선,(주)에이스메이커무비웍스,D,8/21/2019,summer,한국,975,공포,15세이상관람가,4.5,"배성우,성동일,장영남",113,8.124497992,498,6153654.0,0,0,146881895,1914454.0,5584.0
195,마일22,피터 버그,(주)팝엔터테인먼트,D,8/23/2018,summer,미국,203,액션,15세이상관람가,4.0,"마크 월버그,로렌 코핸,이코 우웨이스",95,7.917647059,85,915475.0,0,0,29765634,2739.0,135.0
196,저수지 게임,최진성,(주)스마일이엔티,D,9/7/2017,autumn,한국,289,다큐멘터리,15세이상관람가,6.67,"주진우,조미래,정재호",100,9.777108434,166,159627.0,1,0,0,2563.0,105.0
197,알라딘,가이 리치,월트디즈니컴퍼니코리아 유한책임회사,B,5/23/2019,spring,미국,1311,어드벤처,전체관람가,6.0,"메나 마수드,윌 스미스,나오미 스콧",128,9.495961227999999,619,1042788.0,0,1,12533369,48018.0,1011.0
198,몬스터 호텔 2,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),B,12/24/2015,winter,미국,686,애니메이션,전체관람가,6.0,"아담 샌들러,셀레나 고메즈,케빈 제임스",89,8.669312169,1890,3882431.0,0,1,20805433,7849.0,246.0
199,보안관,김형주,롯데쇼핑㈜롯데엔터테인먼트,A,5/3/2017,spring,한국,1091,범죄,15세이상관람가,5.89,"이성민,조진웅,김성균",115,8.391095591000001,2291,2572971.0,0,0,736995184,41190.0,1032.0
200,주온: 더 파이널,오치아이 마사유키,유니버설픽쳐스인터내셔널 코리아(유),B,10/1/2015,autumn,일본,318,공포,15세이상관람가,0.0,"타이라 아이리,키리야마 렌",90,5.155555556,45,478094.0,0,1,182943,95.0,25.0
201,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,오오스기 요시히로,(주)와우픽쳐스,D,9/17/2015,autumn,일본,351,애니메이션,전체관람가,5.67,"미즈타 와사비,오오하라 메구미,카카즈 유미",100,8.666666667000001,48,113404.0,1,1,3849120,91.0,21.0
202,신과함께-인과 연,김용화,롯데컬처웍스(주)롯데엔터테인먼트,A,8/1/2018,summer,한국,2235,판타지,12세이상관람가,6.31,"하정우,주지훈,김향기",141,8.671614712,6063,29332237.0,1,1,822399505,18992.0,1985.0
203,사일런스,마틴 스코세이지,씨네그루(주)키다리이엔티,B,2/28/2017,winter,미국,342,드라마,15세이상관람가,7.0,"앤드류 가필드,리암 니슨,아담 드라이버",159,8.890909091000001,110,809305.0,1,0,94714286,4027.0,59.0
204,007 스펙터,샘 멘데스,유니버설픽쳐스인터내셔널 코리아(유),B,11/11/2015,autumn,영국,1105,액션,15세이상관람가,5.69,"다니엘 크레이그,레아 세이두,크리스토프 왈츠",148,7.629014396,903,4196905.0,0,1,48939674,4109.0,610.0
205,피터 래빗,윌 글럭,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,5/16/2018,spring,미국,599,애니메이션,전체관람가,5.5,"제임스 코든,도널 글리슨,로즈 번",95,9.202635914,607,387794.0,0,1,34831796,1489.0,105.0
206,벌새,김보라,"(주)엣나인필름,(주)콘텐츠판다",D,8/29/2019,summer,한국,145,드라마,15세이상관람가,8.38,"박지후,김새벽",138,10.0,2,143944.0,0,0,4255253,6285.0,201.0
207,속닥속닥,최상훈,(주)그노스,D,7/13/2018,summer,한국,314,공포,15세이상관람가,3.5,"소주연,김민규",91,9.620689655,29,217444.0,0,0,652332,5668.0,276.0
208,쿠르스크,토마스 빈터베르그,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,1/16/2019,winter,기타,192,드라마,15세이상관람가,6.2,"마티아스 쇼에나에츠,콜린 퍼스,레아 세이두",118,9.6,5,46792.0,0,1,54107432,1066.0,23.0
209,신비한 동물들과 그린델왈드의 범죄,데이빗 예이츠,워너브러더스 코리아(주),B,11/14/2018,autumn,미국,1601,판타지,12세이상관람가,5.33,"에디 레드메인,조니 뎁,캐서린 워터스턴",134,7.486516853999999,890,16840678.0,1,1,97454465,4153.0,875.0
210,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,와이드 릴리즈(주),D,1/25/2017,winter,영국,145,애니메이션,전체관람가,0.0,"하성용,정재헌,엄상현",68,8.287234043,188,1206342.0,1,1,26048880,20.0,16.0
211,미옥,이안규,씨네그루(주)키다리이엔티,B,11/9/2017,autumn,한국,635,범죄,청소년관람불가,4.33,"김혜수,이선균",91,7.375,216,238587.0,0,0,131869173,7143.0,556.0
212,극장판 안녕 자두야,손석우,씨제이이앤엠(주),A,5/4/2016,spring,한국,523,애니메이션,전체관람가,0.0,"여민정,양정화",75,8.120155039,516,278914.0,1,0,21038141,406.0,102.0
213,"협녀, 칼의 기억",박흥식,롯데쇼핑㈜롯데엔터테인먼트,A,8/13/2015,summer,한국,572,사극,15세이상관람가,6.12,"이병헌,전도연,김고은",121,6.151515152000001,264,1359388.0,0,0,246481677,10845.0,494.0
214,내부자들: 디 오리지널,우민호,(주)쇼박스,C,12/31/2015,winter,한국,838,범죄,청소년관람불가,0.0,"이병헌,조승우,백윤식",180,9.052407069,1641,26081050.0,0,0,315927301,3579.0,451.0
215,나의 산티아고,줄리아 폰 하인츠,(주)영화사 진진,D,7/14/2016,summer,기타,88,코미디,12세이상관람가,6.0,"데비드 스트리에소브,마르티나 게덱,카롤리네 슈허",92,8.393258427000001,89,94243.0,1,0,565508,8348.0,47.0
216,치외법권,신동엽,판씨네마(주),D,8/27/2015,summer,한국,446,액션,15세이상관람가,4.83,"임창정,최다니엘",104,7.247058824,170,558411.0,0,0,26271621,12992.0,590.0
217,나랏말싸미,조철현,메가박스중앙(주)플러스엠,A,7/24/2019,summer,한국,1211,사극,전체관람가,6.45,"송강호,박해일,전미선",110,7.311239193,347,958775.0,0,1,249622327,7844.0,1092.0
218,원라인,양경모,(주)넥스트엔터테인먼트월드(NEW),C,3/29/2017,spring,한국,613,범죄,15세이상관람가,5.71,"임시완,진구,박병은",131,8.794642857000001,560,433825.0,0,0,28630663,7389.0,480.0
219,버드맨,알레한드로 곤잘레스 이냐리투,이십세기폭스코리아(주),B,3/5/2015,spring,미국,380,코미디,청소년관람불가,8.1,"마이클 키튼,에드워드 노튼,엠마 스톤",119,8.532051282000001,156,2416664.0,0,0,84355523,5199.0,283.0
220,쥬만지: 넥스트 레벨,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,12/11/2019,winter,미국,1195,액션,12세이상관람가,6.0,"드웨인 존슨,잭 블랙,케빈 하트",122,8.176724137999999,232,4472312.0,1,1,237067369,858.0,355.0
221,매혹당한 사람들,소피아 코폴라,유니버설픽쳐스인터내셔널 코리아(유),B,9/6/2017,autumn,미국,395,스릴러,15세이상관람가,7.0,"니콜 키드먼,커스틴 던스트,엘르 패닝",94,8.376811594,69,51867.0,1,0,41277249,646.0,60.0
222,프리덤,피터 쿠센스,주식회사 마운틴픽쳐스,D,11/19/2015,autumn,미국,117,드라마,12세이상관람가,0.0,"쿠바 구딩 쥬니어,베르나르드 포처,윌리암 새들러",95,8.545454545,11,106030.0,1,0,0,40062.0,63.0
223,안시성,김광식,(주)넥스트엔터테인먼트월드(NEW),C,9/19/2018,autumn,한국,1540,사극,12세이상관람가,6.22,"조인성,남주혁,박성웅",135,8.667371847,6145,5440186.0,0,1,54507518,19038.0,1899.0
224,도리를 찾아서,앤드류 스탠튼,월트디즈니컴퍼니코리아(주),B,7/6/2016,summer,미국,1091,애니메이션,전체관람가,6.52,"엘런 드제너러스,앨버트 브룩스,에드 오닐",97,8.691922006,1795,2601734.0,0,1,0,4919.0,416.0
225,워크래프트: 전쟁의 서막,던칸 존스,유니버설픽쳐스인터내셔널 코리아(유),B,6/9/2016,summer,미국,736,액션,12세이상관람가,5.96,"트래비스 핌멜,벤 포스터,폴라 패튼",122,8.683649289,1688,1156727.0,1,1,18872111,1334.0,335.0
226,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,롯데쇼핑㈜롯데엔터테인먼트,A,3/29/2017,spring,미국,807,SF,15세이상관람가,5.14,스칼렛 요한슨,107,7.406067677999999,857,764072.0,1,0,56415240,3429.0,310.0
227,미스 슬로운,존 매든,(주)메인타이틀픽쳐스,D,3/29/2017,spring,미국,104,드라마,15세이상관람가,6.83,제시카 차스테인,132,9.2,5,48051.0,1,0,41428574,412.0,53.0
228,형,권수경,씨제이이앤엠(주),A,11/23/2016,autumn,한국,993,코미디,12세이상관람가,4.55,"조정석,디오,박신혜",110,9.011034483,1450,2979659.0,0,0,191205106,1858239.0,6306.0
229,로건,제임스 맨골드,이십세기폭스코리아(주),B,3/1/2017,spring,미국,954,액션,청소년관람불가,7.55,휴 잭맨,137,8.946745562,2366,5342562.0,1,1,50050175,32310.0,519.0
230,서부전선,천성일,롯데쇼핑㈜롯데엔터테인먼트,A,9/24/2015,autumn,한국,509,드라마,12세이상관람가,5.83,"설경구,여진구",112,7.386533666,401,609063.0,0,0,79871113,38146.0,873.0
231,매그니피센트 7,안톤 후쿠아,유니버설픽쳐스인터내셔널 코리아(유),B,9/14/2016,autumn,미국,579,액션,15세이상관람가,5.79,"덴젤 워싱턴,크리스 프랫,이병헌",133,8.081967212999999,1525,1966151.0,1,0,209966396,3980.0,328.0
232,가장 보통의 연애,김한결,(주)넥스트엔터테인먼트월드(NEW),C,10/2/2019,autumn,한국,1073,멜로/로맨스,15세이상관람가,6.33,"김래원,공효진",109,8.914076782,547,2917213.0,0,0,50692235,17004.0,808.0
233,극장판 헬로카봇 : 백악기 시대,"최신규,김진철",(주)넥스트엔터테인먼트월드(NEW),C,8/1/2018,summer,한국,758,애니메이션,전체관람가,6.0,"이지현,김용준,양정화",84,9.2885212,967,18942522.0,1,1,35561836,907.0,281.0
234,PMC: 더 벙커,김병우,씨제이이앤엠(주),A,12/26/2018,winter,한국,1081,액션,15세이상관람가,6.9,"하정우,이선균",124,6.906976744,774,1179031.0,0,0,589040829,4947.0,946.0
235,로켓맨,덱스터 플레처,롯데컬처웍스(주)롯데엔터테인먼트,A,6/5/2019,summer,영국,640,드라마,15세이상관람가,6.8,태런 에저튼,121,9.315217391000001,92,559404.0,0,1,67204185,9278.0,394.0
236,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",씨제이이앤엠(주),A,9/27/2017,autumn,일본,486,애니메이션,전체관람가,5.0,"박경혜,홍범기,김현지",90,8.566371681,226,3772141.0,1,1,6732135,190.0,99.0
237,홈,팀 존슨,씨제이이앤엠(주),A,5/21/2015,spring,미국,532,애니메이션,전체관람가,6.56,"짐 파슨스,리아나,제니퍼 로페즈",94,8.260869565,207,360445.0,0,0,4035768,3716165.0,8765.0
238,글로리데이,최정열,(주)엣나인필름,D,3/24/2016,spring,한국,494,드라마,15세이상관람가,5.75,"지수,수호,류준열",93,8.285714286000001,168,2904212.0,0,0,157769424,9864.0,436.0
239,더 큐어,고어 버빈스키,이십세기폭스코리아(주),B,2/15/2017,winter,미국,419,미스터리,청소년관람불가,6.2,"데인 드한,미아 고스,제이슨 아이삭스",146,7.56377551,392,159948.0,1,0,5557856,4561.0,91.0
240,악녀,정병길,(주)넥스트엔터테인먼트월드(NEW),C,6/8/2017,summer,한국,685,액션,청소년관람불가,5.4,"김옥빈,신하균,성준",123,7.808153477,417,1176711.0,0,0,80598018,79417.0,1084.0
241,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,야마모토 야스이치로,씨제이이앤엠(주),A,2/12/2015,winter,일본,187,애니메이션,12세이상관람가,5.0,"김선혜,강수진,이현진",92,8.571428571,7,3213932.0,1,1,8128198,124.0,40.0
242,크림슨 피크,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아(유),B,11/25/2015,autumn,미국,255,판타지,청소년관람불가,6.29,"톰 히들스턴,제시카 차스테인,미아 와시코브스카",118,7.239130435,92,2585525.0,0,0,122878240,382.0,42.0
243,오피스,홍원찬,(주)리틀빅픽쳐스,D,9/3/2015,autumn,한국,425,스릴러,15세이상관람가,6.31,"고아성,박성웅",111,7.033613445,238,428429.0,0,0,43800637,601197.0,1516.0
244,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,(주)넥스트엔터테인먼트월드(NEW),C,1/25/2017,winter,일본,334,애니메이션,전체관람가,0.0,"야지마 아키코,나라하시 미키,후지와라 케이지",96,8.816964286000001,224,966278.0,1,1,1637014,57.0,25.0
245,우상,이수진,CGV아트하우스,A,3/20/2019,spring,한국,900,스릴러,15세이상관람가,5.63,"한석규,설경구,천우희",144,6.683823529,136,183784.0,0,0,140928847,106572.0,1057.0
246,극장판 프랭키와 친구들: 생명의 나무,박정오,예지림엔터테인먼트,D,4/13/2016,spring,한국,258,애니메이션,전체관람가,0.0,"이소은,안영미,김민정",72,8.782608696,69,56476.0,1,0,149823,31.0,11.0
247,무뢰한,오승욱,CGV아트하우스,A,5/27/2015,spring,한국,482,멜로/로맨스,청소년관람불가,7.21,"전도연,김남길,박성웅",118,7.502283105,219,413577.0,0,0,125923099,14947.0,548.0
248,아메리칸 메이드,더그 라이만,유니버설픽쳐스인터내셔널 코리아(유),B,9/14/2017,autumn,미국,691,범죄,15세이상관람가,6.67,"톰 크루즈,도널 글리슨,사라 라이트",115,8.115,200,4790550.0,1,0,123663231,5371.0,237.0
249,레디 플레이어 원,스티븐 스필버그,워너브러더스 코리아(주),B,3/28/2018,spring,미국,1079,액션,12세이상관람가,8.36,"마크 라이런스,사이먼 페그,올리비아 쿡",140,8.930516954,1799,6576583.0,0,1,108785353,2710.0,413.0
250,자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,B,2/27/2019,winter,한국,624,드라마,12세이상관람가,4.17,"비,강소라,이범수",116,7.547169811,159,172212.0,0,1,32050773,5905.0,590.0
251,더 킹,한재림,(주)넥스트엔터테인먼트월드(NEW),C,1/18/2017,winter,한국,1310,범죄,15세이상관람가,6.83,"조인성,정우성,배성우",134,8.511759172,3189,5316325.0,0,0,180061456,58574.0,1624.0
252,워킹걸,정범식,메가박스중앙(주)플러스엠,A,1/7/2015,winter,한국,308,코미디,청소년관람불가,3.75,"조여정,클라라,김태우",112,7.203703704,108,3798104.0,1,0,54763704,8609.0,581.0
253,아토믹 블론드,데이빗 레이치,씨네그루(주)키다리이엔티,B,8/30/2017,summer,미국,471,액션,청소년관람불가,6.43,"샤를리즈 테론,제임스 맥어보이,소피아 부텔라",114,8.0,147,12043900.0,1,0,201430780,1201.0,94.0
254,라이온 킹,존 파브로,월트디즈니컴퍼니코리아 유한책임회사,B,7/17/2019,summer,미국,1936,어드벤처,전체관람가,6.0,"도날드 글로버,비욘세,제임스 얼 존스",118,8.668552036,884,4889524.0,0,1,0,18748.0,1224.0
255,나의 특별한 형제,육상효,(주)넥스트엔터테인먼트월드(NEW),C,5/1/2019,spring,한국,936,드라마,12세이상관람가,6.44,"신하균,이광수A,이솜",114,9.287037037000001,432,1437648.0,0,0,60780333,25386.0,718.0
256,개를 훔치는 완벽한 방법,김성호,"(주)리틀빅픽쳐스,(주)대명문화공장",D,12/31/2014,winter,한국,205,드라마,전체관람가,7.04,"이레,이지원,홍은택",109,8.664556962,158,536514.0,1,0,0,7798.0,164.0
257,공조,김성훈A,씨제이이앤엠(주),A,1/18/2017,winter,한국,976,액션,15세이상관람가,5.0,"현빈,유해진,김주혁",125,8.89084507,1988,17234182.0,0,0,746272721,808208.0,2663.0
258,암수살인,김태균,(주)쇼박스,C,10/3/2018,autumn,한국,1177,범죄,15세이상관람가,8.14,"김윤석,주지훈",110,8.593857635,3484,3772713.0,0,0,408113336,11471.0,1054.0
259,애드 아스트라,제임스 그레이,이십세기폭스코리아(주),B,9/19/2019,autumn,미국,853,SF,12세이상관람가,7.38,브래드 피트,123,8.464052288,306,607751.0,0,0,4777479,1349.0,463.0
260,엔젤 해즈 폴른,릭 로먼 워,메가박스중앙(주)플러스엠,A,11/13/2019,autumn,미국,601,액션,15세이상관람가,5.0,"제라드 버틀러,모건 프리먼",121,9.256410256,78,184421.0,1,0,32434270,532.0,189.0
261,앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,이십세기폭스코리아(주),B,2/4/2016,winter,미국,380,애니메이션,전체관람가,3.5,"저스틴 롱,제이슨 리,매튜 그레이 구블러",92,8.422360248,322,289645.0,1,0,1737873,345.0,123.0
262,독수리 에디,덱스터 플레처,이십세기폭스코리아(주),B,4/7/2016,spring,미국,528,드라마,12세이상관람가,6.75,"태런 에저튼,휴 잭맨,크리스토퍼 월켄",106,8.947136564,227,559404.0,1,0,130167229,3291.0,112.0
263,그것: 두 번째 이야기,안드레스 무시에티,워너브러더스 코리아(주),B,9/4/2019,autumn,미국,999,스릴러,15세이상관람가,6.75,"빌 스카스가드,제임스 맥어보이,제시카 차스테인",169,8.112612613,222,2367815.0,1,1,109800399,76465.0,714.0
264,싱글라이더,이주영,워너브러더스 코리아(주),B,2/22/2017,winter,한국,576,드라마,15세이상관람가,5.9,"이병헌,공효진,안소희",97,8.03021148,662,351276.0,0,0,192835451,10871.0,939.0
265,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,B,9/28/2017,autumn,미국,135,애니메이션,전체관람가,0.0,"김미랑,서지연",64,8.55,100,107938.0,1,1,187362,51.0,25.0
266,기술자들,김홍선,롯데쇼핑㈜롯데엔터테인먼트,A,12/24/2014,winter,한국,641,범죄,15세이상관람가,4.75,"김우빈,김영철,고창석",116,7.925486876,1181,6153654.0,0,0,61621051,192373.0,1106.0
267,비스트,이정호,(주)넥스트엔터테인먼트월드(NEW),C,6/26/2019,summer,한국,737,범죄,15세이상관람가,4.57,"이성민,유재명,전혜진",130,8.491150442,226,0.0,0,1,254864015,221660.0,814.0
268,무서운 이야기 3 : 화성에서 온 소녀,"백승빈,김선,김곡,민규동",롯데쇼핑㈜롯데엔터테인먼트,A,6/1/2016,summer,한국,317,공포,15세이상관람가,6.0,"임슬옹,경수진,박정민",94,5.647058824,136,10301714.0,0,1,103966179,2209.0,89.0
