,title,director,distributor,distributor_group,release_date,release_season,nation,screen,genre,rate,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,director_power,sequel,original,actor_power,before_news,after_news
381,더 셰프,존 웰스,(주)이수C&E,B,11/5/2015,autumn,미국,409,드라마,15세이상관람가,5.67,"브래들리 쿠퍼,시에나 밀러,오마 사이",101,8.21875,160,253564.0,0,0,13259537,81687.0,523.0
382,문라이트,배리 젠킨스,CGV아트하우스,A,2/22/2017,winter,미국,173,드라마,15세이상관람가,7.89,"알렉스 R. 히버트,에쉬튼 샌더스,트래반트 로즈",111,8.374468085,235,177483.0,1,0,2411840,12767.0,799.0
383,13시간,마이클 베이,롯데쇼핑㈜롯데엔터테인먼트,A,3/3/2016,spring,미국,380,액션,15세이상관람가,5.5,"존 크래신스키,제임스 뱃지 데일,맥스 마티니",144,8.658227848,79,8062889.0,1,0,1260571,29951.0,100.0
384,더 프레데터,쉐인 블랙,이십세기폭스코리아(주),B,9/12/2018,autumn,미국,582,SF,청소년관람불가,4.0,"보이드 홀브룩,올리비아 문,트래반트 로즈",108,7.639130435,230,195146.0,1,0,7064642,638.0,291.0
385,다운사이징,알렉산더 페인,롯데쇼핑㈜롯데엔터테인먼트,A,1/11/2018,winter,미국,511,드라마,15세이상관람가,6.13,"맷 데이먼,크리스토프 왈츠,홍 차우",135,5.941605839,274,150215.0,0,0,71386332,18451.0,202.0
386,교회오빠,이호경,커넥트픽쳐스(주),D,5/16/2019,spring,한국,200,다큐멘터리,전체관람가,0.0,"이관희,오은주,이소연",85,9.894736842,38,92043.0,0,0,552258,11387.0,229.0
387,다크타워: 희망의 탑,니콜라이 아르셀,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/23/2017,summer,미국,497,액션,15세이상관람가,4.25,"이드리스 엘바,매튜 맥커너히,톰 테일러",95,7.439393938999999,132,97017.0,1,0,38132873,734.0,88.0
388,그것만이 내 세상,최성현,씨제이이앤엠(주),A,1/17/2018,winter,한국,862,코미디,12세이상관람가,5.2,"이병헌,윤여정,박정민",120,9.222732491,1742,3417629.0,0,0,274117536,251112.0,1261.0
389,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",월트디즈니컴퍼니코리아 유한책임회사,B,5/24/2017,spring,미국,1357,액션,12세이상관람가,5.2,"조니 뎁,하비에르 바르뎀,제프리 러쉬",129,8.604651163,860,13626748.0,0,1,40798370,2670.0,448.0
390,함정,권형진,(주)인벤트스톤,D,9/10/2015,autumn,한국,445,스릴러,청소년관람불가,3.0,"마동석,조한선,김민경",96,6.4301075270000005,186,0.0,0,0,242022629,306881.0,1648.0
391,나이브스 아웃,라이언 존슨,(주)올스타엔터테인먼트,D,12/4/2019,winter,미국,686,미스터리,12세이상관람가,7.0,"다니엘 크레이그,크리스 에반스,아나 디 아르마스",130,8.893333333,75,2555968.0,0,0,132480858,1993.0,337.0
392,1919 유관순,신상민,"주식회사 마운틴픽쳐스,케이티하이텔(주)",D,3/14/2019,spring,한국,269,다큐멘터리,12세이상관람가,3.0,"이새봄,양윤희,김나니",79,8.3125,16,62985.0,0,1,345054,6956.0,192.0
393,레고 닌자고 무비,찰리 빈,워너브러더스 코리아(주),B,9/28/2017,autumn,미국,459,애니메이션,전체관람가,4.0,"데이브 프랭코,올리비아 문,저스틴 서룩스",101,8.821138211000001,123,154966.0,1,1,2411840,557.0,110.0
394,특별수사: 사형수의 편지,권종관,(주)넥스트엔터테인먼트월드(NEW),C,6/16/2016,summer,한국,691,범죄,15세이상관람가,5.2,"김명민,김상호,성동일",120,8.610481586,706,1100120.0,0,0,150926107,5275.0,335.0
395,바울,앤드류 하얏트,(재)CBS,C,10/31/2018,autumn,미국,227,드라마,15세이상관람가,5.0,"제임스 폴크너,제임스 카비젤",107,9.439655172,116,267785.0,0,1,0,21590.0,179.0
396,겨울왕국 2,"크리스 벅,제니퍼 리",월트디즈니컴퍼니코리아 유한책임회사,B,11/21/2019,autumn,미국,2648,애니메이션,전체관람가,6.75,"크리스틴 벨,이디나 멘젤",103,8.954081633,1764,40107261.0,1,0,40107261,44590.0,3236.0
397,미드나잇 선,스콧 스피어,씨네그루(주)키다리이엔티,B,6/21/2018,summer,미국,472,멜로/로맨스,12세이상관람가,5.25,"벨라 손,패트릭 슈왈제네거",92,8.992907801,141,1828.0,0,1,2,3760.0,105.0
398,캡틴 아메리카: 시빌 워,"안소니 루소,조 루소",월트디즈니컴퍼니코리아(주),B,4/27/2016,spring,미국,1991,액션,12세이상관람가,7.5,"크리스 에반스,로버트 다우니 주니어",147,8.996032112,10837,198955047.0,1,1,243115721,12466.0,1040.0
399,덤보,팀 버튼,월트디즈니컴퍼니코리아 유한책임회사,B,3/27/2019,spring,미국,797,판타지,전체관람가,6.0,"콜린 파렐,마이클 키튼,대니 드비토",111,9.252129472,587,6578341.0,0,1,85315077,5218.0,458.0
400,지오스톰,"딘 데블린,대니 캐넌",워너브러더스 코리아(주),B,10/19/2017,autumn,미국,854,액션,12세이상관람가,5.5,"제라드 버틀러,짐 스터게스,애비 코니쉬",109,8.150684932,657,3085152.0,0,0,27246068,985.0,305.0
401,샌 안드레아스,브래드 페이튼,워너브러더스 코리아(주),B,6/3/2015,summer,미국,847,액션,12세이상관람가,4.9,"드웨인 존슨,알렉산드라 다드다리오,칼라 구기노",114,8.426070038999999,514,5977451.0,0,0,140613327,2578.0,306.0
402,부탁 하나만 들어줘,폴 페이그,(주)팝엔터테인먼트,D,12/12/2018,winter,미국,461,스릴러,청소년관람불가,6.83,"블레이크 라이블리,안나 켄드릭",117,7.842105263,95,2023958.0,0,1,14165760,4362.0,163.0
403,살인의뢰,손용호,씨네그루(주)다우기술,B,3/12/2015,spring,한국,646,범죄,청소년관람불가,4.33,"김상경,김성균,박성웅",102,6.6146788989999985,327,5429882.0,1,0,168552961,38108.0,885.0
404,레터스 투 갓,데이빗 닉슨,(주)모멘텀엔터테인먼트,D,2/25/2016,winter,미국,119,드라마,전체관람가,3.0,"태너 맥과이어,제프리 존슨,로빈 리블리",114,9.3,10,65887.0,1,0,0,216.0,20.0
405,노무현입니다,이창재,"CGV아트하우스,영화사 풀",A,5/25/2017,spring,한국,775,다큐멘터리,12세이상관람가,6.67,노무현,109,9.643512451,763,1849416.0,1,0,0,995973.0,2687.0
406,"로봇, 소리",이호재,롯데쇼핑㈜롯데엔터테인먼트,A,1/27/2016,winter,한국,609,드라마,12세이상관람가,6.58,"이성민,이희준,이하늬",117,8.542372881,354,498831.0,0,0,342012065,29454.0,561.0
407,잭 리처: 네버 고 백,에드워드 즈윅,롯데쇼핑㈜롯데엔터테인먼트,A,11/30/2016,autumn,미국,667,액션,15세이상관람가,4.88,"톰 크루즈,코비 스멀더스",118,8.190140845,426,631545.0,1,1,88072747,2731.0,183.0
408,조선마술사,김대승,롯데쇼핑㈜롯데엔터테인먼트,A,12/30/2015,winter,한국,607,드라마,12세이상관람가,4.63,"유승호,고아라",122,7.160621762000001,579,2633231.0,1,0,3410889,13847.0,807.0
409,예스터데이,대니 보일,유니버설픽쳐스인터내셔널 코리아(유),B,9/18/2019,autumn,미국,816,드라마,12세이상관람가,5.86,"히메쉬 파텔,릴리 제임스",116,8.60625,160,443134.0,0,0,16943649,6355.0,352.0
410,장산범,허정,(주)넥스트엔터테인먼트월드(NEW),C,8/17/2017,summer,한국,711,미스터리,15세이상관람가,5.8,"염정아,박혁권",100,7.543103447999999,696,1305145.0,1,0,6823864,4873.0,513.0
411,루시드 드림,김준성,(주)넥스트엔터테인먼트월드(NEW),C,2/22/2017,winter,한국,461,SF,15세이상관람가,3.0,"고수,설경구",101,8.137362637,182,102170.0,0,0,54882904,6588.0,309.0
412,국가부도의 날,최국희,씨제이이앤엠(주),A,11/28/2018,autumn,한국,1180,드라마,12세이상관람가,6.5,"김혜수,유아인,허준호",114,8.820384294,1197,5262812.0,0,1,174511416,18527.0,1254.0
413,히말라야,이석훈,씨제이이앤엠(주),A,12/16/2015,winter,한국,1009,드라마,12세이상관람가,5.63,"황정민,정우",124,8.942040816,1225,17833713.0,1,0,423339236,84447.0,1532.0
414,킹 오브 프리즘,히시다 마사카즈,(주)박수엔터테인먼트,D,8/11/2016,summer,일본,53,애니메이션,12세이상관람가,0.0,"카키하라 테츠야,마에노 토모아키,마스다 토시키",60,9.692307692,26,307662.0,1,1,0,327.0,7.0
415,공범자들,최승호,(주)엣나인필름,D,8/17/2017,summer,한국,228,다큐멘터리,15세이상관람가,6.44,"이명박,김재철,김장겸",106,9.649484536000001,291,687080.0,1,0,1550868,10949.0,409.0
416,재심,김태윤,"오퍼스픽쳐스(유),CGV아트하우스",D,2/15/2017,winter,한국,935,드라마,15세이상관람가,6.0,"정우,강하늘,김해숙",119,8.796284433,1561,2910138.0,1,0,178414050,131947.0,983.0
417,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,씨제이이앤엠(주),A,6/1/2017,summer,일본,198,애니메이션,전체관람가,0.0,"김현지,한신,김보영",78,0.0,0,108730.0,1,0,6432553,43.0,19.0
418,나이트 크롤러,댄 길로이,(주)스톰픽쳐스코리아,D,2/26/2015,winter,미국,233,범죄,청소년관람불가,7.31,제이크 질렌할,117,7.9655172410000015,29,55892.0,0,0,8371674,1072.0,49.0
419,대니쉬 걸,톰 후퍼,유니버설픽쳐스인터내셔널 코리아(유),B,2/17/2016,winter,미국,246,드라마,청소년관람불가,6.97,"에디 레드메인,알리시아 비칸데르,앰버 허드",119,8.899497487,199,996403.0,1,0,71060068,1767.0,83.0
420,래빗 스쿨,우테 폰 뮌쇼폴,예지림엔터테인먼트,D,11/23/2017,autumn,기타,314,애니메이션,전체관람가,0.0,"황창영,민아,최정현",76,8.418604651,43,63340.0,0,0,1029738,401.0,12.0
421,빅샤크2: 해저2만리,신우,와이드 릴리즈(주),D,6/6/2019,summer,기타,344,애니메이션,전체관람가,6.0,"장병관,김소희",75,7.958333333,24,65922.0,1,0,1200710,146.0,91.0
422,사우스포,안톤 후쿠아,씨네그루(주)다우기술,B,12/3/2015,winter,미국,335,드라마,15세이상관람가,5.33,"제이크 질렌할,레이첼 맥아담스,우나 로렌스",124,8.857142857000001,35,1966151.0,0,0,68107798,2225.0,47.0
423,미스컨덕트,시모사와 신타로,"(주)박수엔터테인먼트,㈜코리아스크린",D,3/30/2016,spring,미국,470,범죄,15세이상관람가,3.67,"알 파치노,안소니 홉킨스,조쉬 더하멜",105,6.344444444,90,148512.0,0,0,18223241,1301.0,142.0
424,덕구,방수인,메가박스중앙(주)플러스엠,A,4/5/2018,spring,한국,544,드라마,전체관람가,5.5,"이순재,정지훈",91,9.471153846,104,305582.0,0,0,1294740,8594.0,269.0
425,대배우,석민우,"(주)대명문화공장,(주)리틀빅픽쳐스",D,3/30/2016,spring,한국,474,코미디,12세이상관람가,5.54,"오달수,윤제문,이경영",108,7.553719008,121,169855.0,0,0,323681233,14412.0,345.0
426,벤허,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,A,9/14/2016,autumn,미국,717,어드벤처,12세이상관람가,8.75,"찰톤 헤스톤,잭 호킨스,하야 하라릿",222,9.0,1,0.0,1,0,6998855,9374.0,266.0
427,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,㈜코리아스크린,D,8/15/2017,summer,기타,164,애니메이션,전체관람가,0.0,"방지원,이세원,박상우",86,0.0,0,79446.0,1,0,148334,66.0,18.0
428,플로이,아르니 올라푸르 아스게이르손,(주)스마일이엔티,D,8/15/2018,summer,기타,242,애니메이션,전체관람가,5.0,하하,83,8.166666667000001,66,44141.0,0,0,82148,684.0,27.0
429,라스트 크리스마스,폴 페이그,유니버설픽쳐스인터내셔널 코리아(유),B,12/5/2019,winter,미국,623,코미디,12세이상관람가,5.5,"에밀리아 클라크,헨리 골딩",103,7.666666667,30,2023958.0,0,0,27037731,3071.0,200.0
430,존 윅 - 리로드,채드 스타헬스키,(주)제이앤씨미디어그룹,D,2/22/2017,winter,미국,250,액션,청소년관람불가,7.0,키아누 리브스,122,8.647058824,34,1577296.0,0,1,2506739,804.0,99.0
431,이웃집에 신이 산다,자코 반 도마엘,(주)엣나인필름,D,12/24/2015,winter,기타,73,코미디,청소년관람불가,6.21,"브누와 뽀엘부르드,욜랜드 모로,까뜨린느 드뇌브",115,7.14,200,70202.0,0,0,258149,267.0,36.0
432,오베라는 남자,하네스 홀름,"(주)싸이더스,(주)디스테이션",D,5/25/2016,spring,기타,255,드라마,12세이상관람가,6.86,"롤프 라스가드,바하르 파르스,필립 버그",116,9.130952381,84,82210.0,1,0,493260,1906.0,54.0
433,미라클 벨리에,에릭 라티고,(주)영화사 진진,D,8/27/2015,summer,프랑스,245,드라마,12세이상관람가,6.81,"루안 에머라,카린 비아르,프랑수아 다미앙",105,8.825581395,86,136946.0,1,0,0,892.0,65.0
434,얼라이드,로버트 저메키스,롯데쇼핑㈜롯데엔터테인먼트,A,1/11/2017,winter,미국,546,스릴러,15세이상관람가,6.5,"브래드 피트,마리옹 꼬띠아르,리지 캐플란",124,8.696202532000001,632,1015891.0,1,0,26399061,3244.0,186.0
435,독전: 익스텐디드 컷,이해영,(주)넥스트엔터테인먼트월드(NEW),C,7/18/2018,summer,한국,398,범죄,15세이상관람가,5.29,"조진웅,류준열,김주혁",123,8.640061397,1303,11416716.0,1,1,753245512,458.0,209.0
436,제미니 맨,이안,롯데컬처웍스(주)롯데엔터테인먼트,A,10/9/2019,autumn,미국,845,액션,12세이상관람가,5.0,윌 스미스,117,8.935483871,186,387342.0,0,0,10030345,1105.0,317.0
437,한 번 더 해피엔딩,마크 로렌스,(주)팝엔터테인먼트,D,4/8/2015,spring,미국,231,멜로/로맨스,15세이상관람가,4.94,"휴 그랜트,마리사 토메이,앨리슨 제니",106,8.047619048,21,45166.0,0,0,4621700,21567.0,64.0
438,분노의 질주: 더 세븐,제임스 완,유니버설픽쳐스인터내셔널 코리아(유),B,4/1/2015,spring,미국,983,액션,15세이상관람가,7.08,"빈 디젤,폴 워커,드웨인 존슨",138,9.294190358,809,22415560.0,0,1,159888816,4256.0,397.0
439,툴리,제이슨 라이트맨,(주)리틀빅픽쳐스,D,11/22/2018,autumn,기타,161,드라마,15세이상관람가,7.6,"샤를리즈 테론,맥켄지 데이비스",95,8.590909091,22,37241.0,0,0,97034586,1845.0,107.0
440,메리 포핀스 리턴즈,롭 마샬,월트디즈니컴퍼니코리아 유한책임회사,B,2/14/2019,winter,미국,573,판타지,전체관람가,6.67,"에밀리 블런트,린-마누엘 미란다,벤 위쇼",130,8.70212766,282,224160.0,1,1,68243701,932.0,210.0
441,한 솔로: 스타워즈 스토리,론 하워드,월트디즈니컴퍼니코리아 유한책임회사,B,5/24/2018,spring,미국,569,액션,12세이상관람가,7.29,"엘든 이렌리치,에밀리아 클라크,우디 해럴슨",135,8.413043477999999,184,4302393.0,1,0,89343764,1710.0,278.0
442,빅쇼트,아담 맥케이,롯데쇼핑㈜롯데엔터테인먼트,A,1/21/2016,winter,미국,489,드라마,청소년관람불가,7.29,"크리스찬 베일,스티브 카렐,라이언 고슬링",130,7.81300813,246,1028253.0,1,0,30705492,2142.0,171.0
443,다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,씨네그루(주)키다리이엔티,B,5/12/2016,spring,미국,393,액션,12세이상관람가,4.5,"쉐일린 우들리,테오 제임스,마일즈 텔러",121,8.335766422999999,137,871786.0,1,1,29249641,272.0,55.0
444,선생님의 일기,니티왓 다라톤,"(주)드림팩트엔터테인먼트,(주)미로스페이스",D,11/2/2016,autumn,기타,163,멜로/로맨스,12세이상관람가,6.2,"레일라 분야삭,비 스크릿 위셋케우",110,9.0,1,66314.0,0,0,0,27018.0,130.0
445,더 포리너,마틴 캠벨,"(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온",D,2/7/2018,winter,영국,156,액션,15세이상관람가,5.67,"성룡,피어스 브로스넌",114,9.5,4,40882.0,0,1,3140381,326.0,35.0
446,더 페이버릿: 여왕의 여자,요르고스 란티모스,이십세기폭스코리아(주),B,2/21/2019,winter,미국,83,드라마,15세이상관람가,8.2,"올리비아 콜맨,엠마 스톤,레이첼 와이즈",119,8.874193548,310,392466.0,0,0,40674448,1290.0,463.0
447,미성년,김윤석,(주)쇼박스,C,4/11/2019,spring,한국,673,드라마,15세이상관람가,7.15,"염정아,김소진,김혜준",96,8.418181817999999,220,0.0,0,0,6018112,218993.0,1493.0
448,더 와이프,비욘 룬게,(주)팝엔터테인먼트,D,2/27/2019,winter,영국,106,드라마,15세이상관람가,6.75,"글렌 클로즈,조나단 프라이스",100,8.453488372,86,41525.0,0,0,3778599,31086.0,96.0
449,하루,조선호,CGV아트하우스,A,6/15/2017,summer,한국,781,스릴러,15세이상관람가,4.6,"김영민,변요한,유재명",90,10.0,1,0.0,0,0,46517407,5990929.0,12311.0
450,스윙키즈,강형철,(주)넥스트엔터테인먼트월드(NEW),C,12/19/2018,winter,한국,984,드라마,12세이상관람가,6.38,"디오,자레드 그라임스,박혜수",133,9.114047288,719,1258317.0,0,1,14016888,12617.0,1144.0
451,허리케인 하이스트,롭 코헨,(주)넥스트엔터테인먼트월드(NEW),C,3/14/2018,spring,미국,544,액션,15세이상관람가,3.5,"토비 켑벨,매기 그레이스,라이언 콴튼",103,8.863013699,146,214949.0,0,0,20230715,337.0,140.0
452,미안해 사랑해 고마워,전윤수,(주)쇼박스,C,10/28/2015,autumn,한국,344,드라마,15세이상관람가,4.0,"지진희,김성균,성유리",115,8.026315789,38,51207.0,0,0,119657403,6891.0,410.0
453,혼숨,이두환,(주)프레인글로벌,D,10/26/2016,autumn,한국,498,공포,15세이상관람가,4.33,"류덕환,조복래",90,6.314741036,251,288016.0,0,0,2076604,596.0,106.0
454,라라랜드,데이미언 셔젤,판씨네마(주),D,12/7/2016,winter,미국,727,드라마,12세이상관람가,8.34,"라이언 고슬링,엠마 스톤",127,8.868760064,1242,10113218.0,0,0,40353253,26287.0,407.0
455,극장판 꼬마버스 타요의 에이스 구출작전,류정우,(주)아이코닉스,C,1/21/2016,winter,한국,200,애니메이션,전체관람가,0.0,"문남숙,정혜옥,최하나",48,9.111111111,18,133736.0,1,0,74430,113.0,18.0
456,스파이 브릿지,스티븐 스필버그,이십세기폭스코리아(주),B,11/5/2015,autumn,미국,425,스릴러,12세이상관람가,8.59,"톰 행크스,마크 라이런스,오스틴 스토웰",141,8.902702703,185,6576583.0,1,0,27508781,1785.0,192.0
457,미니특공대X,이영준,(주)삼지애니메이션,D,3/22/2018,spring,한국,458,애니메이션,전체관람가,0.0,"엄상현,전태열,이소영",68,7.5,92,907833.0,1,0,27793865,502.0,14.0
458,드레스메이커,조셀린 무어하우스,(주)리틀빅픽쳐스,D,2/11/2016,winter,기타,176,드라마,15세이상관람가,6.4,"케이트 윈슬렛,주디 데이비스,리암 헴스워스",118,8.0,1,55330.0,1,0,35816549,4796.0,69.0
459,요로나의 저주,마이클 차베즈,워너브러더스 코리아(주),B,4/17/2019,spring,미국,620,공포,15세이상관람가,4.0,린다 카델리니,93,7.94,200,202756.0,0,0,202756,680.0,319.0
460,강남 1970,유하,(주)쇼박스,C,1/21/2015,winter,한국,841,액션,청소년관람불가,5.84,"이민호,김래원,정진영",135,8.053080569,1055,3804726.0,0,0,64819098,36033.0,1825.0
461,사바하,장재현,씨제이이앤엠(주),A,2/20/2019,winter,한국,1174,미스터리,15세이상관람가,6.89,"이정재,박정민,이재인",122,7.7952261310000015,796,7838312.0,0,0,221781788,9220.0,1211.0
462,7년의 밤,추창민,씨제이이앤엠(주),A,3/28/2018,spring,한국,872,스릴러,15세이상관람가,5.5,"장동건,류승룡,송새벽",123,6.309677419,310,528007.0,0,1,228690630,58625.0,679.0
463,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,(주)넥스트엔터테인먼트월드(NEW),C,8/10/2017,summer,일본,351,애니메이션,전체관람가,6.0,"미즈타 와사비,오오하라 메구미,카카즈 유미",101,8.8125,112,166252.0,1,1,3849120,113.0,26.0
464,매기스 플랜,레베카 밀러,오드,D,1/25/2017,winter,미국,94,코미디,15세이상관람가,6.86,"그레타 거윅,에단 호크,줄리안 무어",98,7.911764706,102,47668.0,0,0,33691345,318.0,47.0
465,헝거게임: 더 파이널,프란시스 로렌스,롯데쇼핑㈜롯데엔터테인먼트,A,11/18/2015,autumn,미국,661,액션,15세이상관람가,6.6,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",137,7.791479821,446,3701500.0,1,1,93278994,1306.0,372.0
466,더 넌,코린 하디,워너브러더스 코리아(주),B,9/19/2018,autumn,미국,824,공포,15세이상관람가,4.5,"타이사 파미가,데미안 비쉬어,보니 아론스",96,7.442733397,1039,1011580.0,0,0,7081060,81518.0,657.0
467,언프렌디드: 친구삭제,레오 가브리아제,유니버설픽쳐스인터내셔널 코리아(유),B,5/7/2015,spring,미국,386,공포,15세이상관람가,6.0,"헤더 소서맨,쉘리 헨닝,모세 제이콥 스톰",83,5.173333333,75,219678.0,0,0,0,271.0,103.0
468,위험한 상견례 2,김진영,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",A,4/29/2015,spring,한국,429,멜로/로맨스,15세이상관람가,4.0,"진세연,홍종현,신정근",119,8.396039604,202,810861.0,0,1,5980430,8608.0,930.0
469,구스범스,롭 레터맨,유니버설픽쳐스인터내셔널 코리아(유),B,1/14/2016,winter,미국,515,액션,12세이상관람가,6.5,"잭 블랙,딜런 미네트,오데야 러쉬",103,8.482758621,203,1281521.0,1,0,70170514,1027.0,88.0
470,유열의 음악앨범,정지우,CGV아트하우스,A,8/28/2019,summer,한국,1078,멜로/로맨스,12세이상관람가,7.13,"김고은,정해인",122,8.095132742999999,452,1325391.0,0,0,108080791,8812.0,1121.0
471,더 보이,윌리엄 브렌트 벨,(주)리틀빅픽쳐스,D,6/1/2016,summer,미국,186,공포,15세이상관람가,5.17,"로렌 코핸,루퍼트 에반스",97,7.66,100,55819.0,0,0,2551234,178313.0,370.0
472,염력,연상호,(주)넥스트엔터테인먼트월드(NEW),C,1/31/2018,winter,한국,1099,드라마,15세이상관람가,6.0,"류승룡,심은경",101,6.505415162,554,35729066.0,0,0,296694603,10404.0,828.0
473,세상에서 고양이가 사라진다면,나가이 아키라,(주)크리픽쳐스,D,11/9/2016,autumn,일본,175,드라마,12세이상관람가,5.9,"사토 타케루,미야자키 아오이",103,9.466666667,15,69586.0,1,0,902172,305.0,63.0
474,사냥,이우철,롯데쇼핑㈜롯데엔터테인먼트,A,6/29/2016,summer,한국,696,액션,15세이상관람가,5.05,"안성기,조진웅,한예리",93,5.964285714,616,0.0,0,0,484638627,492117.0,1529.0
475,커뮤터,자움 콜렛 세라,메가박스중앙(주)플러스엠,A,1/24/2018,winter,영국,575,액션,15세이상관람가,5.57,"리암 니슨,베라 파미가",104,9.105022831,219,6093136.0,0,0,86183999,1194.0,97.0
476,드래곤 블레이드,이인항,롯데쇼핑㈜롯데엔터테인먼트,A,3/12/2015,spring,기타,264,액션,15세이상관람가,4.33,"성룡,존 쿠삭,애드리언 브로디",133,8.896551724,29,159831.0,1,0,3429188,4815.0,53.0
477,셜록: 유령신부,더글라스 맥키넌,메가박스중앙(주)플러스엠,A,1/2/2016,winter,영국,891,범죄,12세이상관람가,6.5,"베네딕트 컴버배치,마틴 프리먼",115,7.442600277,1446,1278894.0,1,0,60143168,1187.0,428.0
478,"무현, 두 도시 이야기",전인환,(주)모멘텀엔터테인먼트,D,10/26/2016,autumn,한국,66,다큐멘터리,15세이상관람가,6.0,"노무현,김원명,김하연",124,9.565400844,237,192668.0,1,1,0,1067.0,86.0
479,아수라,김성수,씨제이이앤엠(주),A,9/28/2016,autumn,한국,1278,범죄,청소년관람불가,6.56,"정우성,황정민,주지훈",132,6.558953033,4088,3122222.0,0,0,699430206,94764.0,1734.0
480,모데카이,데이빗 코엡,(주)나이너스엔터테인먼트,D,2/18/2015,winter,미국,290,액션,15세이상관람가,4.65,"조니 뎁,기네스 팰트로,이완 맥그리거",106,8.22556391,133,78070.0,1,0,29873061,733.0,41.0
481,비밀,"박은경,이동하",CGV아트하우스,A,10/15/2015,autumn,한국,305,미스터리,15세이상관람가,4.81,"성동일,손호준,김유정",102,7.058823529,17,0.0,0,0,101408339,1810968.0,6219.0
482,경성학교: 사라진 소녀들,이해영,롯데쇼핑㈜롯데엔터테인먼트,A,6/18/2015,summer,한국,489,미스터리,15세이상관람가,6.75,"박보영,엄지원,박소담",99,6.721088435,294,11416716.0,0,0,88969407,7236.0,432.0
483,위대한 쇼맨,마이클 그레이시,이십세기폭스코리아(주),B,12/20/2017,winter,미국,702,드라마,12세이상관람가,6.6,"휴 잭맨,잭 에프론,미셸 윌리엄스",104,9.330445545,808,814587.0,1,0,81289813,5461.0,606.0
484,"안녕, 나의 소녀",사준의,오드,D,5/16/2018,spring,기타,155,멜로/로맨스,12세이상관람가,5.0,"류이호,송운화",104,7.490909091,110,111541.0,0,0,0,8610.0,149.0
485,너의 췌장을 먹고 싶어,츠키카와 쇼,(주)넥스트엔터테인먼트월드(NEW),C,10/25/2017,autumn,일본,218,드라마,12세이상관람가,7.33,"타카스기 마히로,린",109,8.538461538,65,1088390.0,1,0,0,2003.0,263.0
486,올 더 머니,리들리 스콧,판씨네마(주),D,2/1/2018,winter,미국,260,범죄,15세이상관람가,7.0,"미셸 윌리엄스,크리스토퍼 플러머,마크 월버그",132,8.733333333,45,21424146.0,0,1,43531543,61216.0,189.0
487,7호실,이용승,롯데쇼핑㈜롯데엔터테인먼트,A,11/15/2017,autumn,한국,629,코미디,15세이상관람가,6.43,"신하균,디오",100,7.289855072000001,276,350908.0,0,0,51894082,13634.0,497.0
488,미션 임파서블: 로그네이션,크리스토퍼 맥쿼리,롯데쇼핑㈜롯데엔터테인먼트,A,7/30/2015,summer,미국,1202,액션,15세이상관람가,7.54,"톰 크루즈,제레미 레너,사이먼 페그",131,8.90956457,2687,19621922.0,0,1,192575403,7659.0,3205.0
489,기생충,봉준호,씨제이이앤엠(주),A,5/30/2019,spring,한국,1948,드라마,15세이상관람가,9.06,"송강호,이선균,조여정",131,9.116782676,2586,9676939.0,0,0,273232941,108411.0,3865.0
490,클로버필드 10번지,댄 트라첸버그,롯데쇼핑㈜롯데엔터테인먼트,A,4/7/2016,spring,미국,575,미스터리,15세이상관람가,7.17,"메리 엘리자베스 윈스티드,존 굿맨,존 갤러거 주니어",103,7.333333333,291,356976.0,1,1,2141856,549.0,138.0
