,id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,개봉일_int
773,773,존 윅 3: 파라벨룸,채드 스타헬스키,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019-06-26,개봉영화,장편,미국,849,5789036442,676161,1763992132,201523,액션,청소년관람불가,일반영화,6.88,키아누 리브스(존 윅),131분,8.647260273972602,584,2019
774,774,샤잠!,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-04-03,개봉영화,장편,미국,1148,5730673797,656492,1794508367,196571,액션,12세이상관람가,일반영화,5.71,"제커리 레비(샤잠), 애셔 앤젤(빌리 뱃슨)",132분,7.795144157814871,659,2019
775,775,극장판 헬로카봇: 옴파로스 섬의 비밀,"최신규,김진철",(주)초이락컨텐츠팩토리,,(주)넥스트엔터테인먼트월드(NEW),2019-01-31,개봉영화,장편,한국,752,4485905140,575353,724293890,88888,애니메이션,전체관람가,일반영화,7.00,"이지현(차탄 목소리), 김용준(차산/코어 목소리)",78분,9.024436090225564,1064,2019
776,776,이스케이프 룸,애덤 로비텔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-03-14,개봉영화,장편,미국,850,5007420664,563114,1360092834,149452,액션,15세이상관람가,일반영화,5.33,"테일러 러셀(조이 데이비스), 로건 밀러(벤 밀러), 제이 엘리스(제이슨 워커)",100분,7.986870897155361,457,2019
777,777,글래스,M. 나이트 샤말란,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-01-17,개봉영화,장편,미국,837,4277452982,466475,1422916782,148074,드라마,15세이상관람가,일반영화,6.33,"제임스 맥어보이, 브루스 윌리스, 사무엘L.잭슨",129분,8.12863070539419,482,2019
778,778,그린 북,피터 패럴리,,씨제이이앤엠(주),CGV아트하우스,2019-01-09,개봉영화,장편,미국,398,3603142560,429719,1945517390,229889,드라마,12세이상관람가,독립/예술영화,7.29,"비고 모텐슨(토니 발레롱가), 마허샬라 알리(돈 셜리 박사)",130분,9.523364485981308,214,2019
779,779,장난스런 키스,프랭키 첸,,오드,"오드,(주)홈초이스",2019-03-27,개봉영화,장편,대만,532,3501463050,428009,955732990,112053,멜로/로맨스,12세이상관람가,독립/예술영화,4.75,"왕대륙(장즈수), 임윤(위안샹친)",122분,8.566666666666666,240,2019
780,780,해피 데스데이 2 유,크리스토퍼 랜던,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-02-14,개봉영화,장편,미국,657,3437809200,412850,942294620,110636,공포(호러),15세이상관람가,일반영화,6.00,"제시카 로테(트리 겔브먼), 이스라엘 브로우사드(카터 데이비스), 피 부(라이언)",100분,8.399491094147583,393,2019
781,781,극장판 공룡메카드: 타이니소어의 섬,"최신규,유재운",(주)초이락컨텐츠팩토리,,(주)넥스트엔터테인먼트월드(NEW),2019-01-10,개봉영화,장편,한국,763,3140214420,410131,535720640,66881,애니메이션,전체관람가,일반영화,5.00,"김서영(트리케라 목소리), 엄상현(티라노 목소리), 안현서(나용찬 목소리)",70분,9.187282229965156,1148,2019
782,782,고질라: 킹 오브 몬스터,마이클 도허티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-05-29,개봉영화,장편,미국,923,3074785318,357902,859461348,87659,액션,12세이상관람가,일반영화,5.20,"밀리 바비 브라운(매디슨 러셀), 베라 파미가(엠마 러셀), 카일 챈들러(마크 러셀)",132분,8.11111111111111,288,2019
783,783,덤보,팀 버튼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-03-27,개봉영화,장편,미국,797,2775096512,345521,907932642,105909,가족,전체관람가,일반영화,6.00,"콜린 파렐(홀트 패리어), 마이클 키튼(V. A. 반데비어), 대니 드비토(맥스 메디치)",111분,9.25212947189097,587,2019
784,784,러브 유어셀프 인 서울,,"빅히트 엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)",,씨제이 씨지브이(CJ CGV)(주),2019-01-26,개봉영화,장편,한국,224,3209682900,342366,1090468000,112697,공연,전체관람가,일반영화,-,[국내] 전체 관람가,113분,-,-,2019
785,785,헬보이,닐 마샬,,(주)우성엔터테인먼트,메가박스중앙(주)플러스엠,2019-04-10,개봉영화,장편,미국,726,2776406321,323098,767125181,86763,액션,청소년관람불가,일반영화,5.40,"데이빗 하버(헬보이), 밀라 요보비치(피의 여왕 니무에)",121분,7.951807228915663,415,2019
786,786,미성년,김윤석,"(주)영화사레드피터,(주)화이브라더스코리아",,(주)쇼박스,2019-04-11,개봉영화,장편,한국,673,2493769950,293258,856799740,98387,드라마,15세이상관람가,일반영화,7.15,"염정아(영주), 김소진(미희), 김혜준(주리)",96분,8.418181818181818,220,2019
787,787,애나벨 집으로,게리 도버먼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-06-26,개봉영화,장편,미국,653,2439165690,291328,585053120,67500,공포(호러),15세이상관람가,일반영화,4.00,"패트릭 윌슨(에드 워렌), 베라 파미가(로랭 워렌), 맥케나 그레이스(주디 워렌)",106분,7.5,166,2019
788,788,배심원들,홍승완,반짝반짝영화사(주),,CGV아트하우스,2019-05-15,개봉영화,장편,한국,784,2296829090,287141,724211930,86835,드라마,12세이상관람가,일반영화,6.67,"문소리(재판장 김준겸), 박형식(권남우)",114분,9.25,96,2019
789,789,신데렐라:마법 반지의 비밀,린 사우더랜드,,예지림엔터테인먼트,예지림엔터테인먼트,2019-02-20,개봉영화,장편,미국,575,2113630240,284755,367881020,47386,애니메이션,전체관람가,일반영화,4.00,"사문영(엘라 목소리), 김혜성(알렉스 목소리), 남도형(매니 목소리)",87분,7.677551020408163,245,2019
790,790,악질경찰,이정범,"청년필름(주),다이스필름(주)",,워너브러더스 코리아(주),2019-03-20,개봉영화,장편,한국,833,2256615278,262233,543947088,61930,범죄,청소년관람불가,일반영화,4.29,"이선균(조필호), 전소니(미나), 박해준(권태주)",127분,7.281081081081081,185,2019
791,791,기묘한 가족,이민재,씨네주 유한회사,,메가박스중앙(주)플러스엠,2019-02-13,개봉영화,장편,한국,625,2062904275,256202,465060345,56391,코미디,12세이상관람가,일반영화,5.71,"정재영(준걸), 김남길(민걸), 엄지원(남주)",112분,7.695431472081219,197,2019
792,792,메리 포핀스 리턴즈,롭 마샬,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-02-14,개봉영화,장편,미국,573,1816281960,224160,816286900,97070,판타지,전체관람가,일반영화,6.67,"에밀리 블런트(메리 포핀스), 린-마누엘 미란다(잭), 벤 위쇼(마이클 뱅크스)",130분,8.702127659574469,282,2019
793,793,요로나의 저주,마이클 차베즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-04-17,개봉영화,장편,미국,620,1784935221,202756,488301731,53881,공포(호러),15세이상관람가,일반영화,4.00,린다 카델리니(애나),93분,7.94,200,2019
794,794,어린 의뢰인,장규성,이스트드림시노펙스(주),,롯데컬처웍스(주)롯데엔터테인먼트,2019-05-22,개봉영화,장편,한국,671,1627412600,197612,384417140,44966,드라마,12세이상관람가,일반영화,5.25,"이동휘(정엽), 유선(지숙), 최명빈(다빈)",114분,9.232876712328768,73,2019
795,795,언니,임경택,"필름에이픽쳐스,(유)조이앤시네마",,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-01-01,개봉영화,장편,한국,530,1746373250,197134,360066100,40427,액션,청소년관람불가,일반영화,4.00,"이시영(박인애), 박세완(박은혜), 이준혁(한정우)",94분,7.34453781512605,119,2019
796,796,언더독,"오성윤,이춘백",(주)오돌또기,,(주)넥스트엔터테인먼트월드(NEW),2019-01-16,개봉영화,장편,한국,612,1485934830,193484,420191450,50913,애니메이션,전체관람가,일반영화,7.00,"디오(뭉치 목소리), 박소담(밤이 목소리), 박철민(짱아 목소리)",102분,9.472222222222221,216,2019
797,797,천로역정: 천국을 찾아서,로버트 페르난데스,,(재)CBS,"(재)CBS,주식회사 마운틴픽쳐스",2019-06-13,개봉영화,장편,미국,381,1463645360,191580,278003110,34518,애니메이션,전체관람가,독립/예술영화,5.00,"존 라이스 데이비스, 벤 프라이스",113분,9.551020408163266,49,2019
798,798,우상,이수진,"리 공동체 영화사,(주)바른손",,CGV아트하우스,2019-03-20,개봉영화,장편,한국,900,1581839728,183784,534386118,59765,스릴러,15세이상관람가,일반영화,5.63,"한석규(명회), 설경구(중식), 천우희(련화)",144분,6.6838235294117645,136,2019
799,799,비스트,이정호,(주)스튜디오앤뉴,,(주)넥스트엔터테인먼트월드(NEW),2019-06-26,개봉영화,장편,한국,737,1400766040,177340,342474410,41565,범죄,15세이상관람가,일반영화,4.57,"이성민(정한수), 유재명(한민태), 전혜진(춘배)",130분,8.491150442477876,226,2019
800,800,자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,,(주)셀트리온엔터테인먼트,2019-02-27,개봉영화,장편,한국,624,1304861670,172212,349815310,44630,드라마,12세이상관람가,일반영화,4.17,"비(엄복동), 강소라(김형신), 이범수(황재호)",116분,7.547169811320755,159,2019
801,801,더 페이버릿: 여왕의 여자,요르고스 란티모스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2019-02-21,개봉영화,장편,미국,83,1380191276,164372,831098346,97482,드라마,15세이상관람가,독립/예술영화,8.20,"올리비아 콜맨(앤 여왕), 엠마 스톤(애비게일 힐), 레이첼 와이즈(사라 제닝스)",119분,8.874193548387098,310,2019
802,802,가버나움,나딘 라바키,,그린나래미디어(주),"그린나래미디어(주),플레이리스트(주)",2019-01-24,개봉영화,장편,기타,111,1179372219,142065,685177439,79905,드라마,15세이상관람가,독립/예술영화,7.33,"자인 알 라피아(자인), 요르다노스 시프로우(라힐)",126분,9.568181818181818,220,2019
803,803,0.0MHz,유선동,(주)제이엠컬쳐스,,(주)스마일이엔티,2019-05-29,개봉영화,장편,한국,446,1088258860,137294,213889040,25604,공포(호러),15세이상관람가,일반영화,3.33,"정은지(소희), 이성열(상엽), 최윤영(윤정)",102분,7.423728813559322,59,2019
804,804,바이스,아담 맥케이,,(주)콘텐츠판다,(주)콘텐츠판다,2019-04-11,개봉영화,장편,미국,241,1144142384,134925,540292584,63132,드라마,15세이상관람가,독립/예술영화,7.00,크리스찬 베일(딕 체니),132분,8.921052631578947,38,2019
805,805,명탐정 코난:전율의 악보,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2019-02-14,개봉영화,장편,일본,213,890692400,116059,172835800,22143,애니메이션,12세이상관람가,일반영화,6.0,"타카야마 미나미, 야마자키 와카나, 쿠와시마 호우코",116분,-,-,2019
806,806,미래의 미라이,호소다 마모루,,(주)얼리버드픽쳐스,메가박스중앙(주)플러스엠,2019-01-16,개봉영화,장편,일본,508,850022957,104950,287591737,34117,애니메이션,전체관람가,일반영화,6.5,"카미시라이시 모카, 쿠로키 하루",98분,7.4,135,2019
807,807,로켓맨,덱스터 플레처,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-06-05,개봉영화,장편,영국,640,898067163,104408,412628773,46681,드라마,15세이상관람가,일반영화,6.80,태런 에저튼(엘튼 존),121분,9.315217391304348,92,2019
808,808,공포의 묘지,"케빈 콜쉬,데니스 위드미어",,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-04-10,개봉영화,장편,미국,564,894409836,102826,229300496,25629,공포(호러),15세이상관람가,일반영화,6.0,"제이슨 클락, 존 리스고, 에이미 세이메츠",101분,6.355555555555555,90,2019
809,809,크게 될 놈,강지은,밀짚모자영화사(주),,(주)영화사오원,2019-04-18,개봉영화,장편,한국,447,780915420,102223,146506530,18392,드라마,15세이상관람가,일반영화,4.50,"김해숙(순옥), 손호준(기강)",108분,9.176923076923076,130,2019
810,810,콜드 체이싱,한스 페터 몰란트,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-02-20,개봉영화,장편,영국,480,777401607,101694,247473807,30216,액션,15세이상관람가,독립/예술영화,7.50,"리암 니슨(넬스 콕스맨), 톰 베이트먼(바이킹)",118분,7.278688524590164,61,2019
811,811,라스트 미션,클린트 이스트우드,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-03-14,개봉영화,장편,미국,472,835560639,101293,309786489,37554,드라마,15세이상관람가,일반영화,7.20,"클린트 이스트우드(얼 스톤), 타이사 파미가(지니), 브래들리 쿠퍼(콜린 베이츠)",116분,8.966666666666667,120,2019
812,812,아이 엠 마더,피에르 모렐,,(주)퍼스트런,"(주)삼백상회,(주)팬엔터테인먼트",2019-04-11,개봉영화,장편,미국,213,774580700,94119,264289600,32731,액션,15세이상관람가,일반영화,5.25,제니퍼 가너(라일리 노스),102분,8.492537313432836,67,2019
813,813,파이브 피트,저스틴 밸도니,,(주)누리픽쳐스,"(주)누리픽쳐스,케이티하이텔(주)",2019-04-10,개봉영화,장편,미국,457,805051420,92713,318561630,35861,드라마,15세이상관람가,일반영화,5.00,"헤일리 루 리차드슨(스텔라), 콜 스프로즈(윌)",116분,9.013333333333334,75,2019
814,814,교회오빠,이호경,"KBS,커넥트픽쳐스(주)",,커넥트픽쳐스(주),2019-05-16,개봉영화,장편,한국,200,741940650,92043,245446220,29474,다큐멘터리,전체관람가,독립/예술영화,-,"이관희(본인), 오은주(본인), 이소연(본인)",85분,9.894736842105264,38,2019
815,815,구스 베이비,크리스토퍼 젠킨스,,(주)머스트씨무비릴리징컴퍼니,(주)이수C&E,2019-01-16,개봉영화,장편,미국,424,652090360,91430,110715900,14539,애니메이션,전체관람가,일반영화,5.00,"전현무(잭 한국어 목소리), 유아(오키 한국어 목소리), 박성광(칼 한국어 목소리)",89분,9.05952380952381,84,2019
816,816,레고 무비2,마이크 미첼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-02-06,개봉영화,장편,미국,442,680374040,88105,182185020,22018,애니메이션,전체관람가,일반영화,6.25,"크리스 프랫(에밋/터프가이 렉스 목소리), 엘리자베스 뱅크스(루시 목소리), 윌 아넷(배트맨 목소리)",107분,8.767295597484276,159,2019
817,817,그대 이름은 장미,조석현,(주)엠씨엠씨,,(주)리틀빅픽쳐스,2019-01-16,개봉영화,장편,한국,540,735782970,88054,231834480,26485,코미디,12세이상관람가,일반영화,6.50,"유호정(장미), 박성웅(명환), 오정세(순철)",126분,7.8474576271186445,59,2019
818,818,"어쩌다, 결혼","박호찬,박수진",(주)비에이엔터테인먼트,,CGV아트하우스,2019-02-27,개봉영화,장편,한국,529,586584249,76746,183109419,22596,멜로/로맨스,12세이상관람가,독립/예술영화,4.50,"김동욱(정성석), 고성희(박해주)",87분,7.578947368421052,76,2019
819,819,호텔 뭄바이,앤소니 마라스,,(주)에스와이코마드,"글뫼 주식회사,(주)에스와이코마드",2019-05-08,개봉영화,장편,호주,207,599904700,72950,242021000,29325,스릴러,15세이상관람가,독립/예술영화,6.20,"데브 파텔(아르준), 아미 해머(데이빗), 나자닌 보니아디(자흐라)",123분,9.0,26,2019
820,820,로망,이창근,"(주)제이지픽쳐스,(주)메이스엔터테인먼트",,(주)메리크리스마스,2019-04-03,개봉영화,장편,한국,405,525645400,72412,134919660,18197,멜로/로맨스,전체관람가,독립/예술영화,5.50,"이순재(조남봉), 정영숙(이매자), 조한철(조진수)",112분,8.96078431372549,51,2019
821,821,사탄의 인형,라스 클리브버그,,주식회사 더쿱,(주)이수C&E,2019-06-20,개봉영화,장편,미국,465,540507290,58221,158649500,16706,공포(호러),청소년관람불가,일반영화,4.0,"가브리엘 베이트먼, 마크 해밀, 오브리 플라자",90분,6.758620689655173,29,2019
822,822,1919 유관순,신상민,유관순문화산업전문유한회사,,"주식회사 마운틴픽쳐스,케이티하이텔(주)",2019-03-14,개봉영화,장편,한국,269,476403410,57509,149568860,17413,다큐멘터리,12세이상관람가,독립/예술영화,3.00,"이새봄(유관순), 양윤희(어윤희), 김나니(권애라)",79분,8.3125,16,2019
823,823,왓칭,김성기,(주)스토리공감,,(주)리틀빅픽쳐스,2019-04-17,개봉영화,장편,한국,488,456558262,54410,100830552,11564,공포(호러),15세이상관람가,일반영화,4.00,"강예원(영우), 이학주(준호)",97분,8.34862385321101,109,2019
824,824,콜레트,워시 웨스트모어랜드,,(주)퍼스트런,"(주)넥스트엔터테인먼트월드(NEW),(주)팬엔터테인먼트",2019-03-27,개봉영화,장편,영국,169,409004989,51149,248891499,30789,드라마,15세이상관람가,독립/예술영화,6.00,"키이라 나이틀리(콜레트), 도미닉 웨스트(윌리)",112분,8.77310924369748,119,2019
825,825,빅샤크2: 해저2만리,신우,,(주)히스토리필름,와이드 릴리즈(주),2019-06-06,개봉영화,장편,중국,344,368207920,51065,41575060,5105,애니메이션,전체관람가,일반영화,6.00,"장병관(빅샤크 한국어 목소리), 김소희(메이 한국어 목소리)",75분,7.958333333333333,24,2019
826,826,어글리 돌,캘리 애스버리,,판씨네마(주),판씨네마(주),2019-05-01,개봉영화,장편,미국,353,357110870,49509,82282540,10570,애니메이션,전체관람가,독립/예술영화,6.00,"켈리 클락슨(모씨 목소리), 닉 조나스(루 목소리), 자넬 모네(맨디 목소리)",87분,8.942307692307692,52,2019
827,827,슈퍼미니 2,"토마스 자보,헬레네 지라드",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-02-27,개봉영화,장편,프랑스,345,374780620,48942,96127960,11784,애니메이션,전체관람가,일반영화,7.67,"브루노 살로몬, 티에리 프레몽",92분,7.5,38,2019
828,828,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,스도 토모노리,,(주)애니플러스,(주)애니플러스,2019-03-21,개봉영화,장편,일본,94,397411880,45157,179118880,19707,애니메이션,15세이상관람가,독립/예술영화,-,"스기야마 노리아키(에미야 시로 목소리), 시타야 노리코(마토 사쿠라 목소리), 카미야 히로시(마토 신지 목소리)",117분,9.460843373493976,332,2019
829,829,업사이드,닐 버거,,(주)퍼스트런,(주)디스테이션,2019-06-13,개봉영화,장편,미국,188,361435100,42727,143507900,16962,코미디,12세이상관람가,독립/예술영화,5.80,"브라이언 크랜스톤(필립), 케빈 하트(델), 니콜 키드먼(이본)",126분,9.772727272727273,22,2019
830,830,쿠르스크,토마스 빈터베르그,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-01-16,개봉영화,장편,벨기에,192,355683500,42484,173141000,21029,드라마,15세이상관람가,일반영화,6.20,"마티아스 쇼에나에츠(미하일 카레코프), 콜린 퍼스(데이빗 러셀), 레아 세이두(타냐 카레코프)",118분,9.6,5,2019
831,831,일일시호일,오오모리 타츠시,,(주)영화사 진진,(주)영화사 진진,2019-01-17,개봉영화,장편,일본,55,331259019,41931,201538669,23841,드라마,12세이상관람가,독립/예술영화,7.00,"키키 키린(다케타), 쿠로키 하루(노리코), 타베 미카코(미치코)",100분,8.91358024691358,162,2019
832,832,더 와이프,비욘 룬게,,그린나래미디어(주),(주)팝엔터테인먼트,2019-02-27,개봉영화,장편,영국,106,319839451,41525,190560061,23941,드라마,15세이상관람가,독립/예술영화,6.75,"글렌 클로즈(조안 캐슬먼), 조나단 프라이스(조셉 캐슬먼)",100분,8.453488372093023,86,2019
833,833,칠곡 가시나들,김재환,주식회사 단유필름,,"(주)인디플러그,(주)더 피플",2019-02-27,개봉영화,장편,한국,138,334601400,41448,108432500,12980,다큐멘터리,전체관람가,독립/예술영화,6.60,"박금분(본인), 곽두조(본인), 강금연(본인)",100분,9.283018867924529,53,2019
834,834,몬스터 파크,안드레스 코투리어,,(주)일레븐엔터테인먼트,(주)박수엔터테인먼트,2019-01-23,개봉영화,장편,영국,344,275767940,38262,45619200,5733,애니메이션,전체관람가,독립/예술영화,6.00,"릴리 콜린스(새벽 공주 목소리), 토비 켑벨(테리 목소리), 이안 맥쉐인(그럼프 목소리)",86분,7.584905660377358,53,2019
835,835,세상을 바꾼 변호인,미미 레더,,씨제이이앤엠(주),CGV아트하우스,2019-06-13,개봉영화,장편,미국,185,301963650,38217,159145480,19719,드라마,12세이상관람가,독립/예술영화,5.75,"펠리시티 존스(루스 베이더 긴즈버그), 아미 해머(마틴 긴즈버그)",120분,8.846153846153847,13,2019
836,836,겨울왕국 2,"크리스 벅,제니퍼 리",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-11-21,개봉영화,장편,미국,2648,111596444720,13369087,27828512460,3113579,애니메이션,전체관람가,일반영화,6.75,"크리스틴 벨(안나 목소리), 이디나 멘젤(엘사 목소리)",103분,8.954081632653061,1764,2019
837,837,엑시트,이상근,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),2019-07-31,개봉영화,장편,한국,1660,79232012162,9426011,18533549352,2132869,코미디,12세이상관람가,일반영화,7.23,"조정석(용남), 윤아(의주)",103분,9.086271567891973,1333,2019
838,838,스파이더맨: 파 프롬 홈,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-07-02,개봉영화,장편,미국,2142,69000711100,8020208,18515112400,2051196,액션,12세이상관람가,일반영화,6.56,"톰 홀랜드(피터 파커 / 스파이더맨 ), 사무엘 L. 잭슨(닉 퓨리), 젠다야 콜맨(미쉘 존스)",129분,9.073556231003039,1645,2019
839,839,백두산,"이해준,김병서","주식회사 덱스터 픽쳐스,(주)퍼펙트스톰필름,씨제이이앤엠(주)",,"씨제이이앤엠(주),(주)덱스터스튜디오",2019-12-19,개봉영화,장편,한국,1971,52908739070,6290806,11465502430,1318194,어드벤처,12세이상관람가,일반영화,5.67,"이병헌(리준평), 하정우(조인창), 마동석(강봉래)",128분,7.844660194174757,1133,2019
840,840,조커,토드 필립스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-10-02,개봉영화,장편,미국,1418,45380235450,5247794,14670413840,1634834,액션,15세이상관람가,일반영화,7.64,호아킨 피닉스(아서 플렉 / 조커),123분,9.094818081587652,1814,2019
841,841,봉오동 전투,"원신연,이영용","(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",,(주)쇼박스,2019-08-07,개봉영화,장편,한국,1476,40514276538,4779501,7782799628,891383,사극,15세이상관람가,일반영화,5.30,"유해진(황해철), 류준열(이장하), 조우진(마병구)",135분,9.229327453142227,907,2019
842,842,라이온 킹,존 파브로,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-07-17,개봉영화,장편,미국,1936,41518977430,4743184,11620751790,1218042,어드벤처,전체관람가,일반영화,6.00,"도날드 글로버(심바 목소리), 비욘세(날라 목소리), 제임스 얼 존스(무파사 목소리)",118분,8.668552036199095,884,2019
843,843,나쁜 녀석들: 더 무비,손용호,"씨제이이앤엠(주),(주)영화사비단길",,씨제이이앤엠(주),2019-09-11,개봉영화,장편,한국,1511,39560195124,4573902,8008441184,905239,범죄,15세이상관람가,일반영화,4.83,"마동석(박웅철), 김상중(오구탁), 김아중(곽노순)",114분,8.485527544351074,1071,2019
844,844,82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-23,개봉영화,장편,한국,1486,30298542310,3678156,8396050370,994663,드라마,12세이상관람가,일반영화,6.79,"정유미(지영), 공유(대현)",118분,9.485499462943071,931,2019
845,845,분노의 질주: 홉스&쇼,데이빗 레이치,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-08-14,개봉영화,장편,미국,1311,32241767793,3657536,7717831533,839251,액션,12세이상관람가,일반영화,6.00,"드웨인 존슨(루크 홉스), 제이슨 스타뎀(데카드 쇼), 이드리스 엘바(브릭스턴)",136분,9.019567456230691,971,2019
846,846,가장 보통의 연애,김한결,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),2019-10-02,개봉영화,장편,한국,1073,24822316930,2917213,6614922790,753953,멜로/로맨스,15세이상관람가,일반영화,6.33,"김래원(재훈), 공효진(선영)",109분,8.914076782449726,547,2019
847,847,시동,최정열,(주)외유내강,,(주)넥스트엔터테인먼트월드(NEW),2019-12-18,개봉영화,장편,한국,1515,21237632100,2526118,4649112780,536158,드라마,15세이상관람가,일반영화,6.00,"마동석(거석이형), 박정민(고택일), 정해인(우상필)",102분,8.91994750656168,762,2019
848,848,블랙머니,정지영,"유한회사 질라라비,(주)아우라픽처스",,(주)에이스메이커무비웍스,2019-11-13,개봉영화,장편,한국,1117,20744296510,2464978,5030225390,578800,범죄,12세이상관람가,일반영화,6.00,"조진웅(양민혁), 이하늬(김나리)",113분,9.109154929577464,284,2019
849,849,터미네이터: 다크 페이트,팀 밀러,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-10-30,개봉영화,장편,미국,1315,20153895830,2409062,5463141420,622505,액션,15세이상관람가,일반영화,6.43,"맥켄지 데이비스(그레이스), 아놀드 슈왈제네거(터미네이터), 린다 해밀턴(사라 코너)",128분,8.695592286501377,726,2019
850,850,타짜: 원 아이드 잭,권오광,"(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",,롯데컬처웍스(주)롯데엔터테인먼트,2019-09-11,개봉영화,장편,한국,1429,19673441214,2227671,4585277834,513548,범죄,청소년관람불가,일반영화,5.43,"박정민(도일출), 류승범(애꾸), 최유화(마돈나)",139분,7.076327433628318,904,2019
851,851,신의 한 수: 귀수편,리건,"(주)메이스엔터테인먼트,(주)아지트필름",,씨제이이앤엠(주),2019-11-07,개봉영화,장편,한국,1246,18390976550,2146766,4084690170,463426,범죄,15세이상관람가,일반영화,5.00,"권상우(귀수), 김희원(똥선생), 김성균(허일도)",106분,8.993224932249323,738,2019
852,852,변신,김홍선,(주)다나크리에이티브,,(주)에이스메이커무비웍스,2019-08-21,개봉영화,장편,한국,975,15417922925,1804112,3329066895,375676,공포(호러),15세이상관람가,일반영화,4.50,"배성우(박중수), 성동일(박강구), 장영남(최명주)",113분,8.124497991967871,498,2019
853,853,사자,김주환,(주)키이스트,,롯데컬처웍스(주)롯데엔터테인먼트,2019-07-31,개봉영화,장편,한국,1405,12917306145,1609737,3155811715,380265,미스터리,15세이상관람가,일반영화,4.78,"박서준(용후), 안성기(안신부), 우도환(지신)",129분,8.244784422809458,719,2019
854,854,말레피센트 2,요아킴 뢰닝,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-10-17,개봉영화,장편,미국,1108,12191395690,1444952,3153886600,352835,어드벤처,12세이상관람가,일반영화,5.67,"안젤리나 졸리(말레피센트), 엘르 패닝(오로라), 미셸 파이퍼(잉그리스 왕비)",119분,8.996296296296297,270,2019
855,855,유열의 음악앨범,정지우,"(주)무비락,정지우 필름,필름봉옥",,CGV아트하우스,2019-08-28,개봉영화,장편,한국,1078,10233455040,1245532,2970923290,346201,멜로/로맨스,12세이상관람가,일반영화,7.13,"김고은(미수), 정해인(현우)",122분,8.095132743362832,452,2019
856,856,포드 V 페라리,제임스 맨골드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-12-04,개봉영화,장편,미국,986,10552197680,1202394,3815040750,416331,액션,12세이상관람가,일반영화,7.63,"맷 데이먼(캐롤 셸비), 크리스찬 베일(켄 마일스)",152분,9.344036697247706,218,2019
