,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud
337,"무현, 두 도시 이야기",전인환,(주)모멘텀엔터테인먼트,D,10/26/2016,autumn,개봉영화,장편,한국,66,1511430600.0,192668,519191200,63494,다큐멘터리,15세이상관람가,독립/예술영화,6.0,"노무현,김원명,김하연",124,9.565400844,237,2016,0,1,1,5334561,1,0,1,12.168723779377684
338,빅,트레버 월,(주)이수C&E,B,7/27/2016,summer,개봉영화,장편,미국,332,1174196720.0,160860,215962400,28656,애니메이션,전체관람가,독립/예술영화,0.0,"롭 슈나이더,헤더 그레이엄,켄 정",91,8.246200607999999,329,2016,0,0,0,432182,1,0,2,11.98828970045806
339,달빛궁궐,김현주,(주)넥스트엔터테인먼트월드(NEW),C,9/7/2016,autumn,개봉영화,장편,한국,425,1134639700.0,151360,258859700,31822,애니메이션,전체관람가,일반영화,5.0,"김서영,이하늬,권율",80,8.25974026,154,2016,0,1,0,23777483,1,0,8,11.927416384285705
340,서울역,연상호,(주)넥스트엔터테인먼트월드(NEW),C,8/17/2016,summer,개봉영화,장편,한국,440,1157200562.0,146548,364877762,44396,애니메이션,15세이상관람가,독립/예술영화,6.92,"류승룡,심은경,이준",93,5.224334601,263,2016,21864,1,1,43424129,1,1,8,11.895108298826536
341,장난감이 살아있다,후안 호세 캄파넬라,"㈜코리아스크린,와이드 릴리즈(주)",D,9/7/2016,autumn,개봉영화,장편,기타,294,1109230600.0,142577,261978700,31893,애니메이션,전체관람가,독립/예술영화,5.0,"남도형,김채하,김태균A",91,8.088607595,79,2016,0,1,0,391739,1,0,2,11.86763748363107
342,플로렌스,스티븐 프리어스,(주)이수C&E,B,8/24/2016,summer,개봉영화,장편,영국,382,1079970100.0,139717,460420100,58672,드라마,15세이상관람가,독립/예술영화,6.64,"메릴 스트립,휴 그랜트,사이몬 헬버그",111,8.869565217,184,2016,40802,1,0,1194021,1,2,9,11.847374227175795
343,로빈슨 크루소,"벤 스타센,빈센트 케스텔루트",(주)영화사 빅,D,9/7/2016,autumn,개봉영화,장편,기타,329,1038675400.0,135094,200206200,24105,애니메이션,전체관람가,독립/예술영화,7.0,"유리 로웬탈,데이비드 호워드,콜린 메츠거",90,8.43902439,82,2016,459297,1,0,283292,2,1,1,11.813726111415066
344,자백,최승호,(주)엣나인필름,D,10/13/2016,autumn,개봉영화,장편,한국,152,1033168200.0,129774,457735300,55230,다큐멘터리,15세이상관람가,독립/예술영화,7.67,"최승호,김기춘,원세훈",106,9.580858086000001,303,2016,169054,1,0,0,1,1,0,11.773549755021357
345,카페 소사이어티,우디 앨런,CGV아트하우스,A,9/14/2016,autumn,개봉영화,장편,미국,199,1047223666.0,126439,628142366,74414,멜로/로맨스,15세이상관람가,독립/예술영화,6.77,"제시 아이젠버그,크리스틴 스튜어트,블레이크 라이블리",96,8.178082192,219,2016,217626,0,0,4156354,1,2,10,11.747515257408686
346,마이 리틀 자이언트,스티븐 스필버그,월트디즈니컴퍼니코리아(주),B,8/10/2016,summer,개봉영화,장편,미국,128,991375900.0,125800,273880100,34343,어드벤처,전체관람가,일반영화,7.45,"마크 라이런스,루비 반힐,레베카 홀",117,0.0,0,2016,396418,1,0,10072061,1,2,7,11.742448623248476
347,죽여주는 여자,이재용,CGV아트하우스,A,10/6/2016,autumn,개봉영화,장편,한국,317,872397300.0,119964,376215400,51740,드라마,청소년관람불가,독립/예술영화,6.94,"윤여정,전무송,윤계상",111,8.457943925,107,2016,1616803,0,0,1109565,1,2,7,11.694946976755181
348,감바의 대모험,"카와무라 토모히로,코모리 요시히로",(주)영화사 빅,D,11/10/2016,autumn,개봉영화,장편,일본,400,873677700.0,117362,164212900,20534,애니메이션,전체관람가,독립/예술영화,5.0,"카지 유우키,칸다 사야카,타카기 와타루",90,8.738636364,88,2016,0,1,0,0,2,0,0,11.673018454253116
349,피터와 드래곤,데이빗 로워리,월트디즈니컴퍼니코리아(주),B,9/28/2016,autumn,개봉영화,장편,미국,167,865600600.0,109137,196519100,23706,어드벤처,전체관람가,일반영화,7.0,"브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리",103,8.415254237000001,118,2016,0,1,0,4565888,1,0,1,11.600359252731865
350,킹 오브 프리즘,히시다 마사카즈,(주)박수엔터테인먼트,D,8/11/2016,summer,개봉영화,장편,일본,53,859771500.0,103852,630836000,73057,애니메이션,12세이상관람가,일반영화,0.0,"카키하라 테츠야,마에노 토모아키,마스다 토시키",60,9.692307692,26,2016,0,1,1,0,1,0,0,11.550722087664795
351,바스티유 데이,제임스 왓킨스,롯데쇼핑㈜롯데엔터테인먼트,A,10/13/2016,autumn,개봉영화,장편,미국,422,764700600.0,96305,240785200,29327,액션,15세이상관람가,일반영화,5.5,"이드리스 엘바,리차드 매든,샬롯 르 본",92,8.342465752999999,73,2016,0,1,0,5924701,1,0,4,11.475275517518323
352,걷기왕,백승화,CGV아트하우스,A,10/20/2016,autumn,개봉영화,장편,한국,462,710905075.0,95542,209094375,26306,드라마,12세이상관람가,일반영화,6.07,"심은경,박주희",93,8.641304348,92,2016,0,0,1,10378236,1,0,8,11.467321220365207
353,나의 산티아고,줄리아 폰 하인츠,(주)영화사 진진,D,7/14/2016,summer,개봉영화,장편,기타,88,721244232.0,94243,404870932,51590,코미디,12세이상관람가,독립/예술영화,6.0,"데비드 스트리에소브,마르티나 게덱,카롤리네 슈허",92,8.393258427000001,89,2016,0,1,0,44842,1,0,2,11.453631831995034
354,태풍이 지나가고,고레에다 히로카즈,(주)티캐스트,B,7/27/2016,summer,개봉영화,장편,일본,72,772484972.0,93005,542795372,63098,드라마,12세이상관람가,독립/예술영화,7.07,"아베 히로시,키키 키린,마키 요코",117,8.666666667000001,312,2016,100998,0,0,2,1,2,2,11.440408534131052
355,루돌프와 많이있어,"유야마 쿠니히코,사카키바라 모토노리",씨제이이앤엠(주),A,12/28/2016,winter,개봉영화,장편,일본,375,682883600.0,89510,150047200,18400,애니메이션,전체관람가,일반영화,6.38,"김율,신용우,홍범기",89,8.894080997,321,2016,847824,1,0,559045,2,5,3,11.402105629864984
356,슈퍼 프렌즈,"이경호,이원재",씨네그루(주)키다리이엔티,B,8/10/2016,summer,개봉영화,장편,한국,255,633274600.0,86293,131979300,16778,애니메이션,전체관람가,독립/예술영화,6.0,"변현우,김지혜,박조호",82,8.866071429,224,2016,0,1,0,1676040,2,0,1,11.36550376138312
357,최악의 하루,김종관,CGV아트하우스,A,8/25/2016,summer,개봉영화,장편,한국,199,639959190.0,80754,351625290,43550,멜로/로맨스,15세이상관람가,독립/예술영화,6.9,"한예리,이와세 료,권율",93,8.394736842,114,2016,64,0,0,28468332,1,1,10,11.29916277546177
358,로스트 인 더스트,데이빗 맥킨지,메가박스중앙(주)플러스엠,A,11/3/2016,autumn,개봉영화,장편,미국,354,621368822.0,79812,265854522,33568,범죄,15세이상관람가,일반영화,8.1,"크리스 파인,벤 포스터,제프 브리지스",103,8.333333332999999,90,2016,77,0,0,3145945,1,1,9,11.287429148072421
359,하이큐!! 끝과 시작,미츠나카 스스무,(주)팝엔터테인먼트,D,11/16/2016,autumn,개봉영화,장편,일본,130,544846000.0,75704,158050000,20943,애니메이션,12세이상관람가,일반영화,0.0,"무라세 아유무,이시카와 카이토,히노 사토시",89,9.196078431,306,2016,0,1,1,0,1,0,0,11.234586278188068
360,언더월드: 블러드 워,안나 포에스터,유니버설픽쳐스인터내셔널 코리아(유),B,11/30/2016,autumn,개봉영화,장편,미국,183,567567100.0,72071,159452300,19859,액션,15세이상관람가,일반영화,4.75,"케이트 베킨세일,테오 제임스,토비어스 멘지스",91,0.0,0,2016,0,1,1,709771,1,0,4,11.185407023221142
361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,와이드 릴리즈(주),D,9/28/2016,autumn,개봉영화,장편,영국,164,420233500.0,69881,101644500,16874,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",57,8.575268817000001,186,2016,0,1,1,25150865,1,0,19,11.154549074391738
362,세상에서 고양이가 사라진다면,나가이 아키라,(주)크리픽쳐스,D,11/9/2016,autumn,개봉영화,장편,일본,175,497645200.0,69586,183328500,24986,드라마,12세이상관람가,독립/예술영화,5.9,"사토 타케루,미야자키 아오이",103,9.466666667,15,2016,0,1,0,225999,1,0,3,11.150318676663964
363,어카운턴트,개빈 오코너,워너브러더스 코리아(주),B,10/13/2016,autumn,개봉영화,장편,미국,375,548544928.0,69529,200958628,24813,액션,15세이상관람가,일반영화,4.0,"벤 애플렉,안나 켄드릭,J.K. 시몬스",127,8.1,70,2016,0,0,0,5563144,1,0,7,11.149499210708608
364,이퀄스,드레이크 도리머스,씨네그루(주)키다리이엔티,B,8/31/2016,summer,개봉영화,장편,미국,357,519932300.0,68897,187674000,23942,드라마,15세이상관람가,일반영화,6.79,"크리스틴 스튜어트,니콜라스 홀트",101,8.100628931000001,159,2016,4088,1,0,6314983,1,1,8,11.1403679146895
365,아이엠스타 뮤직어워드,와타다 신야,씨제이이앤엠(주),A,9/14/2016,autumn,개봉영화,장편,일본,358,455696500.0,67027,93175000,13395,애니메이션,전체관람가,일반영화,4.67,"정유정,김새해,김영은",56,7.730263158,152,2016,0,1,0,400352,1,0,2,11.112850802271053
366,올레,채두병,"(주)대명문화공장,(주)리틀빅픽쳐스",D,8/25/2016,summer,개봉영화,장편,한국,338,522938900.0,66883,139416000,17318,드라마,15세이상관람가,일반영화,4.42,"신하균,박희순,오만석",103,8.603174603,126,2016,0,0,0,3824966,1,0,4,11.110700103211892
367,리틀메딕: 몸속탐험대,피터 클라릿지,(주)팝엔터테인먼트,D,11/24/2016,autumn,개봉영화,장편,기타,291,515053700.0,66562,96544900,11585,애니메이션,전체관람가,독립/예술영화,0.0,-,75,8.173913042999999,69,2016,0,1,0,0,1,0,0,11.105889123120578
368,선생님의 일기,니티왓 다라톤,"(주)드림팩트엔터테인먼트,(주)미로스페이스",D,11/2/2016,autumn,개봉영화,장편,기타,163,461032900.0,66314,140191400,19833,멜로/로맨스,12세이상관람가,독립/예술영화,6.2,"레일라 분야삭,비 스크릿 위셋케우",110,9.0,1,2016,0,0,0,0,1,0,0,11.102156315270157
369,데몰리션,장 마크 발레,(주)리틀빅픽쳐스,D,7/13/2016,summer,개봉영화,장편,미국,198,533506821.0,65145,307424321,36499,드라마,청소년관람불가,독립/예술영화,6.78,"제이크 질렌할,나오미 왓츠,크리스 쿠퍼",100,8.258064516000001,93,2016,152128,0,0,1252514,1,2,11,11.084370833637031
370,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,나카자와 쇼지로,(주)넥스트엔터테인먼트월드(NEW),C,11/3/2016,autumn,개봉영화,장편,일본,406,497324800.0,63800,98695300,11896,액션,전체관람가,일반영화,0.0,"니시카와 슌스케,마츠모토 가쿠,나카무라 카이토",60,8.42,100,2016,0,1,1,0,1,0,0,11.06350846933288
371,두 남자,이성태,씨네그루(주)키다리이엔티,B,11/30/2016,autumn,개봉영화,장편,한국,397,459566121.0,60365,164888821,21095,범죄,청소년관람불가,일반영화,5.44,"마동석,최민호",91,7.733333332999999,90,2016,0,0,0,25085170,1,0,10,11.008164745766488
372,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,(주)넥스트엔터테인먼트월드(NEW),C,12/21/2016,winter,개봉영화,장편,일본,282,453920100.0,59147,106368900,12969,애니메이션,전체관람가,일반영화,0.0,"채민지,김정아,최낙윤",103,8.975806452,124,2016,166092,1,1,1611,1,1,2,10.987781149608049
373,백설공주 : 사라진 아빠를 찾아서,벤 차오,예지림엔터테인먼트,D,9/29/2016,autumn,개봉영화,장편,기타,213,425994300.0,55355,70551700,8438,애니메이션,전체관람가,독립/예술영화,0.0,"이제인,사문영,박상훈",76,7.565217391,46,2016,0,1,0,174851,1,0,4,10.921522268293566
374,그물,김기덕,(주)넥스트엔터테인먼트월드(NEW),C,10/6/2016,autumn,개봉영화,장편,한국,381,416593300.0,55342,112920600,14136,드라마,15세이상관람가,독립/예술영화,7.25,"류승범,이원근,김영민",114,8.276595745,94,2016,44881,0,0,13255412,1,2,9,10.921287392911944
375,순종,"김동민,이주훈","(재)CBS,(주)영화사 안다미로",C,11/17/2016,autumn,개봉영화,장편,한국,104,382422200.0,54144,98656600,12528,다큐멘터리,전체관람가,독립/예술영화,5.0,"김영화,김은혜,한성국",88,9.636363636,11,2016,0,1,0,423026,2,0,1,10.899402442965895
376,"나, 다니엘 블레이크",켄 로치,(주)영화사 진진,D,12/8/2016,winter,개봉영화,장편,영국,63,420708100.0,53018,269812700,33050,드라마,12세이상관람가,독립/예술영화,8.4,"데이브 존스,헤일리 스콰이어",100,9.352941176,102,2016,26112,1,0,0,1,2,0,10.878386757517054
377,공조,김성훈A,씨제이이앤엠(주),A,1/18/2017,winter,개봉영화,장편,한국,976,63781731326.0,7817446,14672808676,1744624,액션,15세이상관람가,일반영화,5.0,"현빈,유해진,김주혁",125,8.89084507,1988,2017,0,0,0,34249625,1,0,12,15.871868460711127
378,더 킹,한재림,(주)넥스트엔터테인먼트월드(NEW),C,1/18/2017,winter,개봉영화,장편,한국,1310,43486078535.0,5316325,11144618435,1318493,범죄,15세이상관람가,일반영화,6.83,"조인성,정우성,배성우",134,8.511759172,3189,2017,0,0,0,36041631,1,0,18,15.486292833139158
379,미녀와 야수,빌 콘돈,월트디즈니컴퍼니코리아 유한책임회사,B,3/16/2017,spring,개봉영화,장편,미국,1627,42130589579.0,5137993,13177630229,1531839,멜로/로맨스,전체관람가,일반영화,7.0,"엠마 왓슨,댄 스티븐스,루크 에반스",129,9.115556883,3349,2017,6499,1,0,3170909,1,1,4,15.452173094253217
380,분노의 질주: 더 익스트림,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아(유),B,4/12/2017,spring,개봉영화,장편,미국,1469,29981156348.0,3653238,7936210998,932027,액션,15세이상관람가,일반영화,6.0,"빈 디젤,드웨인 존슨,샤를리즈 테론",136,9.318847656,2048,2017,48844,0,1,12336524,1,1,12,15.111124455585045
381,미이라,알렉스 커츠먼,유니버설픽쳐스인터내셔널 코리아(유),B,6/6/2017,summer,개봉영화,장편,미국,1257,30036990078.0,3628949,7718603628,892635,액션,15세이상관람가,일반영화,5.71,"톰 크루즈,소피아 부텔라,애나벨 월리스",110,7.626346312999999,1207,2017,0,0,0,13209563,1,0,5,15.104453632638204
382,너의 이름은.,신카이 마코토,메가박스중앙(주)플러스엠,A,1/4/2017,winter,개봉영화,장편,일본,947,29082113856.0,3616250,9276961556,1116354,애니메이션,12세이상관람가,일반영화,7.55,"카미키 류노스케,카미시라이시 모네",106,9.215101193999999,3854,2017,0,0,0,2966,1,0,2,15.100948135272482
383,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",월트디즈니컴퍼니코리아 유한책임회사,B,5/24/2017,spring,개봉영화,장편,미국,1357,24937474622.0,3045449,7181019322,836949,액션,12세이상관람가,일반영화,5.2,"조니 뎁,하비에르 바르뎀,제프리 러쉬",129,8.604651163,860,2017,0,0,1,1747867,2,0,6,14.929158903099744
384,프리즌,나현,(주)쇼박스,C,3/23/2017,spring,개봉영화,장편,한국,1047,23790276987.0,2931897,5681060637,679455,범죄,청소년관람불가,일반영화,6.0,"한석규,김래원,강신일",125,8.341040462,2076,2017,0,0,0,2362027,1,0,2,14.891160211767254
385,가디언즈 오브 갤럭시 VOL. 2,제임스 건,월트디즈니컴퍼니코리아 유한책임회사,B,5/3/2017,spring,개봉영화,장편,미국,1218,23452674686.0,2735719,7669006186,854131,액션,12세이상관람가,일반영화,6.25,"크리스 프랫,조 샐다나,데이브 바티스타",136,9.062323745,3546,2017,1311190,1,1,10596070,1,1,9,14.821904847771728
386,보안관,김형주,롯데쇼핑㈜롯데엔터테인먼트,A,5/3/2017,spring,개봉영화,장편,한국,1091,20693290509.0,2570874,4093422209,491530,범죄,15세이상관람가,일반영화,5.89,"이성민,조진웅,김성균",115,8.391095591000001,2291,2017,2097,0,0,66981724,1,1,20,14.759756476879058
387,조작된 도시,박광현,씨제이이앤엠(주),A,2/9/2017,winter,개봉영화,장편,한국,1019,20119979587.0,2512572,4696743687,564486,범죄,15세이상관람가,일반영화,5.22,"지창욱,심은경,안재홍",126,8.580476467,1721,2017,0,0,0,15318879,1,0,11,14.73681748765529
388,보스 베이비,톰 맥그라스,씨제이이앤엠(주),A,5/3/2017,spring,개봉영화,장편,미국,1116,18898606204.0,2447246,4724943504,582820,애니메이션,전체관람가,일반영화,5.2,알렉 볼드윈,97,8.871711595,3079,2017,0,1,0,6237547,1,0,3,14.71047386863465
389,재심,김태윤,"오퍼스픽쳐스(유),CGV아트하우스",D,2/15/2017,winter,개봉영화,장편,한국,935,19263100637.0,2420729,4569982837,555767,드라마,15세이상관람가,일반영화,6.0,"정우,강하늘,김해숙",119,8.796284433,1561,2017,489409,1,0,32035227,1,1,11,14.699579292438731
