,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud
759,주먹왕 랄프 2: 인터넷 속으로,리치 무어,월트디즈니컴퍼니코리아 유한책임회사,B,1/3/2019,winter,개봉영화,장편,미국,1453,13877029723.0,1754375,3619852653,429885,애니메이션,전체관람가,일반영화,7.25,"존 C. 라일리,사라 실버맨,제인 린치",112,8.977810651,676,2019,4703245,1,0,0,1,1,0,14.377623226098285
760,걸캅스,정다원,씨제이이앤엠(주),A,5/9/2019,spring,개봉영화,장편,한국,973,13768755134.0,1624364,3194880954,367934,코미디,15세이상관람가,일반영화,5.17,"라미란,이성경",107,9.164383562000001,365,2019,1087,0,0,10436160,1,1,7,14.300626912519641
761,드래곤 길들이기 3,딘 데블로이스,유니버설픽쳐스인터내셔널 코리아(유),B,1/30/2019,winter,개봉영화,장편,미국,971,12340610576.0,1506942,3246170416,369678,애니메이션,전체관람가,일반영화,6.71,"제이 바루첼,아메리카 페레라,케이트 블란쳇",104,9.28358209,737,2019,0,1,1,6746558,1,0,8,14.225592989807602
762,어스,조던 필,유니버설픽쳐스인터내셔널 코리아(유),B,3/27/2019,spring,개봉영화,장편,미국,1132,12586771104.0,1475087,4105738924,463806,공포,15세이상관람가,일반영화,7.22,"루피타 뇽,윈스턴 듀크,엘리자베스 모스",116,7.808024378,1969,2019,2128572,0,0,14056779,1,1,5,14.204227529067474
763,나의 특별한 형제,육상효,(주)넥스트엔터테인먼트월드(NEW),C,5/1/2019,spring,개봉영화,장편,한국,936,11808549574.0,1437648,2225446104,263248,드라마,12세이상관람가,일반영화,6.44,"신하균,이광수A,이솜",114,9.287037037000001,432,2019,0,0,0,4517971,1,0,7,14.178519002875722
764,생일,이종언,(주)넥스트엔터테인먼트월드(NEW),C,4/3/2019,spring,개봉영화,장편,한국,862,9786575840.0,1186283,1958959300,230586,드라마,전체관람가,일반영화,6.89,"설경구,전도연",120,9.017738358999999,451,2019,0,0,0,5634765,1,0,5,13.986335447275927
765,항거:유관순 이야기,조민호,롯데컬처웍스(주)롯데엔터테인먼트,A,2/27/2019,winter,개봉영화,장편,한국,1094,9289243101.0,1157583,2042776641,247837,드라마,12세이상관람가,독립/예술영화,6.2,"고아성,김새벽,김예은",105,9.42996988,1328,2019,0,0,1,7231218,1,0,9,13.961844768635254
766,롱 리브 더 킹: 목포 영웅,강윤성,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",A,6/19/2019,summer,개봉영화,장편,한국,965,8679242160.0,1022790,1556881260,180353,액션,15세이상관람가,일반영화,5.0,"김래원,원진아,진선규",118,8.774712644,435,2019,0,0,1,17434982,1,0,7,13.838044745268855
767,엑스맨: 다크 피닉스,사이먼 킨버그,이십세기폭스코리아(주),B,6/5/2019,summer,개봉영화,장편,미국,991,7644198640.0,862203,2170299420,227023,액션,12세이상관람가,일반영화,5.67,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스",114,7.934210526,456,2019,0,1,1,12893666,1,0,17,13.667246020760238
768,맨 인 블랙: 인터내셔널,F. 게리 그레이,롯데컬처웍스(주)롯데엔터테인먼트,A,6/12/2019,summer,개봉영화,장편,미국,1151,7406282720.0,843703,2154318570,234952,액션,12세이상관람가,일반영화,4.86,"크리스 헴스워스,테사 톰슨",115,7.0083333329999995,240,2019,3653238,1,0,22094465,1,1,7,13.645555815913664
769,뽀로로 극장판 보물섬 대모험,"김현호,윤창섭,김현호",(주)넥스트엔터테인먼트월드(NEW),C,4/25/2019,spring,개봉영화,장편,한국,736,5879651200.0,765595,1015766870,126750,애니메이션,전체관람가,일반영화,7.0,"이선,이미자,김현지",79,9.384236453,1421,2019,1541602,1,1,3727533,3,2,8,13.548408588274059
770,명탐정 피카츄,롭 레터맨,워너브러더스 코리아(주),B,5/9/2019,spring,개봉영화,장편,미국,817,5730788546.0,686809,1767248906,201613,액션,전체관람가,일반영화,5.5,"라이언 레이놀즈,저스티스 스미스",104,8.777777777999999,216,2019,297356,0,1,14444527,1,1,6,13.439811512171199
771,존 윅 3: 파라벨룸,채드 스타헬스키,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",D,6/26/2019,summer,개봉영화,장편,미국,849,5789036442.0,676161,1763992132,201523,액션,청소년관람불가,일반영화,6.88,키아누 리브스,131,8.647260274,584,2019,276389,1,0,278182,1,2,2,13.424186492348632
772,샤잠!,데이비드 F. 샌드버그,워너브러더스 코리아(주),B,4/3/2019,spring,개봉영화,장편,미국,1148,5730673797.0,656492,1794508367,196571,액션,12세이상관람가,일반영화,5.71,"제커리 레비,애셔 앤젤",132,7.795144157999999,659,2019,3045350,0,1,0,1,2,0,13.394665786816772
773,극장판 헬로카봇: 옴파로스 섬의 비밀,"최신규,김진철",(주)넥스트엔터테인먼트월드(NEW),C,1/31/2019,winter,개봉영화,장편,한국,752,4485905140.0,575353,724293890,88888,애니메이션,전체관람가,일반영화,7.0,"이지현,김용준",78,9.02443609,1064,2019,1749934,1,1,2360055,2,2,9,13.262739044455444
774,이스케이프 룸,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,3/14/2019,spring,개봉영화,장편,미국,850,5007420664.0,563114,1360092834,149452,액션,15세이상관람가,일반영화,5.33,"테일러 러셀,로건 밀러,제이 엘리스",100,7.986870897,457,2019,554556,0,0,0,1,2,0,13.241237373302674
775,글래스,M. 나이트 샤말란,월트디즈니컴퍼니코리아 유한책임회사,B,1/17/2019,winter,개봉영화,장편,미국,837,4277452982.0,466475,1422916782,148074,드라마,15세이상관람가,일반영화,6.33,"제임스 맥어보이,브루스 윌리스,사무엘L.잭슨",129,8.128630705,482,2019,1675798,1,0,4871847,1,1,8,13.05295970726545
776,그린 북,피터 패럴리,CGV아트하우스,A,1/9/2019,winter,개봉영화,장편,미국,398,3603142560.0,429719,1945517390,229889,드라마,12세이상관람가,독립/예술영화,7.29,"비고 모텐슨,마허샬라 알리",130,9.523364486,214,2019,0,0,0,747565,1,0,5,12.970886785681056
777,장난스런 키스,프랭키 첸,"오드,(주)홈초이스",D,3/27/2019,spring,개봉영화,장편,기타,532,3501463050.0,428009,955732990,112053,멜로/로맨스,12세이상관람가,독립/예술영화,4.75,"왕대륙,임윤",122,8.566666667,240,2019,405792,0,0,8353,1,1,2,12.966899502380231
778,해피 데스데이 2 유,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),B,2/14/2019,winter,개봉영화,장편,미국,657,3437809200.0,412850,942294620,110636,공포,15세이상관람가,일반영화,6.0,"제시카 로테,이스라엘 브로우사드,피 부",100,8.399491094,393,2019,1382480,1,0,0,1,1,0,12.930839609845574
779,극장판 공룡메카드: 타이니소어의 섬,"최신규,유재운",(주)넥스트엔터테인먼트월드(NEW),C,1/10/2019,winter,개봉영화,장편,한국,763,3140214420.0,410131,535720640,66881,애니메이션,전체관람가,일반영화,5.0,"김서영,엄상현,안현서",70,9.18728223,1148,2019,874967,0,1,5043092,2,1,26,12.92423189984246
780,고질라: 킹 오브 몬스터,마이클 도허티,워너브러더스 코리아(주),B,5/29/2019,spring,개봉영화,장편,미국,923,3074785318.0,357902,859461348,87659,액션,12세이상관람가,일반영화,5.2,"밀리 바비 브라운,베라 파미가,카일 챈들러",132,8.111111111,288,2019,0,1,1,3043276,1,0,5,12.788014484891619
781,덤보,팀 버튼,월트디즈니컴퍼니코리아 유한책임회사,B,3/27/2019,spring,개봉영화,장편,미국,797,2775096512.0,345521,907932642,105909,판타지,전체관람가,일반영화,6.0,"콜린 파렐,마이클 키튼,대니 드비토",111,9.252129472,587,2019,2718158,0,1,5273357,1,1,5,12.752808701818864
782,헬보이,닐 마샬,메가박스중앙(주)플러스엠,A,4/10/2019,spring,개봉영화,장편,미국,726,2776406321.0,323098,767125181,86763,액션,청소년관람불가,일반영화,5.4,"데이빗 하버,밀라 요보비치",121,7.951807229,415,2019,0,0,1,785488,1,0,3,12.685710961759385
783,미성년,김윤석,(주)쇼박스,C,4/11/2019,spring,개봉영화,장편,한국,673,2493769950.0,293258,856799740,98387,드라마,15세이상관람가,일반영화,7.15,"염정아,김소진,김혜준",96,8.418181817999999,220,2019,0,0,0,24598146,1,0,10,12.588808046621025
784,애나벨 집으로,게리 도버먼,워너브러더스 코리아(주),B,6/26/2019,summer,개봉영화,장편,미국,653,2439165690.0,291328,585053120,67500,공포,15세이상관람가,일반영화,4.0,"패트릭 윌슨,베라 파미가,맥케나 그레이스",106,7.5,166,2019,0,1,0,7547746,1,0,7,12.582205059165839
785,배심원들,홍승완,CGV아트하우스,A,5/15/2019,spring,개봉영화,장편,한국,784,2296829090.0,287141,724211930,86835,드라마,12세이상관람가,일반영화,6.67,"문소리,박형식",114,9.25,96,2019,0,0,0,5516923,1,0,6,12.567728663297338
786,신데렐라:마법 반지의 비밀,린 사우더랜드,예지림엔터테인먼트,D,2/20/2019,winter,개봉영화,장편,미국,575,2113630240.0,284755,367881020,47386,애니메이션,전체관람가,일반영화,4.0,"사문영,김혜성,남도형",87,7.67755102,245,2019,0,0,1,2162142,1,0,20,12.559384440417778
787,악질경찰,이정범,워너브러더스 코리아(주),B,3/20/2019,spring,개봉영화,장편,한국,833,2256615278.0,262233,543947088,61930,범죄,청소년관람불가,일반영화,4.29,"이선균,전소니,박해준",127,7.281081081,185,2019,0,0,0,9107127,1,0,7,12.476988700515838
788,기묘한 가족,이민재,메가박스중앙(주)플러스엠,A,2/13/2019,winter,개봉영화,장편,한국,625,2062904275.0,256202,465060345,56391,코미디,12세이상관람가,일반영화,5.71,"정재영,김남길,엄지원",112,7.695431472,197,2019,0,0,0,2951300,1,0,5,12.45372147481555
789,메리 포핀스 리턴즈,롭 마샬,월트디즈니컴퍼니코리아 유한책임회사,B,2/14/2019,winter,개봉영화,장편,미국,573,1816281960.0,224160,816286900,97070,판타지,전체관람가,일반영화,6.67,"에밀리 블런트,린-마누엘 미란다,벤 위쇼",130,8.70212766,282,2019,0,1,1,1555641,1,0,6,12.320115361570833
790,요로나의 저주,마이클 차베즈,워너브러더스 코리아(주),B,4/17/2019,spring,개봉영화,장편,미국,620,1784935221.0,202756,488301731,53881,공포,15세이상관람가,일반영화,4.0,린다 카델리니,93,7.94,200,2019,0,0,0,0,1,0,0,12.219758564634738
791,어린 의뢰인,장규성,롯데컬처웍스(주)롯데엔터테인먼트,A,5/22/2019,spring,개봉영화,장편,한국,671,1627412600.0,197612,384417140,44966,드라마,12세이상관람가,일반영화,5.25,"이동휘,유선,최명빈",114,9.232876712000001,73,2019,0,0,1,12316190,1,0,5,12.194060791196929
792,언니,임경택,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,1/1/2019,winter,개봉영화,장편,한국,530,1746373250.0,197134,360066100,40427,액션,청소년관람불가,일반영화,4.0,"이시영,박세완,이준혁",94,7.344537815,119,2019,0,0,0,33663991,1,0,12,12.19163897953257
793,언더독,"오성윤,이춘백",(주)넥스트엔터테인먼트월드(NEW),C,1/16/2019,winter,개봉영화,장편,한국,612,1485934830.0,193484,420191450,50913,애니메이션,전체관람가,일반영화,7.0,"디오,박소담,박철민",102,9.472222222000001,216,2019,0,0,0,5115062,2,0,10,12.172950100694687
794,천로역정: 천국을 찾아서,로버트 페르난데스,"(재)CBS,주식회사 마운틴픽쳐스",C,6/13/2019,summer,개봉영화,장편,미국,381,1463645360.0,191580,278003110,34518,애니메이션,전체관람가,독립/예술영화,5.0,"존 라이스 데이비스,벤 프라이스",113,9.551020408,49,2019,0,0,1,93547,1,0,3,12.163060754936883
795,우상,이수진,CGV아트하우스,A,3/20/2019,spring,개봉영화,장편,한국,900,1581839728.0,183784,534386118,59765,스릴러,15세이상관람가,일반영화,5.63,"한석규,설경구,천우희",144,6.683823529,136,2019,0,0,0,13630605,1,0,9,12.121516433972007
796,비스트,이정호,(주)넥스트엔터테인먼트월드(NEW),C,6/26/2019,summer,개봉영화,장편,한국,737,1400766040.0,177340,342474410,41565,범죄,15세이상관람가,일반영화,4.57,"이성민,유재명,전혜진",130,8.491150442,226,2019,0,0,1,28518555,1,0,18,12.085824072933997
797,자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,B,2/27/2019,winter,개봉영화,장편,한국,624,1304861670.0,172212,349815310,44630,드라마,12세이상관람가,일반영화,4.17,"비,강소라,이범수",116,7.547169811,159,2019,0,0,1,108829,1,0,3,12.056481554958932
798,더 페이버릿: 여왕의 여자,요르고스 란티모스,이십세기폭스코리아(주),B,2/21/2019,winter,개봉영화,장편,미국,83,1380191276.0,164372,831098346,97482,드라마,15세이상관람가,독립/예술영화,8.2,"올리비아 콜맨,엠마 스톤,레이첼 와이즈",119,8.874193548,310,2019,58185,0,0,2602584,1,1,5,12.009887430797045
799,가버나움,나딘 라바키,"그린나래미디어(주),플레이리스트(주)",D,1/24/2019,winter,개봉영화,장편,기타,111,1179372219.0,142065,685177439,79905,드라마,15세이상관람가,독립/예술영화,7.33,"자인 알 라피아,요르다노스 시프로우",126,9.568181818,220,2019,0,0,0,0,1,0,0,11.86403997832831
800,0.0MHz,유선동,(주)스마일이엔티,D,5/29/2019,spring,개봉영화,장편,한국,446,1088258860.0,137294,213889040,25604,공포,15세이상관람가,일반영화,3.33,"정은지,이성열,최윤영",102,7.423728813999999,59,2019,0,0,0,0,1,0,0,11.829879890874025
801,바이스,아담 맥케이,(주)콘텐츠판다,D,4/11/2019,spring,개봉영화,장편,미국,241,1144142384.0,134925,540292584,63132,드라마,15세이상관람가,독립/예술영화,7.0,크리스찬 베일,132,8.921052632,38,2019,446664,0,1,476018,1,1,2,11.812474347486843
802,명탐정 코난:전율의 악보,야마모토 야스이치로,씨제이이앤엠(주),A,2/14/2019,winter,개봉영화,장편,일본,213,890692400.0,116059,172835800,22143,애니메이션,12세이상관람가,일반영화,6.0,"타카야마 미나미,야마자키 와카나,쿠와시마 호우코",116,0.0,0,2019,370636,1,1,1275144,1,2,4,11.661853961474497
803,미래의 미라이,호소다 마모루,메가박스중앙(주)플러스엠,A,1/16/2019,winter,개봉영화,장편,일본,508,850022957.0,104950,287591737,34117,애니메이션,전체관람가,일반영화,6.5,"카미시라이시 모카,쿠로키 하루",98,7.4,135,2019,0,0,0,0,1,0,0,11.56123932524878
804,로켓맨,덱스터 플레처,롯데컬처웍스(주)롯데엔터테인먼트,A,6/5/2019,summer,개봉영화,장편,영국,640,898067163.0,104408,412628773,46681,드라마,15세이상관람가,일반영화,6.8,태런 에저튼,121,9.315217391000001,92,2019,214003,0,1,5444088,1,1,3,11.556061579847363
805,공포의 묘지,"케빈 콜쉬,데니스 위드미어",롯데컬처웍스(주)롯데엔터테인먼트,A,4/10/2019,spring,개봉영화,장편,미국,564,894409836.0,102826,229300496,25629,공포,15세이상관람가,일반영화,6.0,"제이슨 클락,존 리스고,에이미 세이메츠",101,6.3555555560000005,90,2019,0,1,0,716466,2,0,3,11.540793518312702
806,크게 될 놈,강지은,(주)영화사오원,D,4/18/2019,spring,개봉영화,장편,한국,447,780915420.0,102223,146506530,18392,드라마,15세이상관람가,일반영화,4.5,"김해숙,손호준",108,9.176923077,130,2019,0,0,0,11453182,1,0,4,11.53491198035571
807,콜드 체이싱,한스 페터 몰란트,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,2/20/2019,winter,개봉영화,장편,영국,480,777401607.0,101694,247473807,30216,액션,15세이상관람가,독립/예술영화,7.5,"리암 니슨,톰 베이트먼",118,7.278688525,61,2019,0,0,0,495703,1,0,4,11.52972358324611
808,라스트 미션,클린트 이스트우드,워너브러더스 코리아(주),B,3/14/2019,spring,개봉영화,장편,미국,472,835560639.0,101293,309786489,37554,드라마,15세이상관람가,일반영화,7.2,"클린트 이스트우드,타이사 파미가,브래들리 쿠퍼",116,8.966666667,120,2019,627102,0,0,15604465,1,1,5,11.52577258617096
809,아이 엠 마더,피에르 모렐,"(주)삼백상회,(주)팬엔터테인먼트",D,4/11/2019,spring,개봉영화,장편,미국,213,774580700.0,94119,264289600,32731,액션,15세이상관람가,일반영화,5.25,제니퍼 가너,102,8.492537313,67,2019,34,0,0,40677,1,1,2,11.452315218050474
810,파이브 피트,저스틴 밸도니,"(주)누리픽쳐스,케이티하이텔(주)",D,4/10/2019,spring,개봉영화,장편,미국,457,805051420.0,92713,318561630,35861,드라마,15세이상관람가,일반영화,5.0,"헤일리 루 리차드슨,콜 스프로즈",116,9.013333333,75,2019,0,0,0,1695798,1,0,2,11.437263979046316
811,교회오빠,이호경,커넥트픽쳐스(주),D,5/16/2019,spring,개봉영화,장편,한국,200,741940650.0,92043,245446220,29474,다큐멘터리,전체관람가,독립/예술영화,0.0,"이관희,오은주,이소연",85,9.894736842,38,2019,0,0,0,0,1,0,0,11.430011138142232
812,구스 베이비,크리스토퍼 젠킨스,(주)이수C&E,B,1/16/2019,winter,개봉영화,장편,미국,424,652090360.0,91430,110715900,14539,애니메이션,전체관람가,일반영화,5.0,"전현무,유아,박성광",89,9.05952381,84,2019,0,0,0,0,1,0,0,11.423328931158473
813,레고 무비2,마이크 미첼,워너브러더스 코리아(주),B,2/6/2019,winter,개봉영화,장편,미국,442,680374040.0,88105,182185020,22018,애니메이션,전체관람가,일반영화,6.25,"크리스 프랫,엘리자베스 뱅크스,윌 아넷",107,8.767295597,159,2019,675966,1,1,21007861,1,1,8,11.386284564002832
814,그대 이름은 장미,조석현,(주)리틀빅픽쳐스,D,1/16/2019,winter,개봉영화,장편,한국,540,735782970.0,88054,231834480,26485,코미디,12세이상관람가,일반영화,6.5,"유호정,박성웅,오정세",126,7.847457627000001,59,2019,0,0,0,12848413,1,0,7,11.385705541626173
815,"어쩌다, 결혼","박호찬,박수진",CGV아트하우스,A,2/27/2019,winter,개봉영화,장편,한국,529,586584249.0,76746,183109419,22596,멜로/로맨스,12세이상관람가,독립/예술영화,4.5,"김동욱,고성희",87,7.578947368,76,2019,0,0,0,23465294,2,0,3,11.248256546827449
816,호텔 뭄바이,앤소니 마라스,"글뫼 주식회사,(주)에스와이코마드",D,5/8/2019,spring,개봉영화,장편,기타,207,599904700.0,72950,242021000,29325,스릴러,15세이상관람가,독립/예술영화,6.2,"데브 파텔,아미 해머,나자닌 보니아디",123,9.0,26,2019,0,0,1,771328,1,0,6,11.197529553950933
817,로망,이창근,(주)메리크리스마스,D,4/3/2019,spring,개봉영화,장편,한국,405,525645400.0,72412,134919660,18197,멜로/로맨스,전체관람가,독립/예술영화,5.5,"이순재,정영숙,조한철",112,8.960784314,51,2019,0,0,0,16315859,1,0,6,11.190127310495834
818,사탄의 인형,라스 클리브버그,(주)이수C&E,B,6/20/2019,summer,개봉영화,장편,미국,465,540507290.0,58221,158649500,16706,공포,청소년관람불가,일반영화,4.0,"가브리엘 베이트먼,마크 해밀,오브리 플라자",90,6.75862069,29,2019,0,1,0,2061554,1,0,3,10.972001393380205
819,1919 유관순,신상민,"주식회사 마운틴픽쳐스,케이티하이텔(주)",D,3/14/2019,spring,개봉영화,장편,한국,269,476403410.0,57509,149568860,17413,다큐멘터리,12세이상관람가,독립/예술영화,3.0,"이새봄,양윤희,김나니",79,8.3125,16,2019,0,0,1,0,1,0,0,10.959696736276323
820,왓칭,김성기,(주)리틀빅픽쳐스,D,4/17/2019,spring,개봉영화,장편,한국,488,456558262.0,54410,100830552,11564,공포,15세이상관람가,일반영화,4.0,"강예원,이학주",97,8.348623853,109,2019,0,0,1,3927753,1,0,7,10.90430323947997
821,콜레트,워시 웨스트모어랜드,"(주)넥스트엔터테인먼트월드(NEW),(주)팬엔터테인먼트",C,3/27/2019,spring,개봉영화,장편,영국,169,409004989.0,51149,248891499,30789,드라마,15세이상관람가,독립/예술영화,6.0,"키이라 나이틀리,도미닉 웨스트",112,8.773109244,119,2019,0,0,0,1081420,1,0,4,10.842498220846531
822,빅샤크2: 해저2만리,신우,와이드 릴리즈(주),D,6/6/2019,summer,개봉영화,장편,기타,344,368207920.0,51065,41575060,5105,애니메이션,전체관람가,일반영화,6.0,"장병관,김소희",75,7.958333333,24,2019,14857,1,0,493046,1,1,8,10.8408546100122
823,어글리 돌,캘리 애스버리,판씨네마(주),D,5/1/2019,spring,개봉영화,장편,미국,353,357110870.0,49509,82282540,10570,애니메이션,전체관람가,독립/예술영화,6.0,"켈리 클락슨,닉 조나스,자넬 모네",87,8.942307692,52,2019,427764,0,0,0,1,1,0,10.809909750211677
824,슈퍼미니 2,"토마스 자보,헬레네 지라드",(주)박수엔터테인먼트,D,2/27/2019,winter,개봉영화,장편,프랑스,345,374780620.0,48942,96127960,11784,애니메이션,전체관람가,일반영화,7.67,"브루노 살로몬,티에리 프레몽",92,7.5,38,2019,0,1,0,0,2,0,0,10.798391202528636
825,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,스도 토모노리,(주)애니플러스,C,3/21/2019,spring,개봉영화,장편,일본,94,397411880.0,45157,179118880,19707,애니메이션,15세이상관람가,독립/예술영화,0.0,"스기야마 노리아키,시타야 노리코,카미야 히로시",117,9.460843373,332,2019,42413,1,1,261148,1,1,9,10.717900585587556
826,업사이드,닐 버거,(주)디스테이션,D,6/13/2019,summer,개봉영화,장편,미국,188,361435100.0,42727,143507900,16962,코미디,12세이상관람가,독립/예술영화,5.8,"브라이언 크랜스톤,케빈 하트,니콜 키드먼",126,9.772727273,22,2019,0,0,1,5506710,1,0,11,10.662586317888776
827,쿠르스크,토마스 빈터베르그,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,1/16/2019,winter,개봉영화,장편,기타,192,355683500.0,42484,173141000,21029,드라마,15세이상관람가,일반영화,6.2,"마티아스 쇼에나에츠,콜린 퍼스,레아 세이두",118,9.6,5,2019,4308,0,1,8201844,1,1,6,10.656882813441431
828,일일시호일,오오모리 타츠시,(주)영화사 진진,D,1/17/2019,winter,개봉영화,장편,일본,55,331259019.0,41931,201538669,23841,드라마,12세이상관람가,독립/예술영화,7.0,"키키 키린,쿠로키 하루,타베 미카코",100,8.913580247,162,2019,0,0,0,263748,1,0,2,10.643780689153017
829,더 와이프,비욘 룬게,(주)팝엔터테인먼트,D,2/27/2019,winter,개봉영화,장편,영국,106,319839451.0,41525,190560061,23941,드라마,15세이상관람가,독립/예술영화,6.75,"글렌 클로즈,조나단 프라이스",100,8.453488372,86,2019,0,0,0,913230,1,0,3,10.634050934481495
830,칠곡 가시나들,김재환,"(주)인디플러그,(주)더 피플",D,2/27/2019,winter,개봉영화,장편,한국,138,334601400.0,41448,108432500,12980,다큐멘터리,전체관람가,독립/예술영화,6.6,"박금분,곽두조,강금연",100,9.283018868,53,2019,5605,0,0,0,1,1,0,10.632194908494624
831,몬스터 파크,안드레스 코투리어,(주)박수엔터테인먼트,D,1/23/2019,winter,개봉영화,장편,영국,344,275767940.0,38262,45619200,5733,애니메이션,전체관람가,독립/예술영화,6.0,"릴리 콜린스,토비 켑벨,이안 맥쉐인",86,7.58490566,53,2019,0,0,0,1482585,1,0,3,10.552212515543326
832,세상을 바꾼 변호인,미미 레더,CGV아트하우스,A,6/13/2019,summer,개봉영화,장편,미국,185,301963650.0,38217,159145480,19719,드라마,12세이상관람가,독립/예술영화,5.75,"펠리시티 존스,아미 해머",120,8.846153846,13,2019,0,0,1,2145695,1,0,10,10.551035721777897
833,겨울왕국 2,"크리스 벅,제니퍼 리",월트디즈니컴퍼니코리아 유한책임회사,B,11/21/2019,autumn,개봉영화,장편,미국,2648,111596000000.0,13369087,27828512460,3113579,애니메이션,전체관람가,일반영화,6.75,"크리스틴 벨,이디나 멘젤",103,8.954081633,1764,2019,0,1,0,0,2,0,0,16.408455659536276
834,엑시트,이상근,씨제이이앤엠(주),A,7/31/2019,summer,개봉영화,장편,한국,1660,79232012162.0,9426011,18533549352,2132869,코미디,12세이상관람가,일반영화,7.23,"조정석,윤아",103,9.086271567999999,1333,2019,0,0,0,13812757,1,0,4,16.05898355345007
835,스파이더맨: 파 프롬 홈,존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,7/2/2019,summer,개봉영화,장편,미국,2142,69000711100.0,8020208,18515112400,2051196,액션,12세이상관람가,일반영화,6.56,"톰 홀랜드,사무엘 L. 잭슨,젠다야 콜맨",129,9.073556231,1645,2019,7257973,1,1,41844880,1,1,12,15.897474914668482
836,백두산,"이해준,김병서","씨제이이앤엠(주),(주)덱스터스튜디오",A,12/19/2019,winter,개봉영화,장편,한국,1971,52908739070.0,6290806,11465502430,1318194,어드벤처,12세이상관람가,일반영화,5.67,"이병헌,하정우,마동석",128,7.8446601939999985,1133,2019,0,0,0,84845271,2,0,20,15.654599760372017
837,조커,토드 필립스,워너브러더스 코리아(주),B,10/2/2019,autumn,개봉영화,장편,미국,1418,45380235450.0,5247794,14670413840,1634834,액션,15세이상관람가,일반영화,7.64,호아킨 피닉스,123,9.094818082,1814,2019,0,0,1,64450,1,0,3,15.47331835578686
838,봉오동 전투,"원신연,이영용",(주)쇼박스,C,8/7/2019,summer,개봉영화,장편,한국,1476,40514276538.0,4779501,7782799628,891383,사극,15세이상관람가,일반영화,5.3,"유해진,류준열,조우진",135,9.229327453,907,2019,2659652,0,1,46771727,2,2,20,15.37984670571284
839,라이온 킹,존 파브로,월트디즈니컴퍼니코리아 유한책임회사,B,7/17/2019,summer,개봉영화,장편,미국,1936,41518977430.0,4743184,11620751790,1218042,어드벤처,전체관람가,일반영화,6.0,"도날드 글로버,비욘세,제임스 얼 존스",118,8.668552036,884,2019,2292929,0,1,0,1,1,0,15.37221919811948
840,나쁜 녀석들: 더 무비,손용호,씨제이이앤엠(주),A,9/11/2019,autumn,개봉영화,장편,한국,1511,39560195124.0,4573902,8008441184,905239,범죄,15세이상관람가,일반영화,4.83,"마동석,김상중,김아중",114,8.485527544,1071,2019,0,0,1,43324260,1,0,11,15.33587722788715
841,82년생 김지영,김도영,롯데컬처웍스(주)롯데엔터테인먼트,A,10/23/2019,autumn,개봉영화,장편,한국,1486,30298542310.0,3678156,8396050370,994663,드라마,12세이상관람가,일반영화,6.79,"정유미,공유",118,9.485499463,931,2019,0,0,1,32388174,1,0,8,15.117922097602568
842,분노의 질주: 홉스&쇼,데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),B,8/14/2019,summer,개봉영화,장편,미국,1311,32241767793.0,3657536,7717831533,839251,액션,12세이상관람가,일반영화,6.0,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바",136,9.019567456,971,2019,3938719,1,0,22678454,1,3,13,15.112300254616766
843,가장 보통의 연애,김한결,(주)넥스트엔터테인먼트월드(NEW),C,10/2/2019,autumn,개봉영화,장편,한국,1073,24822316930.0,2917213,6614922790,753953,멜로/로맨스,15세이상관람가,일반영화,6.33,"김래원,공효진",109,8.914076782,547,2019,0,0,0,4485603,1,0,4,14.886139266410272
844,시동,최정열,(주)넥스트엔터테인먼트월드(NEW),C,12/18/2019,winter,개봉영화,장편,한국,1515,21237632100.0,2526118,4649112780,536158,드라마,15세이상관람가,일반영화,6.0,"마동석,박정민,정해인",102,8.919947507,762,2019,189047,0,1,65418081,1,1,26,14.742194294974105
845,블랙머니,정지영,(주)에이스메이커무비웍스,D,11/13/2019,autumn,개봉영화,장편,한국,1117,20744296510.0,2464978,5030225390,578800,범죄,12세이상관람가,일반영화,6.0,"조진웅,이하늬",113,9.10915493,284,2019,0,0,1,24216868,1,0,12,14.71769344046981
