,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
74,상의원,이원석,"(주)영화사비단길,상의원문화산업전문(유)",,"(주)쇼박스,(주)와우픽쳐스",C,12/24/2014,winter,개봉영화,장편,한국,466,908709400.0,113526,290262800,35338,사극,15세이상관람가,일반영화,5.21,"한석규,고수,박신혜",127,7.787072243,526,2014,1183889.0,1 [1],0,0,103352468
75,스틸 앨리스,"리처드 글랫저,워시 웨스트모어랜드",,그린나래미디어(주),그린나래미디어(주),D,4/29/2015,spring,개봉영화,장편,미국,109,856716246.0,111005,479597846,60784,드라마,12세이상관람가,독립/예술영화,6.57,"줄리안 무어,알렉 볼드윈,크리스틴 스튜어트",101,8.342105262999999,76,2015,384164.0,"3 [1, 2]",1,0,69118606
76,더 건맨,피에르 모렐,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,A,4/16/2015,spring,개봉영화,장편,프랑스,349,833910965.0,107441,240106365,30062,액션,청소년관람불가,일반영화,4.58,"숀 펜,하비에르 바르뎀,이드리스 엘바",113,7.086486486,185,2015,201594.0,2 [2],1,0,50419819
77,빌리와 용감한 녀석들 3,척 파워스,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,A,4/30/2015,spring,개봉영화,장편,미국,343,699788600.0,98495,177312700,23652,애니메이션,전체관람가,독립/예술영화,5.0,"엄상현,조현정,숀 애스틴",80,7.263157895,114,2015,98495.0,1 [1],0,0,26941802
78,7번째 아들,세르게이 보드로프,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/11/2015,winter,개봉영화,장편,미국,358,729980451.0,92598,218674251,25546,어드벤처,12세이상관람가,일반영화,5.0,"제프 브리지스,벤 반스,줄리안 무어",102,6.655172414,29,2015,92598.0,1 [1],1,0,56891911
79,포커스,"글렌 피카라,존 레쿼",,워너브러더스 코리아(주),워너브러더스 코리아(주),B,2/26/2015,winter,개봉영화,장편,미국,349,702878700.0,91164,227994000,28313,코미디,15세이상관람가,일반영화,0.0,"윌 스미스,마고 로비,로드리고 산토로",104,7.605263158,38,2015,273492.0,"2 [1, 1]",0,0,42454932
80,심야식당,마츠오카 조지,,(주)엔케이컨텐츠,(주)영화사 진진,D,6/18/2015,summer,개봉영화,장편,일본,180,711908074.0,90416,351932174,43398,드라마,12세이상관람가,독립/예술영화,6.03,"코바야시 카오루,오다기리 죠",120,8.550724638,138,2015,90416.0,1 [1],1,0,180832
81,빅 아이즈,팀 버튼,,판씨네마(주),판씨네마(주),D,1/28/2015,winter,개봉영화,장편,미국,290,651316335.0,85200,333321635,42902,드라마,12세이상관람가,독립/예술영화,7.09,"에이미 아담스,크리스토프 왈츠",105,8.131578947000001,76,2015,6578341.0,3 [3],1,0,45228904
82,와일드,장 마크 발레,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,1/22/2015,winter,개봉영화,장편,미국,58,665271800.0,83334,408810700,50722,드라마,청소년관람불가,독립/예술영화,7.25,"리즈 위더스푼,로라 던,토머스 새도스키",119,8.906976744,43,2015,374270.0,2 [2],1,0,3180396
83,더 이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/28/2015,winter,개봉영화,장편,미국,255,639464500.0,82779,220031900,28526,액션,청소년관람불가,일반영화,6.25,"덴젤 워싱턴,콜로이 모레츠,마튼 초카스",131,8.136363636,22,2015,1966151.0,3 [3],1,0,1417176
84,세인트 빈센트,데오도르 멜피,,(주)메인타이틀픽쳐스,(주)영화사 빅,D,3/5/2015,spring,개봉영화,장편,미국,308,604885528.0,78336,225289928,28351,코미디,12세이상관람가,독립/예술영화,6.19,"빌 머레이,나오미 왓츠,멜리사 맥카시",102,8.275862069,29,2015,605498.0,2 [2],0,0,9761436
85,모데카이,데이빗 코엡,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,D,2/18/2015,winter,개봉영화,장편,미국,290,624513020.0,78070,297995120,36209,액션,15세이상관람가,일반영화,4.65,"조니 뎁,기네스 팰트로,이완 맥그리거",106,8.22556391,133,2015,78070.0,1 [1],1,0,29873061
86,엑스 마키나,알렉스 가랜드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/21/2015,winter,개봉영화,장편,미국,207,629716963.0,78049,316342463,38747,SF,청소년관람불가,일반영화,7.05,"도널 글리슨,알리시아 비칸데르,오스카 아이삭",108,7.290322581,124,2015,78049.0,1 [1],0,0,75790886
87,타임 패러독스,"마이클 스피어리그,피터 스피어이그",,(유)조이앤컨텐츠그룹,(유)조이앤시네마,D,1/7/2015,winter,개봉영화,장편,기타,232,602296908.0,76803,220836608,27156,SF,15세이상관람가,독립/예술영화,6.0,"에단 호크,노아 테일러,사라 스누크",97,7.672131147999999,61,2015,793320.0,"4 [2, 2]",1,0,2212838
88,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,5/28/2015,spring,개봉영화,장편,미국,297,591516497.0,75598,240698797,29268,코미디,15세이상관람가,일반영화,5.75,"안나 켄드릭,헤일리 스테인펠드,레벨 윌슨",114,8.37704918,61,2015,75598.0,1 [1],0,0,12420577
89,위자,스틸즈 화이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,4/16/2015,spring,개봉영화,장편,미국,337,570154035.0,73549,143358035,17902,미스터리,15세이상관람가,일반영화,2.0,"올리비아 쿡,다렌 카가소프,아나 코토",89,6.859375,64,2015,73549.0,1 [1],1,0,17256206
90,기생수 파트2,야마자키 타카시,,판씨네마(주),판씨네마(주),D,5/7/2015,spring,개봉영화,장편,일본,260,502071959.0,62071,162446959,19447,SF,청소년관람불가,일반영화,7.17,"소메타니 쇼타,아베 사다오,후카츠 에리",118,7.8,55,2015,2255313.0,3 [3],1,1,4528571
91,위아영,노아 바움백,,(주)드림웨스트픽쳐스,"(주)브리즈픽처스,(주)영화사오원",D,5/14/2015,spring,개봉영화,장편,미국,235,492955360.0,61664,293821260,35986,코미디,15세이상관람가,독립/예술영화,6.86,"벤 스틸러,나오미 왓츠,아만다 사이프리드",97,7.875,48,2015,140711.0,1 [1],0,0,22194975
92,드래곤 블레이드,이인항,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,A,3/12/2015,spring,개봉영화,장편,기타,264,427722800.0,56547,113013200,14534,액션,15세이상관람가,독립/예술영화,4.33,"성룡,존 쿠삭,애드리언 브로디",133,8.896551724,29,2015,159831.0,1 [1],1,0,3429188
93,나이트 크롤러,댄 길로이,,(주)누리픽쳐스,(주)스톰픽쳐스코리아,D,2/26/2015,winter,개봉영화,장편,미국,233,451041300.0,55892,203599400,24807,범죄,청소년관람불가,독립/예술영화,7.31,제이크 질렌할,117,7.965517241000001,29,2015,55892.0,1 [1],0,0,8371674
94,더 라스트: 나루토 더 무비,코바야시 츠네오,,애니박스 엔터테인먼트,와이드 릴리즈(주),D,2/26/2015,winter,개봉영화,장편,일본,158,391905272.0,52816,112856072,14897,애니메이션,12세이상관람가,독립/예술영화,0.0,"타케우치 준코,나카무라 치에,모리쿠보 쇼타로",114,8.976525822000001,213,2015,52857.0,1 [1],1,1,564426
95,바다 탐험대 옥토넛 스페셜,니키 팰런,,얼리버드,와이드 릴리즈(주),D,2/5/2015,winter,개봉영화,장편,영국,210,383427600.0,51884,84362100,10733,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",70,7.529411765,68,2015,51884.0,1 [1],1,1,26048880
96,엘리노어 릭비: 그 남자 그 여자,네드 벤슨,,(주)드림웨스트픽쳐스,(주)이수C&E,B,4/9/2015,spring,개봉영화,장편,미국,212,375796900.0,46589,207508900,24892,드라마,15세이상관람가,독립/예술영화,6.45,"제임스 맥어보이,제시카 차스테인",122,7.442307692000001,52,2015,65415.0,1 [1],0,1,109775541
97,송 원,케이트 베커-플로이랜드,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,D,4/1/2015,spring,개봉영화,장편,미국,365,343444743.0,46079,130271143,16646,드라마,15세이상관람가,독립/예술영화,5.56,"앤 해서웨이,자니 플린,메리 스틴버겐",88,6.148148148,27,2015,46079.0,1 [1],0,0,89054903
98,한 번 더 해피엔딩,마크 로렌스,,주식회사 더쿱,(주)팝엔터테인먼트,D,4/8/2015,spring,개봉영화,장편,미국,231,348096551.0,45166,162620851,20409,멜로/로맨스,15세이상관람가,독립/예술영화,4.94,"휴 그랜트,마리사 토메이,앨리슨 제니",106,8.047619048,21,2015,45166.0,1 [1],0,0,4621700
99,약장수,조치언,(주)26컴퍼니,,"(주)대명문화공장,(주)나이너스엔터테인먼트",D,4/23/2015,spring,개봉영화,장편,한국,282,313238400.0,43562,94969000,13043,드라마,15세이상관람가,일반영화,5.38,"김인권,박철민,이주실",104,8.734693878,49,2015,43562.0,1 [1],0,0,16015747
100,베테랑,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),A,8/5/2015,summer,개봉영화,장편,한국,1064,105025000000.0,13395400,26766369950,3290366,액션,15세이상관람가,일반영화,7.5,"황정민,유아인,유해진",123,9.259043174,3428,2015,40559524.0,2 [2],0,0,989218538
101,암살,최동훈,(주)케이퍼필름,,(주)쇼박스,C,7/22/2015,summer,개봉영화,장편,한국,1519,98463132781.0,12705700,25306651181,3155960,액션,15세이상관람가,일반영화,6.57,"전지현,이정재,하정우",139,9.101088202,3492,2015,25688878.0,1 [1],0,0,586977495
102,내부자들,우민호,(유)내부자들 문화전문회사,,(주)쇼박스,C,11/19/2015,autumn,개봉영화,장편,한국,1075,56464117657.0,7055074,16275240857,1965368,범죄,청소년관람불가,일반영화,6.63,"이병헌,조승우,백윤식",130,9.0949064,2297,2015,26081050.0,3 [3],1,0,315927301
103,사도,이준익,(주)타이거픽쳐스,,(주)쇼박스,C,9/16/2015,autumn,개봉영화,장편,한국,1210,48842902501.0,6246849,12987928301,1606486,사극,12세이상관람가,일반영화,7.54,"송강호,유아인,문근영",125,8.38952164,1756,2015,5052135.0,4 [4],1,0,283896989
104,미션 임파서블: 로그네이션,크리스토퍼 맥쿼리,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,7/30/2015,summer,개봉영화,장편,미국,1202,48547353607.0,6126488,13751315607,1669524,액션,15세이상관람가,일반영화,7.54,"톰 크루즈,제레미 레너,사이먼 페그",131,8.90956457,2687,2015,19621922.0,2 [2],0,1,192575403
105,검은 사제들,장재현,영화사 집,,씨제이이앤엠(주),A,11/5/2015,autumn,개봉영화,장편,한국,1088,42392797092.0,5440520,11617009792,1428316,미스터리,15세이상관람가,일반영화,6.23,"김윤석,강동원",108,8.584792396000001,1999,2015,7838312.0,2 [2],1,0,363748687
106,히말라야,이석훈,(주)제이케이필름,,씨제이이앤엠(주),A,12/16/2015,winter,개봉영화,장편,한국,1009,39469775448.0,5129409,9308851168,1169945,드라마,12세이상관람가,일반영화,5.63,"황정민,정우",124,8.942040816,1225,2015,17833713.0,1 [1],1,0,423339236
107,인사이드 아웃,피트 닥터,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,7/9/2015,summer,개봉영화,장편,미국,777,38015586936.0,4968687,12814825236,1594626,애니메이션,전체관람가,일반영화,7.88,"에이미 포엘러,필리스 스미스,민디 캘링",102,9.113006397000001,938,2015,4968687.0,1 [1],0,0,14906061
108,마션,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,10/8/2015,autumn,개봉영화,장편,미국,1132,39612764295.0,4875494,12914889095,1509471,액션,12세이상관람가,일반영화,7.91,"맷 데이먼,제시카 차스테인,세바스찬 스탠",144,8.774937343,1995,2015,21424146.0,3 [3],1,0,87204658
109,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/24/2015,autumn,개봉영화,장편,미국,496,28517727148.0,3610564,10023591548,1228195,코미디,12세이상관람가,일반영화,6.25,"앤 해서웨이,로버트 드 니로",121,9.043558851,1079,2015,3610564.0,1 [1],1,0,99470091
110,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,7/2/2015,summer,개봉영화,장편,미국,1113,26546725129.0,3239371,7364611329,852065,액션,15세이상관람가,일반영화,5.81,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크",125,8.123209168999999,1047,2015,6279260.0,1 [1],0,1,53934024
111,앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,9/3/2015,autumn,개봉영화,장편,미국,949,23502249937.0,2839921,7332839937,840337,액션,12세이상관람가,일반영화,7.09,"폴 러드,마이클 더글라스,에반젤린 릴리",117,8.691348402000001,1283,2015,11127668.0,2 [2],1,0,67216268
112,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,12/17/2015,winter,개봉영화,장편,미국,940,24149478540.0,2803234,8142582481,888167,액션,12세이상관람가,일반영화,7.55,"데이지 리들리,존 보예가,오스카 아이삭",135,8.371521036,1545,2015,4393723.0,1 [1],0,1,11150250
113,메이즈 러너: 스코치 트라이얼,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/16/2015,autumn,개봉영화,장편,미국,804,21596946349.0,2744413,5743724849,697898,액션,12세이상관람가,일반영화,6.56,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",132,8.467128028,867,2015,10600985.0,2 [2],1,1,84487869
114,탐정 : 더 비기닝,김정훈,(주)크리픽쳐스,,씨제이이앤엠(주),A,9/24/2015,autumn,개봉영화,장편,한국,764,20463956973.0,2625686,4092941173,504961,코미디,15세이상관람가,일반영화,5.9,"권상우,성동일",120,8.682264151,1325,2015,2625686.0,1 [1],0,0,93679758
115,미니언즈,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/29/2015,summer,개봉영화,장편,미국,792,18997911278.0,2625572,4787634178,630536,애니메이션,전체관람가,일반영화,5.63,"피에르 꼬팽,마이클 키튼,산드라 블록",91,8.239776952,1614,2015,27875256.0,"4 [2, 2]",0,1,65726457
116,뷰티 인사이드,백,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),C,8/20/2015,summer,개봉영화,장편,한국,648,16145401531.0,2053085,5024222431,611117,판타지,12세이상관람가,일반영화,5.47,"한효주,김대명,도지한",127,8.199134199,693,2015,2053085.0,1 [1],1,0,220162448
117,007 스펙터,샘 멘데스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/11/2015,autumn,개봉영화,장편,영국,1105,14301476030.0,1820760,4497382930,548003,액션,15세이상관람가,일반영화,5.69,"다니엘 크레이그,레아 세이두,크리스토프 왈츠",148,7.6290143960000005,903,2015,4196905.0,1 [1],0,1,48939674
118,더 폰,김봉주,(주)미스터로맨스,,(주)넥스트엔터테인먼트월드(NEW),C,10/22/2015,autumn,개봉영화,장편,한국,794,12309164568.0,1593694,2963876068,366753,스릴러,15세이상관람가,일반영화,5.2,"손현주,엄지원,배성우",114,7.9180327870000005,488,2015,1593694.0,1 [1],0,0,121506670
119,대호,박훈정,(주)사나이픽처스,,(주)넥스트엔터테인먼트월드(NEW),C,12/16/2015,winter,개봉영화,장편,한국,892,12104808332.0,1584168,2802652706,352415,사극,12세이상관람가,일반영화,7.08,최민식,139,8.371273712999999,738,2015,12181628.0,3 [3],0,0,77982965
120,성난 변호사,허종호,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",,씨제이이앤엠(주),A,10/8/2015,autumn,개봉영화,장편,한국,607,8697174039.0,1124918,2126132839,263369,범죄,15세이상관람가,일반영화,6.65,"이선균,김고은,임원희",117,8.564612326,503,2015,2973250.0,2 [2],1,0,192276031
121,그놈이다,윤준형,상상필름(주),,CGV아트하우스,A,10/28/2015,autumn,개봉영화,장편,한국,681,8096427152.0,1046015,1799536452,223466,스릴러,15세이상관람가,일반영화,6.67,"주원,유해진,이유영",109,7.62,400,2015,1046015.0,1 [1],0,0,550151611
122,미쓰 와이프,강효진,(주)영화사아이비젼,,메가박스중앙(주)플러스엠,A,8/13/2015,summer,개봉영화,장편,한국,437,7357162869.0,984265,1676810469,221861,코미디,15세이상관람가,일반영화,6.17,"엄정화,송승헌",125,8.727659574,470,2015,2888009.0,2 [2],0,0,46994697
123,몬스터 호텔 2,젠디 타타코브스키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/24/2015,winter,개봉영화,장편,미국,686,7029012585.0,962770,1640267600,217074,애니메이션,전체관람가,일반영화,6.0,"아담 샌들러,셀레나 고메즈,케빈 제임스",89,8.669312169,1890,2015,3882431.0,2 [2],0,1,20805433
124,손님,김광태,(주)유비유필름,,씨제이이앤엠(주),A,7/9/2015,summer,개봉영화,장편,한국,634,6385295880.0,827918,1717964980,213174,판타지,15세이상관람가,일반영화,6.66,"류승룡,이성민,천우희",107,6.850356295,421,2015,0.0,1 [1],1,0,457834795
125,인시디어스 3,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/9/2015,summer,개봉영화,장편,미국,409,6396650620.0,825517,1542181920,191674,공포,15세이상관람가,일반영화,4.63,"스테파니 스콧,더모트 멀로니,린 샤예",97,7.795031056,322,2015,1840982.0,2 [2],0,1,5259854
126,하트 오브 더 씨,론 하워드,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,12/3/2015,winter,개봉영화,장편,미국,535,6776484023.0,809327,2010066023,226889,액션,12세이상관람가,일반영화,6.45,"크리스 헴스워스,킬리언 머피,벤 위쇼",121,8.3125,240,2015,4302393.0,3 [3],1,0,306671823
127,헝거게임: 더 파이널,프란시스 로렌스,라이온스 게이트 필름즈,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,A,11/18/2015,autumn,개봉영화,장편,미국,661,6069167163.0,806520,2030631445,257764,액션,15세이상관람가,일반영화,6.6,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",137,7.791479821,446,2015,3701500.0,2 [2],1,1,93278994
128,픽셀,크리스 콜럼버스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/16/2015,summer,개봉영화,장편,미국,557,5390909947.0,681945,1644960347,195473,액션,12세이상관람가,일반영화,5.0,"아담 샌들러,케빈 제임스,미셸 모나한",106,7.891304347999999,414,2015,0.0,1 [1],1,0,15482574
129,열정같은소리하고있네,정기훈,반짝반짝영화사(주),,(주)넥스트엔터테인먼트월드(NEW),C,11/25/2015,autumn,개봉영화,장편,한국,566,4758959902.0,654102,1349304002,176766,드라마,15세이상관람가,일반영화,5.47,"정재영,박보영",106,8.036036036,333,2015,2380561.0,1 [1],1,0,63837509
