title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original
스틸 앨리스,"리처드 글랫저,워시 웨스트모어랜드",,그린나래미디어(주),그린나래미디어(주),D,4/29/2015,spring,개봉영화,장편,미국,109,856716246,111005,479597846,60784,드라마,12세이상관람가,독립/예술영화,6.57,"줄리안 무어(앨리스), 알렉 볼드윈(존 하울랜드), 크리스틴 스튜어트(리디아)",101,8.342105263,76,2015,384164,"3 [1, 2]",1,0
더 건맨,피에르 모렐,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,A,4/16/2015,spring,개봉영화,장편,프랑스,349,833910965,107441,240106365,30062,액션,청소년관람불가,일반영화,4.58,"숀 펜(짐 테리어), 하비에르 바르뎀(펠릭스), 이드리스 엘바(재키 반즈)",113,7.086486486,185,2015,201594,2 [2],1,0
빌리와 용감한 녀석들 3,척 파워스,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,A,4/30/2015,spring,개봉영화,장편,미국,343,699788600,98495,177312700,23652,애니메이션,전체관람가,독립/예술영화,5,"엄상현, 조현정, 숀 애스틴",80,7.263157895,114,2015,98495,1 [1],0,0
7번째 아들,세르게이 보드로프,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/11/2015,winter,개봉영화,장편,미국,358,729980451,92598,218674251,25546,어드벤처,12세이상관람가,일반영화,5,"제프 브리지스(그레고리), 벤 반스(톰), 줄리안 무어(멀킨)",102,6.655172414,29,2015,92598,1 [1],1,0
포커스,"글렌 피카라,존 레쿼",,워너브러더스 코리아(주),워너브러더스 코리아(주),B,2/26/2015,winter,개봉영화,장편,미국,349,702878700,91164,227994000,28313,코미디,15세이상관람가,일반영화,0,"윌 스미스(니키), 마고 로비(제스), 로드리고 산토로(가리가)",104,7.605263158,38,2015,273492,"2 [1, 1]",0,0
심야식당,마츠오카 조지,,(주)엔케이컨텐츠,(주)영화사 진진,D,6/18/2015,summer,개봉영화,장편,일본,180,711908074,90416,351932174,43398,드라마,12세이상관람가,독립/예술영화,6.03,"코바야시 카오루, 오다기리 죠",120,8.550724638,138,2015,90416,1 [1],1,0
빅 아이즈,팀 버튼,,판씨네마(주),판씨네마(주),D,1/28/2015,winter,개봉영화,장편,미국,290,651316335,85200,333321635,42902,드라마,12세이상관람가,독립/예술영화,7.09,"에이미 아담스(마가렛 킨), 크리스토프 왈츠(월터 킨)",105,8.131578947,76,2015,6578341,3 [3],1,0
와일드,장 마크 발레,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,1/22/2015,winter,개봉영화,장편,미국,58,665271800,83334,408810700,50722,드라마,청소년관람불가,독립/예술영화,7.25,"리즈 위더스푼, 로라 던, 토머스 새도스키",119,8.906976744,43,2015,374270,2 [2],1,0
더 이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/28/2015,winter,개봉영화,장편,미국,255,639464500,82779,220031900,28526,액션,청소년관람불가,일반영화,6.25,"덴젤 워싱턴, 콜로이 모레츠, 마튼 초카스",131,8.136363636,22,2015,1966151,3 [3],1,0
세인트 빈센트,데오도르 멜피,,(주)메인타이틀픽쳐스,(주)영화사 빅,D,3/5/2015,spring,개봉영화,장편,미국,308,604885528,78336,225289928,28351,코미디,12세이상관람가,독립/예술영화,6.19,"빌 머레이(세인트 빈센트 반 누이스), 나오미 왓츠(다카), 멜리사 맥카시(매기)",102,8.275862069,29,2015,605498,2 [2],0,0
모데카이,데이빗 코엡,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,D,2/18/2015,winter,개봉영화,장편,미국,290,624513020,78070,297995120,36209,액션,15세이상관람가,일반영화,4.65,"조니 뎁(찰리 모데카이), 기네스 팰트로(조한나), 이완 맥그리거(마트랜드)",106,8.22556391,133,2015,78070,1 [1],1,0
엑스 마키나,알렉스 가랜드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/21/2015,winter,개봉영화,장편,미국,207,629716963,78049,316342463,38747,SF,청소년관람불가,일반영화,7.05,"도널 글리슨(칼렙), 알리시아 비칸데르(에이바), 오스카 아이삭(네이든)",108,7.290322581,124,2015,78049,1 [1],0,0
타임 패러독스,"마이클 스피어리그,피터 스피어이그",,(유)조이앤컨텐츠그룹,(유)조이앤시네마,D,1/7/2015,winter,개봉영화,장편,기타,232,602296908,76803,220836608,27156,SF,15세이상관람가,독립/예술영화,6,"에단 호크, 노아 테일러(Mr.로버트슨), 사라 스누크",97,7.672131148,61,2015,793320,"4 [2, 2]",1,0
피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,5/28/2015,spring,개봉영화,장편,미국,297,591516497,75598,240698797,29268,코미디,15세이상관람가,일반영화,5.75,"안나 켄드릭(베카), 헤일리 스테인펠드(에밀리), 레벨 윌슨(팻 에이미)",114,8.37704918,61,2015,75598,1 [1],0,0
위자,스틸즈 화이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,4/16/2015,spring,개봉영화,장편,미국,337,570154035,73549,143358035,17902,미스터리,15세이상관람가,일반영화,2,"올리비아 쿡, 다렌 카가소프, 아나 코토",89,6.859375,64,2015,73549,1 [1],1,0
기생수 파트2,야마자키 타카시,,판씨네마(주),판씨네마(주),D,5/7/2015,spring,개봉영화,장편,일본,260,502071959,62071,162446959,19447,SF,청소년관람불가,일반영화,7.17,"소메타니 쇼타(이즈미 신이치), 아베 사다오(오른쪽이), 후카츠 에리(타미야 료코)",118,7.8,55,2015,2255313,3 [3],1,1
위아영,노아 바움백,,(주)드림웨스트픽쳐스,"(주)브리즈픽처스,(주)영화사오원",D,5/14/2015,spring,개봉영화,장편,미국,235,492955360,61664,293821260,35986,코미디,15세이상관람가,독립/예술영화,6.86,"벤 스틸러(조쉬), 나오미 왓츠(코넬리아), 아만다 사이프리드(다비)",97,7.875,48,2015,140711,1 [1],0,0
드래곤 블레이드,이인항,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,A,3/12/2015,spring,개봉영화,장편,기타,264,427722800,56547,113013200,14534,액션,15세이상관람가,독립/예술영화,4.33,"성룡(후오안), 존 쿠삭(루시우스), 애드리언 브로디(티베리우스)",133,8.896551724,29,2015,159831,1 [1],1,0
나이트 크롤러,댄 길로이,,(주)누리픽쳐스,(주)스톰픽쳐스코리아,D,2/26/2015,winter,개봉영화,장편,미국,233,451041300,55892,203599400,24807,범죄,청소년관람불가,독립/예술영화,7.31,제이크 질렌할(루이스 블룸),117,7.965517241,29,2015,55892,1 [1],0,0
더 라스트: 나루토 더 무비,코바야시 츠네오,,애니박스 엔터테인먼트,와이드 릴리즈(주),D,2/26/2015,winter,개봉영화,장편,일본,158,391905272,52816,112856072,14897,애니메이션,12세이상관람가,독립/예술영화,0,"타케우치 준코(우즈마키 나루토 목소리), 나카무라 치에(하루노 사쿠라 목소리), 모리쿠보 쇼타로(나라 시카마루 목소리)",114,8.976525822,213,2015,52857,1 [1],1,1
바다 탐험대 옥토넛 스페셜,니키 팰런,,얼리버드,와이드 릴리즈(주),D,2/5/2015,winter,개봉영화,장편,영국,210,383427600,51884,84362100,10733,애니메이션,전체관람가,독립/예술영화,0,"하성용, 정재헌, 엄상현",70,7.529411765,68,2015,51884,1 [1],1,1
엘리노어 릭비: 그 남자 그 여자,네드 벤슨,,(주)드림웨스트픽쳐스,(주)이수C&E,B,4/9/2015,spring,개봉영화,장편,미국,212,375796900,46589,207508900,24892,드라마,15세이상관람가,독립/예술영화,6.45,"제임스 맥어보이(코너 러들로), 제시카 차스테인(엘레노어 릭비)",122,7.442307692,52,2015,65415,1 [1],0,1
송 원,케이트 베커-플로이랜드,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,D,4/1/2015,spring,개봉영화,장편,미국,365,343444743,46079,130271143,16646,드라마,15세이상관람가,독립/예술영화,5.56,"앤 해서웨이(프래니), 자니 플린(제임스), 메리 스틴버겐(프래니 엄마)",88,6.148148148,27,2015,46079,1 [1],0,0
한 번 더 해피엔딩,마크 로렌스,,주식회사 더쿱,(주)팝엔터테인먼트,D,4/8/2015,spring,개봉영화,장편,미국,231,348096551,45166,162620851,20409,멜로/로맨스,15세이상관람가,독립/예술영화,4.94,"휴 그랜트, 마리사 토메이, 앨리슨 제니",106,8.047619048,21,2015,45166,1 [1],0,0
약장수,조치언,(주)26컴퍼니,,"(주)대명문화공장,(주)나이너스엔터테인먼트",D,4/23/2015,spring,개봉영화,장편,한국,282,313238400,43562,94969000,13043,드라마,15세이상관람가,일반영화,5.38,"김인권(일범), 박철민(철중), 이주실(옥님)",104,8.734693878,49,2015,43562,1 [1],0,0
베테랑,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),A,8/5/2015,summer,개봉영화,장편,한국,1064,1.05025E+11,13395400,26766369950,3290366,액션,15세이상관람가,일반영화,7.5,"황정민(서도철), 유아인(조태오), 유해진(최상무)",123,9.259043174,3428,2015,40559524,2 [2],0,0
암살,최동훈,(주)케이퍼필름,,(주)쇼박스,C,7/22/2015,summer,개봉영화,장편,한국,1519,98463132781,12705700,25306651181,3155960,액션,15세이상관람가,일반영화,6.57,"전지현(안옥윤), 이정재(염석진), 하정우(하와이 피스톨)",139,9.101088202,3492,2015,25688878,1 [1],0,0
내부자들,우민호,(유)내부자들 문화전문회사,,(주)쇼박스,C,11/19/2015,autumn,개봉영화,장편,한국,1075,56464117657,7055074,16275240857,1965368,범죄,청소년관람불가,일반영화,6.63,"이병헌(안상구), 조승우(우장훈), 백윤식(이강희)",130,9.0949064,2297,2015,26081050,3 [3],1,0
사도,이준익,(주)타이거픽쳐스,,(주)쇼박스,C,9/16/2015,autumn,개봉영화,장편,한국,1210,48842902501,6246849,12987928301,1606486,사극,12세이상관람가,일반영화,7.54,"송강호, 유아인, 문근영",125,8.38952164,1756,2015,5052135,4 [4],1,0
미션 임파서블: 로그네이션,크리스토퍼 맥쿼리,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,7/30/2015,summer,개봉영화,장편,미국,1202,48547353607,6126488,13751315607,1669524,액션,15세이상관람가,일반영화,7.54,"톰 크루즈(에단 헌트), 제레미 레너(윌리엄 브랜트), 사이먼 페그(벤지 던)",131,8.90956457,2687,2015,19621922,2 [2],0,1
검은 사제들,장재현,영화사 집,,씨제이이앤엠(주),A,11/5/2015,autumn,개봉영화,장편,한국,1088,42392797092,5440520,11617009792,1428316,미스터리,15세이상관람가,일반영화,6.23,"김윤석(김신부), 강동원(최부제)",108,8.584792396,1999,2015,7838312,2 [2],1,0
히말라야,이석훈,(주)제이케이필름,,씨제이이앤엠(주),A,12/16/2015,winter,개봉영화,장편,한국,1009,39469775448,5129409,9308851168,1169945,드라마,12세이상관람가,일반영화,5.63,"황정민(엄홍길), 정우(박무택)",124,8.942040816,1225,2015,17833713,1 [1],1,0
인사이드 아웃,피트 닥터,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,7/9/2015,summer,개봉영화,장편,미국,777,38015586936,4968687,12814825236,1594626,애니메이션,전체관람가,일반영화,7.88,"에이미 포엘러(조이/기쁨 목소리), 필리스 스미스(슬픔/새드니스 목소리), 민디 캘링(까칠/디스거스트 목소리)",102,9.113006397,938,2015,4968687,1 [1],0,0
마션,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,10/8/2015,autumn,개봉영화,장편,미국,1132,39612764295,4875494,12914889095,1509471,액션,12세이상관람가,일반영화,7.91,"맷 데이먼(마크 와트니), 제시카 차스테인(멜리사 루이스), 세바스찬 스탠(크리스 벡)",144,8.774937343,1995,2015,21424146,3 [3],1,0
인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/24/2015,autumn,개봉영화,장편,미국,496,28517727148,3610564,10023591548,1228195,코미디,12세이상관람가,일반영화,6.25,"앤 해서웨이(줄스 오스틴), 로버트 드 니로(벤 휘태커)",121,9.043558851,1079,2015,3610564,1 [1],1,0
터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,7/2/2015,summer,개봉영화,장편,미국,1113,26546725129,3239371,7364611329,852065,액션,15세이상관람가,일반영화,5.81,"아놀드 슈왈제네거(터미네이터), 제이슨 클락(존 코너), 에밀리아 클라크(사라 코너)",125,8.123209169,1047,2015,6279260,1 [1],0,1
앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,9/3/2015,autumn,개봉영화,장편,미국,949,23502249937,2839921,7332839937,840337,액션,12세이상관람가,일반영화,7.09,"폴 러드, 마이클 더글라스, 에반젤린 릴리",117,8.691348402,1283,2015,11127668,2 [2],1,0
스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,12/17/2015,winter,개봉영화,장편,미국,940,24149478540,2803234,8142582481,888167,액션,12세이상관람가,일반영화,7.55,"데이지 리들리(레이), 존 보예가(핀), 오스카 아이삭(포 다메론)",135,8.371521036,1545,2015,4393723,1 [1],0,1
메이즈 러너: 스코치 트라이얼,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/16/2015,autumn,개봉영화,장편,미국,804,21596946349,2744413,5743724849,697898,액션,12세이상관람가,일반영화,6.56,"딜런 오브라이언(토마스), 토마스 생스터(뉴트), 카야 스코델라리오(트리사)",132,8.467128028,867,2015,10600985,2 [2],1,1
탐정 : 더 비기닝,김정훈,(주)크리픽쳐스,,씨제이이앤엠(주),A,9/24/2015,autumn,개봉영화,장편,한국,764,20463956973,2625686,4092941173,504961,코미디,15세이상관람가,일반영화,5.9,"권상우(강대만), 성동일(노태수)",120,8.682264151,1325,2015,2625686,1 [1],0,0
미니언즈,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/29/2015,summer,개봉영화,장편,미국,792,18997911278,2625572,4787634178,630536,애니메이션,전체관람가,일반영화,5.63,"피에르 꼬팽, 마이클 키튼, 산드라 블록",91,8.239776952,1614,2015,27875256,"4 [2, 2]",0,1
뷰티 인사이드,백,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),C,8/20/2015,summer,개봉영화,장편,한국,648,16145401531,2053085,5024222431,611117,판타지,12세이상관람가,일반영화,5.47,"한효주(홍이수), 김대명(우진1), 도지한(우진18)",127,8.199134199,693,2015,2053085,1 [1],1,0
007 스펙터,샘 멘데스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/11/2015,autumn,개봉영화,장편,영국,1105,14301476030,1820760,4497382930,548003,액션,15세이상관람가,일반영화,5.69,"다니엘 크레이그(제임스 본드), 레아 세이두(매들린 스완), 크리스토프 왈츠(오버하우서)",148,7.629014396,903,2015,4196905,1 [1],0,1
더 폰,김봉주,(주)미스터로맨스,,(주)넥스트엔터테인먼트월드(NEW),C,10/22/2015,autumn,개봉영화,장편,한국,794,12309164568,1593694,2963876068,366753,스릴러,15세이상관람가,일반영화,5.2,"손현주(고동호), 엄지원(조연수), 배성우(도재현)",114,7.918032787,488,2015,1593694,1 [1],0,0
대호,박훈정,(주)사나이픽처스,,(주)넥스트엔터테인먼트월드(NEW),C,12/16/2015,winter,개봉영화,장편,한국,892,12104808332,1584168,2802652706,352415,사극,12세이상관람가,일반영화,7.08,최민식(천만덕),139,8.371273713,738,2015,12181628,3 [3],0,0
성난 변호사,허종호,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",,씨제이이앤엠(주),A,10/8/2015,autumn,개봉영화,장편,한국,607,8697174039,1124918,2126132839,263369,범죄,15세이상관람가,일반영화,6.65,"이선균(변호성), 김고은(진선민), 임원희(박사무장)",117,8.564612326,503,2015,2973250,2 [2],1,0
그놈이다,윤준형,상상필름(주),,CGV아트하우스,A,10/28/2015,autumn,개봉영화,장편,한국,681,8096427152,1046015,1799536452,223466,스릴러,15세이상관람가,일반영화,6.67,"주원(장우), 유해진(민약국), 이유영(시은)",109,7.62,400,2015,1046015,1 [1],0,0
미쓰 와이프,강효진,(주)영화사아이비젼,,메가박스중앙(주)플러스엠,A,8/13/2015,summer,개봉영화,장편,한국,437,7357162869,984265,1676810469,221861,코미디,15세이상관람가,일반영화,6.17,"엄정화(연우), 송승헌(성환)",125,8.727659574,470,2015,2888009,2 [2],0,0
몬스터 호텔 2,젠디 타타코브스키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/24/2015,winter,개봉영화,장편,미국,686,7029012585,962770,1640267600,217074,애니메이션,전체관람가,일반영화,6,"아담 샌들러(드락 목소리), 셀레나 고메즈(마비스 목소리), 케빈 제임스(프랑켄슈타인 목소리)",89,8.669312169,1890,2015,3882431,2 [2],0,1
