,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,director_involved,actor_involved,전국관객수
9030,풍속업 교육녀,2018-11-09,6000,0.0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 미키오,,,2018,False,False,1
9031,퓨쳐 월드,2018-11-08,2000,0.0,2000,1,1,1,1,이탈리아,"이탈리아,프랑스,미국",,주식회사 풍경소리,15세이상관람가,"SF,액션,판타지","제임스 프랭코,브루스 티에리 청","제임스 프랭코,밀라 요보비치,루시 리우,스눕 독","제임스 프랭코, 밀라 요보비치, 루시 리우",2018,False,False,1
9032,프로젝트 : 에덴,2018-10-06,1000,0.0,1000,1,1,1,1,미국,"미국,뉴질랜드,호주",,(주)디에이치미디어,15세이상관람가,"SF,스릴러","애슐리 젠슨,테랜스 M. 영",,,2018,False,False,1
9033,피치포크 살인사건,2018-12-31,1000,0.0,1000,1,1,1,1,미국,미국,,주식회사 레드아이스,청소년관람불가,공포(호러),,,,2018,False,False,1
9034,하고 싶은 날:보여주는 유부녀,2018-07-25,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",토미죠 타로,,,2018,False,False,1
9035,하고 싶은 아내:내 아내와 해 주세요,2018-12-07,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",토미죠 타로,,,2018,False,False,1
9036,하고 싶은 유부녀,2018-09-20,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",후지모토 죠지,쇼우다 치사토,,2018,False,False,1
9037,하숙집 여자들 무삭제,2018-10-30,6000,0.0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,,,2018,False,False,1
9038,하숙집 여주인의 목적-무삭제판,2018-12-26,1000,0.0,1000,1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,,,2018,False,False,1
9039,하이재킹: 비상착륙,2018-12-18,5000,0.0,5000,1,1,1,1,중국,중국,,(주)소나무픽쳐스,청소년관람불가,"액션,스릴러,드라마",빈센트 저우,에드 웨스트윅,,2018,False,False,1
9040,한 지붕에서 세 남자와 즐기는 아내,2018-09-28,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",나쿠루 하라다,,,2018,False,False,1
9041,한여름의 풍만녀들,2018-07-05,6000,0.0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),사카타 히로키,,,2018,False,False,1
9042,한지붕 아래 스와핑,2018-11-14,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",키무라 히로유키,,,2018,False,False,1
9043,할로우 차일드,2018-08-02,5000,0.0,5000,1,1,1,1,캐나다,캐나다,,라온아이(주),15세이상관람가,"공포(호러),판타지",제레미 루터,,,2018,False,False,1
9044,핫팬티의 어린숙모님,2018-12-03,6000,0.0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),베타 타카오,,,2018,False,False,1
9045,해외유학녀의 마사지,2018-07-30,6000,0.0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),드래곤 니시카와,,,2018,False,False,1
9046,허리케인 샤크네이도,2018-07-08,1000,0.0,1000,1,1,1,1,미국,미국,,(주)케이알씨지,15세이상관람가,"SF,액션",안소니 C. 페란트,,,2018,False,False,1
9047,헤픈 아내:남편보다 이웃 노인,2018-10-11,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",토미죠 타로,,,2018,False,False,1
9048,헤픈 여자:섹파 구해요,2018-12-20,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",후지모토 죠지,,,2018,False,False,1
9049,형수:잘못된 관계,2018-11-29,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",후지모토 죠지,,,2018,False,False,1
9050,형수님의 남자,2018-09-20,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",토미죠 타로,,,2018,False,False,1
9051,호러 무비 나이트,2018-08-24,1000,0.0,1000,1,1,1,1,미국,미국,,주식회사 레드아이스,15세이상관람가,,,,,2018,False,False,1
9052,혼자 남은 어린 여자:욕정의 몸,2018-09-11,6000,0.0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",키무라 히로유키,,,2018,False,False,1
9053,황야의 총잡이,2018-08-30,1000,0.0,1000,1,1,1,1,미국,미국,,(유)조이앤시네마,15세이상관람가,"액션,서부극(웨스턴)",크리스토퍼 포브스,,,2018,False,False,1
9054,후난성 전투,2018-07-15,1000,0.0,1000,1,1,1,1,중국,중국,,씨네그루(주)키다리이엔티,15세이상관람가,"전쟁,액션",유위강,"유엽,류호연",,2018,False,False,1
9055,후배부부와 교환섹스-무삭제,2018-08-03,5000,0.0,5000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,남현수,,,2018,False,False,1
9056,훔쳐보는 쉐어 하우스,2018-07-30,6000,0.0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),오우치 아이리,,,2018,False,False,1
9057,훔쳐보는 야릇한 온천탕,2018-07-05,6000,0.0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),오가와 킨야,,,2018,False,False,1
9058,히어로 오브 워,2018-09-02,1000,0.0,1000,1,1,1,1,중국,"중국,홍콩,미국",,(유)조이앤시네마,15세이상관람가,드라마,"세기연,마이클 파커","조셉 파인즈,브루스 록,두효","조셉 파인즈, 브루스 록, 두효",2018,False,True,1
9059,극한직업,2019-01-23,139639783516,0.15,139639783516,16263360,16263360,2003,292554,한국,한국,"(주)어바웃필름,영화사 해그림 주식회사,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,코미디,이병헌,"류승룡,이하늬,진선규,이동휘,공명,양현민,장진희,한준우,김명준,나철,정재광,정원창,김강현,김지영,오정세,이중옥,홍완표,고봉구,권지훈,권태호,김가빈,박재홍,서호철,김남우,박진아,송영규,안성봉,신하균,심철민,김병호,유제윤,김성우,이정수,김의성,김종수,고경진,고관형,이광기,지찬,구성환,진선규,이도용,천준호,정성훈,이하늬,이한종,임세운,한동희,임정묵,이범찬,이운산,김천,조주한,조현숙,이유진,정우영,신신애,윤설,정윤회,박도영,정재광,최광원,이두일,김윤배,최신득,이왕수,이육현,박정표,정인기,배정선,장지웅,임유란,엄지혜,오민준,태원석,장격수,편광진,하철,변봉식,홍승진,홍은진,허준석","류승룡, 이하늬, 진선규",2019,True,True,16263360
9060,어벤져스: 엔드게임,2019-04-24,122048514200,0.131,122048514200,13918759,13918759,2835,241499,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF","안소니 루소,조 루소","로버트 다우니 주니어,크리스 에반스,마크 러팔로,크리스 헴스워스,스칼렛 요한슨,제레미 레너,돈 치들,폴 러드,브리 라슨,카렌 길런,브래들리 쿠퍼,조슈 브롤린","로버트 다우니 주니어, 크리스 에반스, 마크 러팔로",2019,True,True,13918759
9061,기생충,2019-05-30,81862071185,0.08800000000000001,81862071185,9577981,9577981,1948,174562,한국,한국,(주)바른손이앤에이,씨제이이앤엠(주),15세이상관람가,드라마,봉준호,"송강호,이선균,조여정,최우식,박소담,이정은,장혜진,박명훈,현승민,정현준,윤혜리,박근록,이시훈,김규백,설민,박가빈,정이서,조재명,정익한,안진상,이루아,김하언,하윤희,이도운,오별하,유인,유채련,정일화,지혜영,지연,최정연,서복현,심수미,장지우,한미자,주수지,강현규,고관재,박서준,곽신애,류영훈,문상근,김건,박재완,서한결,서희영,손지영,박혜숙,백동현,신승민,백승환,안성봉,염재민,오상준,오상준,김성수,김성준,김세인,윤영우,정재훈,김이슬,이종현,이주형,제승현,김혜련,김정우,이지혜,황인경,최지원,이덕형,이시은,김영조,이도용,김보령,김용각,정세현,이옥희,김향배,이상경,정아름,이은희,이인경,박미애,김진형,이시후,박재욱,양선영,장예원,최정현","송강호, 이선균, 조여정",2019,True,True,9577981
9062,캡틴 마블,2019-03-06,51491272223,0.055,51491272223,5801069,5801069,2100,185978,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF","애너 보든,라이언 플렉","브리 라슨,사무엘 L. 잭슨,벤 멘델슨,주드 로","브리 라슨, 사무엘 L. 잭슨, 벤 멘델슨",2019,True,True,5801069
9063,악인전,2019-05-15,29118314670,0.031,29118314670,3362132,3362132,1307,97253,한국,한국,(주)비에이엔터테인먼트,"(주)에이스메이커무비웍스,(주)키위미디어그룹",청소년관람불가,"범죄,액션",이원태,"마동석,김무열,김성규,문동혁,오희준,민무제,문순주,김근영,전배수,유재명,이서환,신희철,강문봉,남승화,박보경,공민규,공성하,곽최산,권혁,김결,서문호,김규리,김근영,김동민,배경민,김명희,백수진,백승민,신영선,안성봉,신하준,20337505,김민준,유승목,유승목,유재명,김보경,오상준,오상준,오현석,윤영균,임효진,김이현,최민철,최선영,정지훈,이상희,김재영,김건,김정석,이성훈,류성현,이소진,황보정일,이육헌,황인성,김승현,윤현주,정미경,강수빈,강영택,김준영,권다솜,이승현,차순배,이승훈,권정우,권혁일,이도군,김진옥,이동기,표성수,이동욱,이동준,이영아,한상철,조승국,한지아,류태호,우상전,우원규,김우림,유용국,이은샘,민경수,정유선,정여루,신기록,이재은,김윤성,안민하,이성일,박은보,이유선,배진호,양지수,최현경,배민준,염미선,전시현,장선정,성주원,허동원","마동석, 김무열, 김성규",2019,True,True,3361851
9064,증인,2019-02-13,20477262331,0.022000000000000002,20477262331,2534075,2534075,1047,89556,한국,한국,"(주)무비락,(주)도서관옆스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이한,"정우성,김향기,이규형,염혜란,장영남,정원중,김종수,박근형,송윤아,이준혁,이레,김승욱,오재세,이채은,이서준,이서환,강민지,강지현,박세정,권혁준,김경훈,박재환,박주은,박준호,박찬영,송우용,김미진,안성봉,신치영,신혜정,김범석,오창경,김소연,김수경,이준형,장효석,김정연,김호연,조성재,김홍식,최은영,최종률,이슬이,정도원,정명훈,조한나,이승헌,강은수,고민지,곽나현,권정은,김규인,김난영,표예리,김바비,이동훈,김학선,이영아,김승윤,이민정,조복휘,김인규,김준원,정승욱,도현,김형묵,정영록,남혜진,김태현,정우성,문승배,정경현,이은샘,채치웅,윤정환,박미정,이종익,최문익,심은정,이석환,박윤근,박은우,엄주원,박창화,엄혜란,배내희,손제형,추귀정,염지영,장부익,장선아,서광재,한윤지,한재경","정우성, 김향기, 이규형",2019,True,True,2516128
9065,사바하,2019-02-20,20007508194,0.021,20007508194,2398519,2398519,1174,78094,한국,한국,"(주)외유내강,(주)필름케이",씨제이이앤엠(주),15세이상관람가,"미스터리,스릴러",장재현,"이정재,박정민,이재인,유지태,정진영,진선규,이다윗,배해선,차래형,황정민,김근영,윤경호,지승현,이항나,정동환,문창길,오윤홍,문숙,강나영,김두은,김유린,김지후,조수지,신보경,정병두,이재순,배선엽,곽영신,유승희,장지민,정혜은,강우진,윤창희,김근우,이치민,하승협,권해성,손병우,박상협,김찬빈,한유한,이월진,박재만,박영래,이광석,한형주,류현주,손연서,유선이,강민재,남도현,강성철,강지현,류경인,권귀빈,박수미,권오준,민설애,김가은,김근영,김금순,박종범,설시연,박지윤,박지윤,박지환,박진영,박훈,김명희,백승철,신유진,안성진,안현빈,김범수,오누리,노유림,옥영진,옥주리,김소숙,강민지,임현주,이상우,정재은,임효진,김현정,이주실,허다정,이준구,정한호,장영애,권태호,김홍파,김정훈,조한준,이문석,이수정,김승현,황인준,정미경,조한아름,조한준,이건창,김지수,진선규,정서인,차순배,권해성,이대현,김진옥,표성수,표예리,한다경,이한울,이한울,김태윤,이은주,김유나,이재진,장희욱","이정재, 박정민, 이재인",2019,True,True,2397792
9066,토이 스토리 4,2019-06-20,19256145350,0.021,19256145350,2251096,2251096,1336,51040,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,코미디",조시 쿨리,"톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스,조앤 쿠삭","톰 행크스, 팀 알렌, 애니 팟츠",2019,True,True,2251096
9067,알리타: 배틀 엔젤,2019-02-05,18571455667,0.02,18571455667,1952063,1952063,1043,52666,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,멜로/로맨스,SF,스릴러",로버트 로드리게즈,"크리스토프 왈츠,에드 스크레인",,2019,True,False,1949372
9068,뺑반,2019-01-30,15222811848,0.016,15222811848,1826714,1826714,1285,47213,한국,한국,"호두앤유픽쳐스(주),(주)쇼박스",(주)쇼박스,15세이상관람가,"범죄,액션",한준희,"공효진,류준열,조정석,염정아,전혜진,손석구,김기범,이학주,정수지,배유람,이성욱,류경수,김고은,차래형,박형수,박예영,나철,이해운,임선우,한명수,김태겸,양한슬,하성민,공찬호,강태영,한이진,정수교,고은민,전광진,승형배,황준호,한유열,박재광,오태근,이일현,황규인,오혜금,임정인,최윤민,노도현,선학,양지일,최세용,장현동,천샘,서성금,박성하,박경현,유민상,송준근,정해철,홍현호,김회경,박경근,공성하,권혁,권혁준,박윤희,박윤희,박주한,박준희,김대근,김대한,박현,송요셉,배우진,신재영,신주환,안대웅,안성봉,안현빈,안혜성,유연수,이종재,최성환,김재원,장준현,이성교,이성민,이세진,이소진,김흥태,황보정일,조유진,전호용,황윤성,이창선,정규연,이순자,김주영,이가경,김양수,김여진,조홍우,김지수,임준혁,김영,이남경,이대광,이도국,김진옥,김영준,김한석,하민,이명자,한대훈,김지환,김태현,정용주,정원형,김윤배","공효진, 류준열, 조정석",2019,True,True,1826714
9069,걸캅스,2019-05-09,13803627134,0.015,13803627134,1628290,1628290,973,63146,한국,한국,필름모멘텀,씨제이이앤엠(주),15세이상관람가,"코미디,액션",정다원,"라미란,이성경,윤상현,최수영,염혜란,위하준,주우재,강홍석,김도완,이정민,신현숙,이레,조혜주,배유람,임현성,안재홍,한수현,조병규,강문봉,강성하,곽민석,박소은,서석규,서성현,김광섭,옥자연,성동일,소희정,백승환,김미지,김민경,안대웅,안성봉,여이레,오상준,오상준,오성현,오세환,김성균,오하늬,김성종,김송이,최예림,이성규,김정교,조미라,조서진,김정현,전소영,김승아,이진성,황필규,황필성,김신우,최준영,이가희,김준,강신하,김지나,이금용,이기원,김지유,이승훈,최혜진,김한상,김병남,하정우,이영아,김세진,김태준,이확광,임예은,한수연,조예진,김용진,김춘심,김해정,류대산,나대남,위하준,노승은,이윤희,정두원,이은숙,정세인,김철환,김찬희,윤현길,신한숙,이도연,최병윤,김진욱,이문빈,심희진,이선정,안창환,이의수,전석호,여시현,여은지,여은지,임현철,오성미,설창희,하연희,송지혁,한건희,임범용,황이현,박두희,허단비","라미란, 이성경, 윤상현",2019,True,True,1624364
9070,드래곤 길들이기 3,2019-01-30,12340610576,0.013000000000000001,12340610576,1506942,1506942,971,42322,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,딘 데블로이스,"제이 바루첼,아메리카 페레라,케이트 블란쳇,킷 해링턴,크레이그 퍼거슨,F. 머레이 아브라함","제이 바루첼, 아메리카 페레라, 케이트 블란쳇",2019,True,True,1506942
9071,어스,2019-03-27,12586771104,0.013999999999999999,12586771104,1475087,1475087,1132,58522,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러",조던 필,"루피타 뇽,윈스턴 듀크,엘리자베스 모스,팀 헤이데커,야히아 압둘 마틴 2세,애나 디옵,에반 알렉스,샤하디 라이트 조셉,매디슨 커리,칼리 쉘든,노엘 쉘든,카라 헤이워드","루피타 뇽, 윈스턴 듀크, 엘리자베스 모스",2019,True,True,1475087
9072,나의 특별한 형제,2019-05-01,12055118074,0.013000000000000001,12055118074,1473991,1473991,936,49892,한국,한국,"(주)명필름,(주)조이래빗",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"드라마,코미디",육상효,"신하균,이광수,이솜,박철민,권해효,길해연,양소민,배명진,김자영,김한나,양조아,김기천,고봉구,김경남,송철호,박정훈,서지원,김동훈,신안진,신안진,김민석,안지호,우지현,우지현,오세은,김서원,김현빈,이선주,김희창,윤정로,김승태,강은아,김중기,고현준,이채은,이호원,목규리,김태완,정유민,최광일,이도엽,김윤호,연승빈,전채원,서희,선종남,한경원,한별","신하균, 이광수, 이솜",2019,True,True,1437648
9073,항거:유관순 이야기,2019-02-27,9289243101,0.01,9289243101,1157583,1157583,1094,46154,한국,한국,(주)디씨지플러스,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,조민호,"고아성,김새벽,김예은,정하담,류경수,최무성,하성광,류성민,권현진,김경록,김남진,박지원,박찬우,배향,김명,신영주,신하준,신현진,오상무,오지영,임한빈,김은희,최미라,장민영,최성윤,김현호,정효정,이성원,김정원,조아라,이수연,김신영,율찬,강시후,김연정,강왕수,고병택,김지성,공정현,권다솜,김영은,이영석,김아송,정소영,나누리,노승범,정교,진호은,윤상돈,채송화,윤예솔,정하담,심태영,이형원,이효린,최일순,임영혜,임유정,임윤진,박한마,임자혜,송용기,하진","고아성, 김새벽, 김예은",2019,True,True,1157583
9074,롱 리브 더 킹: 목포 영웅,2019-06-19,8689778160,0.009000000000000001,8689778160,1024456,1024456,965,34115,한국,한국,"(주)영화사 필름몬스터,(주)비에이엔터테인먼트","메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",15세이상관람가,"액션,드라마",강윤성,"김래원,원진아,진선규,최귀화,최무성,주진모,장지건,정원중,이성우,김홍표,민무제,김동현,차엽,남승화,노진영,마동석,길해연,박용,서문호,서영민,김귀선,박주운,김동민,신미영,배해선,신용욱,신혜경,안지혜,유희제,윤계상,김서현,윤병희,김수안,윤재인,임효진,공태원,이선영,홍범기,김형욱,조미초,홍지석,홍진기,차우진,이찬수,황인성,정기용,김승희,김시윤,정동훈,조한나,주영호,이기창,진선규,차민경,금광산,이도군,김구택,김대흥,이동철,하수호,김보정,김필,이용이,정수연,정수현,한상철,이병수,정시후,남상덕,주진무,남택근,문정환,진모,유태근,유태선,정선철,정수원,정윤성,민지호,정승균,정은경,신영옥,신용선,이규호,정환욱,박수지,김지은,이원민,이은미,최재환,배송이,박찬양,박천국,최지호,임철영,임형섭,임형준,장덕출,송욱경,장유빈,송해구,홍이주,황정인,홍기준","김래원, 원진아, 진선규",2019,True,True,1022790
9075,엑스맨: 다크 피닉스,2019-06-05,7644198640,0.008,7644198640,862203,862203,991,29383,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",사이먼 킨버그,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,니콜라스 홀트,소피 터너,타이 쉐리던,에반 피터스,제시카 차스테인","제임스 맥어보이, 마이클 패스벤더, 제니퍼 로렌스",2019,True,True,862203
9076,맨 인 블랙: 인터내셔널,2019-06-12,7406282720,0.008,7406282720,843703,843703,1151,39916,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"액션,코미디,SF",F. 게리 그레이,"크리스 헴스워스,테사 톰슨,리암 니슨,엠마 톰슨","크리스 헴스워스, 테사 톰슨, 리암 니슨",2019,True,True,843703
9077,뽀로로 극장판 보물섬 대모험,2019-04-25,5879651200,0.006,5879651200,765595,765595,797,20037,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,가족","김현호,윤창섭,김현호","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,남도형,정승욱,이장원,황창영,김환진,남도형,황창영","이선, 이미자, 김현지",2019,True,True,765595
9078,명탐정 피카츄,2019-05-09,5730788546,0.006,5730788546,686809,686809,817,25776,미국,미국,,워너브러더스 코리아(주),전체관람가,"액션,어드벤처,코미디",롭 레터맨,"라이언 레이놀즈,저스티스 스미스,캐서린 뉴튼,수키 워터하우스,빌 나이,와타나베 켄","라이언 레이놀즈, 저스티스 스미스, 캐서린 뉴튼",2019,True,True,686809
9079,존 윅 3: 파라벨룸,2019-06-26,5789036442,0.006,5789036442,676161,676161,849,15167,미국,미국,,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",청소년관람불가,"액션,범죄,스릴러",채드 스타헬스키,"키아누 리브스,할리 베리,로렌스 피쉬번,이안 맥쉐인","키아누 리브스, 할리 베리, 로렌스 피쉬번",2019,True,True,676161
9080,샤잠!,2019-04-03,5743398797,0.006,5743398797,657294,657294,1148,45003,미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,데이비드 F. 샌드버그,"제커리 리바이,애셔 앤젤,잭 딜런 그레이져,마크 스트롱","제커리 리바이, 애셔 앤젤, 잭 딜런 그레이져",2019,True,False,656492
9081,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,4485905140,0.005,4485905140,575353,575353,752,15826,한국,한국,(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"최신규,김진철","이지현,김용준,양정화,사문영,홍범기,이현,시영준,엄상현,임정길,서윤선,시영준,홍범기,김용준","이지현, 김용준, 양정화",2019,True,True,575353
9082,이스케이프 룸,2019-03-14,5007420664,0.005,5007420664,563114,563114,850,29219,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,공포(호러),스릴러",애덤 로비텔,"테일러 러셀,로건 밀러,제이 엘리스,타일러 라빈,데보라 앤 월,닉 도다니","테일러 러셀, 로건 밀러, 제이 엘리스",2019,True,True,563114
9083,글래스,2019-01-17,4277452982,0.005,4277452982,466475,466475,837,24194,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,"드라마,미스터리,SF,스릴러",M. 나이트 샤말란,"제임스 맥어보이,브루스 윌리스,사무엘 L. 잭슨,안야 테일러 조이,사라 폴슨","제임스 맥어보이, 브루스 윌리스, 사무엘 L. 잭슨",2019,True,True,466475
9084,장난스런 키스,2019-03-27,3501463050,0.004,3501463050,428009,428009,532,20458,대만,대만,,"오드,(주)홈초이스",12세이상관람가,멜로/로맨스,프랭키 첸,"왕대륙,임윤",,2019,True,False,428009
9085,해피 데스데이 2 유,2019-02-14,3437809200,0.004,3437809200,412850,412850,657,18254,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),코미디",크리스토퍼 랜던,"제시카 로테,이스라엘 브로우사드",,2019,True,False,412850
9086,고질라: 킹 오브 몬스터,2019-05-29,3074785318,0.003,3074785318,357902,357902,923,15863,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,SF",마이클 도허티,"밀리 바비 브라운,베라 파미가,카일 챈들러,샐리 호킨스,와타나베 켄,장쯔이","밀리 바비 브라운, 베라 파미가, 카일 챈들러",2019,True,True,357902
9087,덤보,2019-03-27,2775096512,0.003,2775096512,345521,345521,797,17627,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"가족,판타지",팀 버튼,"콜린 파렐,마이클 키튼,대니 드비토,에바 그린","콜린 파렐, 마이클 키튼, 대니 드비토",2019,True,True,345521
9088,러브 유어셀프 인 서울,2019-01-26,3209682900,0.003,3209682900,342366,342366,224,4535,한국,한국,"빅히트 엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)",씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국","김남준, 김석진, 민윤기",2019,False,False,342366
9089,헬보이,2019-04-10,2776406321,0.003,2776406321,323098,323098,726,26506,미국,미국,,메가박스중앙(주)플러스엠,청소년관람불가,"액션,어드벤처,판타지",닐 마샬,"데이빗 하버,밀라 요보비치,이안 맥쉐인,대니얼 대 킴","데이빗 하버, 밀라 요보비치, 이안 맥쉐인",2019,True,True,323098
9090,애나벨 집으로,2019-06-26,2439165690,0.003,2439165690,291328,291328,653,9095,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"공포(호러),미스터리,스릴러",게리 도버먼,"패트릭 윌슨,베라 파미가,맥케나 그레이스,매디슨 아이스먼","패트릭 윌슨, 베라 파미가, 맥케나 그레이스",2019,True,True,291328
9091,배심원들,2019-05-15,2300505090,0.002,2300505090,287607,287607,784,20260,한국,한국,반짝반짝영화사(주),CGV아트하우스,12세이상관람가,드라마,홍승완,"문소리,박형식,백수장,김미경,윤경호,서정연,조한철,조수향,권해효,김홍파,태인호,이해운,서진원,이영진,최영우,서현우,이용이,심달기,유순웅,김학선,고서희,정도원,염동헌,이서준,김선영,이규형,구윤회,한연희,임형택,김무령,이향란,우가은,유나,문창준,서영지,노지원,도준석,이한석,천찬양,이효순,이주윤,박건용,정호선,강진수,류덕환,민혜선,박재완,서영주,서정암,김나경,김동혁,김명진,신치영,양재훈,김상균,김상준,김상훈,이정훈,이주한,최영우,이지호,이승주,김지한,최현주,김지호,이현지,이현지","문소리, 박형식, 백수장",2019,True,True,287141
9092,신데렐라:마법 반지의 비밀,2019-02-20,2113630240,0.002,2113630240,284755,284755,575,9971,미국,미국,,예지림엔터테인먼트,전체관람가,"애니메이션,판타지",린 사우더랜드,"사문영,김혜성,남도형,시영준,김경희,민아,탁원정","사문영, 김혜성, 남도형",2019,True,True,284755
9093,기묘한 가족,2019-02-13,2119306275,0.002,2119306275,263322,263322,625,15311,한국,한국,씨네주 유한회사,메가박스중앙(주)플러스엠,12세이상관람가,"코미디,가족",이민재,"정재영,김남길,엄지원,이수경,정가람,박인환,장세아,김지안,장지건,오안진,이성우,전배수,오의식,황우상,정용구,강운,유독현,백송희,김주승,홍예서,장혜은,이라온,변주우,박솜이,신주현,김이라,안미라,고동형,박기루,이범직,한규칠,배주혜,유은조,나병기,정종한,임승하,안세일,심국보,성창호,손정수,지원석,곽한훈,김봉수,김기천,나애진,박경혜,노혜영,류경인,곽성은,김가빈,서문호,김다솜,박태진,박혜숙,송현욱,송현욱,김만호,김미나,김민,김민상,안소영,안지원,김민희,유병선,유병선,김상현,오제근,김선화,오진호,김성준,지환,장민영,이상훈,최영민,김정남,이성훈,최유진,조민지,김혜지,김정원,조아라,이소연,이수경,김종기,이수아,윤정일,김승비,조은아,조은주,조은주,이순자,김시윤,최종률,이가경,김주형,조현주,이건수,이건창,이경민,김연정,이승철,김준석,강유나,강윤석,고경인,이규현,구본웅,김연희,차정민,이영석,이동희,이영아,김수란,이미지,김정중,김주승,한아름,김진문,이태건,김창조,한정화,이형직,김홍근,이유진,류철호,정우영,정우영,유순철,문지영,정민서,정민섭,유호연,신정근,채은주(채이설),윤지현,윤혜진,윤희철,최기범,정태인,이덕건,이창숙,최송이,최유라,김지안,장은총,장진경,장호정,서장현,오순태,오순태,장루이,임효성","정재영, 김남길, 엄지원",2019,True,True,256202
