,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud,before_news,after_news,holiday,dist_cat
669,신비한 동물들과 그린델왈드의 범죄,데이빗 예이츠,워너브러더스 코리아(주),B,20181114,autumn,개봉영화,장편,미국,1601,20816583118,2414062,6579253518,721713,판타지,12세이상관람가,일반영화,5.33,"에디 레드메인,조니 뎁,캐서린 워터스턴",134,7.486516854,890,2018,4808872,1,1,15266021,1,2,9,14.69682136,373,830,0,B
670,맘마미아!2,올 파커,유니버설픽쳐스인터내셔널 코리아(유),B,20180808,summer,개봉영화,장편,미국,750,19532365003,2285143,6377571153,732343,코미디,12세이상관람가,일반영화,6.2,"아만다 사이프리드,릴리 제임스,메릴 스트립",114,9.082278481,1106,2018,0,1,1,1317471,1,0,8,14.64193916,155,505,0,B
671,명당,박희곤,메가박스중앙(주)플러스엠,A,20180919,autumn,개봉영화,장편,한국,1117,17900775524,2087474,4530609774,518726,사극,12세이상관람가,일반영화,5.8,"조승우,지성,김성균",126,7.865155807,1765,2018,0,0,0,25917574,1,0,9,14.55146528,365,462,0,A
672,협상,이종석,씨제이이앤엠(주),A,20180919,autumn,개봉영화,장편,한국,919,17032133166,1967721,3777056966,424008,범죄,15세이상관람가,일반영화,5.43,"손예진,현빈",114,8.458087367,847,2018,0,0,0,13662736,1,0,5,14.49238658,867,770,0,A
673,마약왕,우민호,(주)쇼박스,C,20181219,winter,개봉영화,장편,한국,1297,15784724552,1813594,3854231152,432241,범죄,청소년관람불가,일반영화,5.14,"송강호,조정석,배두나",139,7.436655405,2368,2018,7215222,0,1,19714064,1,2,6,14.41082107,1680,1050,0,A
674,창궐,김성훈A,(주)넥스트엔터테인먼트월드(NEW),C,20181025,autumn,개봉영화,장편,한국,1351,13275772490,1599290,3015779340,352559,사극,15세이상관람가,일반영화,5.2,"현빈,장동건",121,6.825609756,820,2018,7817446,0,0,7817446,1,1,1,14.28507034,959,750,0,A
675,성난황소,김민호,(주)쇼박스,C,20181122,autumn,개봉영화,장편,한국,1010,13236490737,1593386,2517251837,293079,범죄,15세이상관람가,일반영화,4.67,"마동석,송지효",115,8.740901684,1841,2018,0,0,0,38839101,1,0,8,14.28137187,872,844,0,A
676,도어락,이권,메가박스중앙(주)플러스엠,A,20181205,winter,개봉영화,장편,한국,954,12683552886,1543800,2802709886,325358,스릴러,15세이상관람가,일반영화,6.11,"공효진,김예원,김성오",102,7.958402662,601,2018,0,0,1,1633890,1,0,2,14.24975747,267,704,0,A
677,스윙키즈,강형철,(주)넥스트엔터테인먼트월드(NEW),C,20181219,winter,개봉영화,장편,한국,984,10304613602,1258317,3068387452,357823,드라마,12세이상관람가,일반영화,6.38,"디오,자레드 그라임스,박혜수",133,9.114047288,719,2018,0,0,1,1124815,1,0,1,14.04528567,728,1122,0,A
678,PMC: 더 벙커,김병우,씨제이이앤엠(주),A,20181226,winter,개봉영화,장편,한국,1081,9704247367,1179031,2436217967,285716,액션,15세이상관람가,일반영화,6.9,"하정우,이선균",124,6.906976744,774,2018,0,0,0,33134029,1,0,7,13.98020347,954,934,0,A
679,범블비,트래비스 나이트,롯데컬처웍스(주)롯데엔터테인먼트,A,20181225,winter,개봉영화,장편,미국,1016,9756083752,1167150,2386152852,274896,액션,12세이상관람가,일반영화,6.78,"헤일리 스테인펠드,존 시나",114,8.786850477,943,2018,30525,1,1,97406,1,1,3,13.97007544,161,715,1,A
680,몬스터 호텔 3,젠디 타타코브스키,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180808,summer,개봉영화,장편,미국,715,7932156800,1072006,1410233600,183174,애니메이션,전체관람가,일반영화,5,"아담 샌들러,셀레나 고메즈",97,8.745495495,1332,2018,962770,1,0,2042249,1,1,4,13.88504222,32,301,0,B
681,더 넌,코린 하디,워너브러더스 코리아(주),B,20180919,autumn,개봉영화,장편,미국,824,8777844795,1011580,2249634745,248861,공포,15세이상관람가,일반영화,4.5,"타이사 파미가,데미안 비쉬어,보니 아론스",96,7.442733397,1039,2018,0,0,0,120352,1,0,1,13.82702402,88,508,0,B
682,스카이스크래퍼,로슨 마샬 터버,유니버설픽쳐스인터내셔널 코리아(유),B,20180711,summer,개봉영화,장편,미국,831,8612111718,1002858,2058127718,232570,액션,12세이상관람가,일반영화,4.25,"드웨인 존슨,니브 캠벨",102,8.733990148,406,2018,0,0,0,9210850,1,0,3,13.81836448,35,358,0,B
683,인랑,김지운,워너브러더스 코리아(주),B,20180725,summer,개봉영화,장편,한국,1085,6994748173,897548,1768239473,216427,SF,15세이상관람가,일반영화,5.73,"강동원,한효주,정우성",138,5.382171227,1133,2018,7487545,0,1,31593235,1,1,10,13.70742188,2480,1207,0,B
684,극장판 헬로카봇 : 백악기 시대,"최신규,김진철",(주)넥스트엔터테인먼트월드(NEW),C,20180801,summer,개봉영화,장편,한국,758,6542619500,874967,1092117400,140632,애니메이션,전체관람가,일반영화,6,"이지현,김용준,양정화",84,9.2885212,967,2018,0,1,1,1256436,2,0,9,13.68194145,28,275,0,A
685,상류사회,변혁,롯데컬처웍스(주)롯데엔터테인먼트,A,20180829,summer,개봉영화,장편,한국,867,6313416163,768442,1519155763,181389,드라마,청소년관람불가,일반영화,4.4,"박해일,수애",120,6.019417476,824,2018,0,0,0,10128071,1,0,4,13.55212037,1077,831,0,A
686,물괴,허종호,"롯데컬처웍스(주)롯데엔터테인먼트,씨네그루(주)키다리이엔티",A,20180912,autumn,개봉영화,장편,한국,1183,6104164954,723414,1317227754,149475,액션,15세이상관람가,일반영화,4.5,"김명민,김인권,혜리",105,6.674591382,673,2018,1124918,0,0,12022448,1,1,6,13.49173695,886,529,0,A
687,미쓰백,이지원,(주)리틀빅픽쳐스,D,20181011,autumn,개봉영화,장편,한국,638,6025211066,720292,1573891166,184642,드라마,15세이상관람가,일반영화,6.11,"한지민,김시아,이희준",98,9.294964029,417,2018,0,0,0,10342479,1,0,6,13.48741196,666,624,0,C
688,신비아파트: 금빛 도깨비와 비밀의 동굴,김병갑,씨제이이앤엠(주),A,20180725,summer,개봉영화,장편,한국,762,5001247250,678091,699258600,91723,애니메이션,전체관람가,일반영화,6,"조현정,김영은,김채하",68,8.859649123,912,2018,0,1,1,626033,1,0,7,13.42703678,14,236,0,A
689,퍼스트맨,데이미언 셔젤,유니버설픽쳐스인터내셔널 코리아(유),B,20181018,autumn,개봉영화,장편,미국,1190,6094765639,665364,2286908439,234728,SF,12세이상관람가,일반영화,7.44,"라이언 고슬링,클레어 포이",141,8.102857143,350,2018,3944212,0,1,3176732,1,2,4,13.40808954,197,608,0,B
690,스파이더맨: 뉴 유니버스,"밥 퍼시케티,피터 램지,로드니 로스맨",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20181212,winter,개봉영화,장편,미국,722,5305289076,639934,1940653426,221810,애니메이션,12세이상관람가,일반영화,8.25,"샤메익 무어,헤일리 스테인펠드,니콜라스 케이지",117,9.27820711,647,2018,0,1,1,133923,3,0,6,13.36912033,39,341,0,B
691,메가로돈,존 터틀타웁,워너브러더스 코리아(주),B,20180815,summer,개봉영화,장편,미국,601,4510731497,527331,996870197,111268,액션,12세이상관람가,일반영화,4.4,"제이슨 스타뎀,레인 윌슨",113,7.575682382,403,2018,0,0,1,7883566,1,0,5,13.17558371,39,382,1,B
692,호두까기 인형과 4개의 왕국,"라세 할스트롬,조 존스톤",월트디즈니컴퍼니코리아 유한책임회사,B,20181206,winter,개봉영화,장편,미국,294,4120048900,513767,1203100200,143854,판타지,전체관람가,일반영화,5,"키이라 나이틀리,매켄지 포이,헬렌 미렌",99,8.25,60,2018,10,0,1,6374697,2,1,9,13.14952513,45,255,0,B
693,곰돌이 푸 다시 만나 행복해,마크 포스터,월트디즈니컴퍼니코리아 유한책임회사,B,20181003,autumn,개봉영화,장편,미국,536,4076578860,490307,1514773210,175858,어드벤처,전체관람가,일반영화,6.33,"이완 맥그리거,헤일리 앳웰,마크 게티스",104,8.93258427,356,2018,0,0,1,119039,1,0,6,13.102787,77,310,1,B
694,그린치,스콧 모시어,유니버설픽쳐스인터내셔널 코리아(유),B,20181219,winter,개봉영화,장편,미국,724,3675369950,485056,853173200,106538,애니메이션,전체관람가,일반영화,5,"베네딕트 컴버배치,퍼렐 윌리엄스",89,8.592783505,1164,2018,0,0,1,7198676,1,0,4,13.09201963,31,244,0,B
695,스타 이즈 본,브래들리 쿠퍼,워너브러더스 코리아(주),B,20181009,autumn,개봉영화,장편,미국,555,4190754400,482952,1996390650,224468,드라마,15세이상관람가,일반영화,7.43,"브래들리 쿠퍼,레이디 가가",135,9.24795082,488,2018,0,0,1,3091765,1,0,3,13.08767255,23,330,1,B
696,변산,이준익,메가박스중앙(주)플러스엠,A,20180704,summer,개봉영화,장편,한국,763,3886052473,474137,1063654573,126389,드라마,15세이상관람가,일반영화,6.5,"박정민,김고은",123,8.38,200,2018,1704865,0,0,23983672,1,2,14,13.06925159,528,616,0,A
697,동네사람들,임진순,(주)리틀빅픽쳐스,D,20181107,autumn,개봉영화,장편,한국,731,3797676112,459020,709340562,82070,액션,15세이상관람가,일반영화,4,"마동석,김새론",99,7.507317073,410,2018,0,0,0,39135340,1,0,10,13.03684906,327,714,0,C
698,원더풀 고스트,조원희,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,20180926,autumn,개봉영화,장편,한국,351,3720931600,450374,783246100,92593,코미디,12세이상관람가,일반영화,4.83,"마동석,김영광,이유영",97,8.281767956,181,2018,0,0,0,41013214,1,0,11,13.01783363,211,434,1,C
699,명탐정 코난 : 제로의 집행인,타치카와 유즈루,씨제이이앤엠(주),A,20180808,summer,개봉영화,장편,일본,542,3007522361,395408,701649561,88325,애니메이션,12세이상관람가,일반영화,6,"타카야마 미나미,야마자키 와카나,코야마 리키야",110,9.312621359,1030,2018,0,1,1,1412970,1,0,3,12.88767342,13,180,0,A
700,점박이 한반도의 공룡2 : 새로운 낙원,한상호,(주)넥스트엔터테인먼트월드(NEW),C,20181225,winter,개봉영화,장편,한국,672,2941541400,375312,480414600,59420,애니메이션,전체관람가,일반영화,7,"박희순,라미란,김성균",94,9.183864916,533,2018,0,1,1,29226759,1,0,18,12.83551296,17,34,1,A
701,번 더 스테이지: 더 무비,박준수,월트디즈니컴퍼니코리아 유한책임회사,B,20181115,autumn,개봉영화,장편,한국,243,2671391900,315010,776472800,87249,다큐멘터리,전체관람가,일반영화,6,"RM,진,슈가",83,0,0,2018,0,0,1,0,1,0,0,12.66035966,116,320,0,B
702,후드,오토 바서스트,(주)이수C&E,B,20181128,autumn,개봉영화,장편,미국,628,2203434149,284601,624255799,77919,어드벤처,12세이상관람가,일반영화,4.75,"태런 에저튼,제이미 폭스,벤 멘델슨",116,8.297101449,276,2018,0,0,1,12312407,1,0,9,12.55884348,72,320,0,B
703,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,타카하시 와타루,씨제이이앤엠(주),A,20181219,winter,개봉영화,장편,일본,489,2148708050,277206,307873700,38316,애니메이션,전체관람가,일반영화,0,"박영남,강희선,김환진",104,8.974789916,238,2018,269423,1,1,2541423,1,2,9,12.53251619,7,51,0,A
704,모털 엔진,크리스찬 리버스,유니버설픽쳐스인터내셔널 코리아(유),B,20181205,winter,개봉영화,장편,미국,661,2324362119,267896,662068319,71826,액션,12세이상관람가,일반영화,5.5,"헤라 힐마,로버트 시한,휴고 위빙",128,7.185430464,151,2018,0,0,1,331394,1,0,6,12.49835412,33,301,0,B
705,바울,앤드류 하얏트,(재)CBS,C,20181031,autumn,개봉영화,장편,미국,227,2100137400,267785,673491800,82348,드라마,15세이상관람가,독립/예술영화,5,"제임스 폴크너,제임스 카비젤",107,9.439655172,116,2018,0,0,1,0,1,0,0,12.4979397,11,109,0,C
706,나를 차버린 스파이,수잔나 포겔,(주)누리픽쳐스,D,20180822,summer,개봉영화,장편,미국,278,2346742100,264766,741785000,82196,액션,15세이상관람가,일반영화,5.8,"밀라 쿠니스,케이트 맥키넌",117,8.375,16,2018,0,0,0,836157,1,0,3,12.4866017,30,176,0,C
707,속닥속닥,최상훈,(주)그노스,D,20180713,summer,개봉영화,장편,한국,314,1900914300,217444,342387100,36960,공포,15세이상관람가,일반영화,3.5,"소주연,김민규",91,9.620689655,29,2018,0,0,0,54450,1,0,1,12.28969663,209,74,0,C
708,벽 속에 숨은 마법시계,일라이 로스,CGV아트하우스,A,20181031,autumn,개봉영화,장편,미국,609,1654715300,215029,461680100,57500,판타지,전체관람가,일반영화,4.67,"잭 블랙,케이트 블란쳇,오웬 바카로",105,8.20441989,181,2018,4025,0,1,9564816,1,2,9,12.27852818,23,231,0,A
709,업그레이드,리 워넬,유니버설픽쳐스인터내셔널 코리아(유),B,20180906,autumn,개봉영화,장편,미국,220,1740245800,189948,518659400,55677,액션,15세이상관람가,일반영화,6.67,로건 마샬 그린,100,0,0,2018,825517,0,0,0,1,1,0,12.15450563,13,20,0,B
710,런닝맨 : 풀룰루의 역습,윤준상,(주)넥스트엔터테인먼트월드(NEW),C,20181205,winter,개봉영화,장편,한국,511,1413729750,186191,233583650,28808,애니메이션,전체관람가,일반영화,6,"김서영,권창욱,엄상현",67,7.547550432,347,2018,0,0,1,4589695,1,0,25,12.13452831,5,106,0,A
711,극장판 도라에몽: 진구의 보물섬,이마이 카즈아키,(주)이수C&E,B,20180815,summer,개봉영화,장편,일본,463,1368372400,182256,212102900,26827,애니메이션,전체관람가,일반영화,6,"윤아영,김정아,조현정",108,8.996078431,255,2018,0,1,1,700949,1,0,7,12.11316757,9,127,1,B
712,더 프레데터,쉐인 블랙,이십세기폭스코리아(주),B,20180912,autumn,개봉영화,장편,미국,582,1502022014,170878,415294114,45133,SF,청소년관람불가,일반영화,4,"보이드 홀브룩,올리비아 문,트래반트 로즈",108,7.639130435,230,2018,24268,1,0,5008025,1,1,2,12.04870513,38,295,0,B
713,어느 가족,고레에다 히로카즈,(주)티캐스트,B,20180726,summer,개봉영화,장편,일본,126,1411660900,170743,883530000,104013,드라마,15세이상관람가,독립/예술영화,8.13,"릴리 프랭키,안도 사쿠라,마츠오카 마유",121,9.263691684,493,2018,191900,0,0,0,1,4,0,12.04791478,237,700,0,B
714,극장판 포켓몬스터 모두의 이야기,야지마 테츠오,(주)이수C&E,B,20181219,winter,개봉영화,장편,일본,493,1314100400,169677,273834050,34037,애니메이션,전체관람가,일반영화,7,"마츠모토 리카,오오타니 이쿠에",98,9.240143369,279,2018,0,1,1,215159,1,0,1,12.04165191,10,79,0,B
715,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,우시로 신지,씨제이이앤엠(주),A,20180920,autumn,개봉영화,장편,일본,454,1205873200,157689,181911300,22720,애니메이션,전체관람가,일반영화,0,"여민정,한채언,김지율",103,8.858267717,127,2018,765931,1,1,1124660,1,2,7,11.96838002,9,114,0,A
716,크레이지 리치 아시안,존 추,워너브러더스 코리아(주),B,20181025,autumn,개봉영화,장편,미국,531,1333313141,154297,606690591,68552,멜로/로맨스,12세이상관람가,일반영화,6.5,"콘스탄스 우,헨리 골딩,양자경",120,7.906403941,203,2018,3100113,0,1,551897,1,1,1,11.9466346,54,279,0,B
717,독전: 익스텐디드 컷,이해영,(주)넥스트엔터테인먼트월드(NEW),C,20180718,summer,개봉영화,장편,한국,398,844714600,137775,236870200,37991,범죄,15세이상관람가,일반영화,5.29,"조진웅,류준열,김주혁",123,8.640061397,1303,2018,351208,1,1,35620681,1,1,17,11.8333772,11,200,0,A
718,부탁 하나만 들어줘,폴 페이그,(주)팝엔터테인먼트,D,20181212,winter,개봉영화,장편,미국,461,988418788,114536,442058538,50702,스릴러,청소년관람불가,독립/예술영화,6.83,"블레이크 라이블리,안나 켄드릭",117,7.842105263,95,2018,515522,0,1,999377,1,1,6,11.64864446,27,146,0,C
719,할로윈,데이빗 고든 그린,유니버설픽쳐스인터내셔널 코리아(유),B,20181031,autumn,개봉영화,장편,미국,536,891158713,108780,285667563,34073,공포,청소년관람불가,일반영화,7.43,"제이미 리 커티스,주디 그리어",106,7.299435028,177,2018,2511,1,0,6616797,1,1,2,11.59708277,224,429,0,B
720,빅샤크: 매직체인지,헤 질리,와이드 릴리즈(주),D,20180627,summer,개봉영화,장편,기타,414,774362200,107087,100414400,12500,애니메이션,전체관람가,일반영화,4,"이제인,장병관,김사라",74,7.793103448,58,2018,0,1,0,55355,1,0,1,11.58139687,2,34,0,C
721,베일리 어게인,라세 할스트롬,(주)홈초이스,C,20181122,autumn,개봉영화,장편,미국,189,796864900,93691,314266200,35522,어드벤처,전체관람가,독립/예술영화,5.4,"조시 게드,데니스 퀘이드,K.J. 아파",100,9.442553191,235,2018,10,0,0,882882,1,1,2,11.44775741,57,196,0,C
722,루이스,"울프강 라우엔슈타인,크리스토프 라우엔슈타인",(주)스마일이엔티,D,20180920,autumn,개봉영화,장편,기타,325,729147750,93000,175615150,21102,애니메이션,전체관람가,독립/예술영화,6,"캘럼 말로니,더모트 마제니스,폴 타이랙",85,8.675,200,2018,0,0,0,0,2,0,0,11.44035477,33,165,0,C
723,셜록 놈즈,존 스티븐슨,"씨네그루(주)키다리이엔티,(주)삼백상회",B,20181003,autumn,개봉영화,장편,미국,440,644661200,86784,152642850,19724,애니메이션,전체관람가,독립/예술영화,4.5,"조니 뎁,에밀리 블런트,제임스 맥어보이",86,8.276785714,112,2018,0,1,0,9928600,1,0,11,11.37117755,18,152,1,B
724,신은 죽지 않았다 3: 어둠 속의 빛,마이클 메이슨,"(주)영화사 그램,(재)CBS",D,20180719,summer,개봉영화,장편,미국,179,646846900,83474,144472000,17629,드라마,12세이상관람가,독립/예술영화,5,"데이빗 A.R. 화이트,존 코베트,쉐인 하퍼",105,8.9375,48,2018,0,1,0,37533,1,0,1,11.33229049,11,101,0,C
725,호텔 아르테미스,드류 피어스,판씨네마(주),D,20180718,summer,개봉영화,장편,미국,465,646127100,77794,188005400,21929,액션,15세이상관람가,일반영화,5,"조디 포스터,데이브 바티스타,소피아 부텔라",94,7.18,50,2018,0,0,0,8016312,1,0,7,11.26181959,21,126,0,C
726,마일22,피터 버그,(주)팝엔터테인먼트,D,20180823,summer,개봉영화,장편,미국,203,600495500,69834,188969000,21466,액션,15세이상관람가,일반영화,4,"마크 월버그,로렌 코핸,이코 우웨이스",95,7.917647059,85,2018,166095,0,0,2411566,1,2,4,11.15387628,34,138,0,C
727,여곡성,유영선,(주)스마일이엔티,D,20181108,autumn,개봉영화,장편,한국,212,594373400,67368,118804700,13499,공포,15세이상관람가,일반영화,3.75,"서영희,손나은,이태리",94,5.75,4,2018,0,1,0,3844129,1,0,3,11.11792541,749,322,0,C
728,킬링 디어,요르고스 란티모스,오드,D,20180712,summer,개봉영화,장편,미국,68,501031000,58185,311865300,35513,스릴러,청소년관람불가,독립/예술영화,7.14,"콜린 파렐,니콜 키드먼,배리 케오간",121,7.90625,32,2018,55396,0,0,5166560,1,1,9,10.97138287,22,106,0,C
729,엘리엇과 산타 썰매단,제니퍼 웨스트콧,(주)팝엔터테인먼트,D,20181212,winter,개봉영화,장편,기타,335,399032800,57579,61799700,8312,애니메이션,전체관람가,독립/예술영화,5.5,"최원형,장경희,조쉬 허처슨",90,6.782608696,69,2018,0,0,0,925717,1,0,2,10.9609132,5,65,0,C
730,어드리프트:우리가 함께한 바다,발타자르 코루마쿠르,(주)이수C&E,B,20180906,autumn,개봉영화,장편,미국,490,467136418,57331,172941318,20647,멜로/로맨스,12세이상관람가,독립/예술영화,6.5,"쉐일린 우들리,샘 클라플린",97,8.983606557,61,2018,332180,0,0,1248151,1,1,5,10.95659677,22,128,0,B
731,헌터 킬러,도노반 마시,씨네그루(주)키다리이엔티,B,20181206,winter,개봉영화,장편,미국,226,459510450,55919,155881600,18391,액션,15세이상관람가,일반영화,5,"제라드 버틀러,게리 올드만",121,8.905660377,53,2018,0,0,0,3520295,1,0,7,10.93165949,10,5,0,B
732,번개맨의 비밀,강유선,(주)디스테이션,D,20181206,winter,개봉영화,장편,한국,309,382525050,49574,72853050,8829,어드벤처,전체관람가,일반영화,0,"서홍석,김혜원,유수호",69,8.721153846,104,2018,0,1,1,0,1,0,0,10.81122178,6,20,0,C
733,폴란드로 간 아이들,추상미,커넥트픽쳐스(주),D,20181031,autumn,개봉영화,장편,한국,181,371846800,48462,234571800,29376,다큐멘터리,전체관람가,독립/예술영화,6.2,"이송,추상미",79,9.635294118,85,2018,0,0,0,0,1,0,0,10.78853526,36,115,0,C
734,나츠메 우인장: 세상과 연을 맺다,"오오모리 타카히로,이토 히데키",(주)애니플러스,C,20181031,autumn,개봉영화,장편,일본,110,387190200,46913,143055100,16780,애니메이션,전체관람가,일반영화,0,"카미야 히로시,이노우에 카즈히코,코바야시 사나에",104,0,0,2018,0,0,1,129409,2,0,6,10.7560501,9,10,0,C
735,에그엔젤 코코밍: 두근두근 핼러윈 파티,닛타 노리오,(주)엠제이픽쳐스,D,20180922,autumn,개봉영화,장편,일본,179,367076000,46386,66128800,8014,애니메이션,전체관람가,일반영화,0,-,68,0,0,2018,137052,1,1,0,1,1,0,10.74475297,10,32,0,C
736,타샤 튜더,마츠타니 미츠에,(주)마노엔터테인먼트,D,20180913,autumn,개봉영화,장편,일본,28,363170850,45764,227891450,26942,다큐멘터리,전체관람가,독립/예술영화,6,타샤 튜더,104,9.452380952,42,2018,0,0,0,0,1,0,0,10.73125303,7,30,0,C
737,플로이,아르니 올라푸르 아스게이르손,(주)스마일이엔티,D,20180815,summer,개봉영화,장편,기타,242,329325300,44141,84916000,10166,애니메이션,전체관람가,독립/예술영화,5,하하,83,8.166666667,66,2018,0,0,0,0,1,0,0,10.69514433,11,27,1,C
738,다이노 어드벤처2: 육해공 공룡 대백과,마이크 데블린,(주)박수엔터테인먼트,D,20181009,autumn,개봉영화,장편,영국,322,335469900,43627,54117350,6630,애니메이션,전체관람가,일반영화,0,-,71,5.243902439,82,2018,0,1,1,0,1,0,0,10.6834315,2,16,1,C
739,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,"(주)이수C&E,(주)시너지미디어",B,20180920,autumn,개봉영화,장편,한국,294,312710450,41054,71542300,8740,애니메이션,전체관람가,일반영화,7,"전태열,엄상현,홍소영",72,8.035714286,28,2018,0,0,1,4834987,1,0,27,10.62264355,8,102,0,B
740,배반의 장미,박진영,롯데컬처웍스(주)롯데엔터테인먼트,A,20181018,autumn,개봉영화,장편,한국,457,332232550,41054,94558600,11183,코미디,15세이상관람가,일반영화,3,"김인권,정상훈,손담비",99,8.484536082,97,2018,0,0,0,12474009,1,0,4,10.62264355,400,434,0,A
741,이별의 아침에 약속의 꽃을 장식하자,오카다 마리,(주)미디어캐슬,D,20180719,summer,개봉영화,장편,일본,121,321863500,37764,108319700,12465,애니메이션,12세이상관람가,독립/예술영화,6.6,"이와미 마나카,이리노 미유,카야노 아이",115,9,19,2018,0,0,0,272736,1,0,1,10.53911155,10,47,0,C
742,툴리,제이슨 라이트맨,(주)리틀빅픽쳐스,D,20181122,autumn,개봉영화,장편,기타,161,302483000,37241,152202000,18324,드라마,15세이상관람가,일반영화,7.6,"샤를리즈 테론,맥켄지 데이비스",95,8.590909091,22,2018,0,0,0,8500281,1,0,8,10.52516558,40,98,0,C
743,"오늘 밤, 로맨스 극장에서",타케우치 히데키,(주)디스테이션,D,20180711,summer,개봉영화,장편,일본,155,294851000,34897,127717400,14531,판타지,전체관람가,독립/예술영화,5.4,"아야세 하루카,사카구치 켄타로",109,8.283783784,74,2018,0,0,0,130641,1,0,2,10.46015614,96,147,0,C
744,펭귄 하이웨이,이시다 히로야스,(주)넥스트엔터테인먼트월드(NEW),C,20181018,autumn,개봉영화,장편,일본,338,276934100,34795,105306600,12079,애니메이션,전체관람가,독립/예술영화,5.67,"아오이 유우,키타 카나,쿠기미야 리에",118,7.266666667,45,2018,0,0,1,0,1,0,0,10.45722898,30,91,0,A
745,극한직업,이병헌,씨제이이앤엠(주),A,20190123,winter,개봉영화,장편,한국,1978,1.3964E+11,16263360,31858660536,3638287,코미디,15세이상관람가,일반영화,6.8,"류승룡,이하늬,진선규",111,9.346142116,3279,2019,1183959,0,0,11721283,1,1,9,16.60442528,694,1317,0,A
746,어벤져스: 엔드게임,"안소니 루소,조 루소",월트디즈니컴퍼니코리아 유한책임회사,B,20190424,spring,개봉영화,장편,미국,2835,1.22049E+11,13918759,33469723220,3585380,액션,12세이상관람가,일반영화,7.62,"로버트 다우니 주니어,크리스 에반스,크리스 헴스워스",181,9.524420967,24610,2019,39759338,1,1,57033925,2,4,10,16.44874806,1394,2825,0,B
747,기생충,봉준호,씨제이이앤엠(주),A,20190530,spring,개봉영화,장편,한국,1948,81862071185,9577981,22039419115,2518131,드라마,15세이상관람가,일반영화,9.06,"송강호,이선균,조여정",131,9.116782676,2586,2019,49479,0,0,12353160,1,1,5,16.07497738,5514,3662,0,A
748,알라딘,가이 리치,월트디즈니컴퍼니코리아 유한책임회사,B,20190523,spring,개봉영화,장편,미국,1311,70606442339,8271797,20103879849,2239684,어드벤처,전체관람가,일반영화,6,"메나 마수드,윌 스미스,나오미 스콧",128,9.495961228,619,2019,412843,0,1,1970692,1,1,3,15.92836233,267,828,0,B
749,캡틴 마블,"애너 보든,라이언 플렉",월트디즈니컴퍼니코리아 유한책임회사,B,20190306,spring,개봉영화,장편,미국,2100,51491272223,5801069,15433909683,1650932,액션,12세이상관람가,일반영화,6.86,"브리 라슨,사무엘 L. 잭슨,벤 멘델슨",123,8.304741834,4745,2019,0,0,1,25365750,2,0,14,15.57355277,376,1184,0,B
750,돈,박누리,(주)쇼박스,C,20190320,spring,개봉영화,장편,한국,1431,28869614062,3389035,7287586982,833513,범죄,15세이상관람가,일반영화,5.5,"류준열,유지태,조우진",115,8.458333333,2040,2019,0,0,1,32646054,1,0,19,15.03605578,388,356,0,A
751,악인전,이원태,"(주)에이스메이커무비웍스,(주)키위미디어그룹",D,20190515,spring,개봉영화,장편,한국,1307,29116066670,3361851,6401126560,721472,범죄,청소년관람불가,일반영화,5.71,"마동석,김무열,김성규",110,8.780757098,634,2019,380581,0,0,44555146,1,1,15,15.02800227,725,1299,0,C
752,말모이,엄유나,롯데컬처웍스(주)롯데엔터테인먼트,A,20190109,winter,개봉영화,장편,한국,1203,23681932520,2812310,5900912990,681266,드라마,12세이상관람가,일반영화,5.86,"유해진,윤계상",135,9.290863891,1609,2019,0,0,1,16560430,1,0,5,14.84951677,229,450,0,A
753,증인,이한,롯데컬처웍스(주)롯데엔터테인먼트,A,20190213,winter,개봉영화,장편,한국,1047,20312348931,2516128,4478036341,547326,드라마,12세이상관람가,일반영화,6,"정우성,김향기",129,9.216358839,758,2019,1069550,0,0,32339493,1,2,9,14.73823177,108,455,0,A
754,사바하,장재현,씨제이이앤엠(주),A,20190220,winter,개봉영화,장편,한국,1174,20002183194,2397792,5593443364,654182,미스터리,15세이상관람가,일반영화,6.89,"이정재,박정민,이재인",122,7.795226131,796,2019,0,0,0,50367276,1,0,20,14.69005887,1111,1194,0,A
755,토이 스토리 4,조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사,B,20190620,summer,개봉영화,장편,미국,1336,19256145350,2251096,6061378580,664899,애니메이션,전체관람가,일반영화,8.09,"톰 행크스,팀 알렌,애니 파츠",100,9.277322404,732,2019,0,1,0,1454014,1,0,3,14.62692777,329,920,0,B
