,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
647,더 포리너,마틴 캠벨,,"(주)더블앤조이픽쳐스,케이티하이텔(주)","(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온",D,2/7/2018,winter,개봉영화,장편,영국,156,328887800.0,104663500,12820,액션,15세이상관람가,일반영화,5.67,"성룡,피어스 브로스넌",114,9.5,4,2018,40882.0,1 [1],0,1,3140381
201,귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,D,2/24/2016,winter,개봉영화,장편,한국,876,27244007990.0,6310471892,801788,드라마,15세이상관람가,일반영화,5.8,"강하나,최리,손숙",127,9.521487351000001,3281,2016,3614670.0,1 [1],1,0,14345384
562,내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,,(주)메인타이틀픽쳐스,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",D,7/19/2017,summer,개봉영화,장편,미국,154,328678600.0,142556300,19450,코미디,12세이상관람가,독립/예술영화,5.33,"셜리 맥클레인,아만다 사이프리드,앤쥴 리 딕슨",108,0.0,0,2017,44839.0,1 [1],0,0,13449391
622,얼리맨,닉 파크,,(주)퍼스트런,(주)이수C&E,B,5/3/2018,spring,개봉영화,장편,영국,597,910471000.0,189895000,23330,애니메이션,전체관람가,독립/예술영화,6.0,"에디 레드메인,톰 히들스턴,메이지 윌리암스",89,8.583333332999999,36,2018,118612.0,1 [1],0,0,103379691
920,파비안느에 관한 진실,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,B,12/5/2019,winter,개봉영화,장편,프랑스,109,269114940.0,183436660,27636,드라마,12세이상관람가,독립/예술영화,6.86,"까뜨린느 드뇌브,줄리엣 비노쉬,에단 호크",107,7.75,12,2019,1027046.0,4 [4],0,0,1579519
63,최강전사 미니특공대 : 새로운 악당의 습격,이영준,(주)삼지애니메이션,,에이원엔터테인먼트,D,2/5/2015,winter,개봉영화,장편,한국,318,1163431200.0,220766300,27906,애니메이션,전체관람가,일반영화,0.0,"엄상현,전태열,신용우",60,7.558252427,206,2015,907833.0,3 [3],1,0,30535468
604,명탐정 코난:감벽의 관,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),A,2/14/2018,winter,개봉영화,장편,일본,487,1800316000.0,310023800,40693,애니메이션,12세이상관람가,일반영화,5.0,"김선혜,강수진,이현진",107,8.526315789,76,2018,3213932.0,4 [4],1,1,8128198
245,순정,이은희,(주)주피터필름,,(주)리틀빅픽쳐스,D,2/24/2016,winter,개봉영화,장편,한국,467,1643792033.0,507428633,65385,드라마,12세이상관람가,일반영화,5.5,"디오,김소현,연준석",113,9.085714286,175,2016,229059.0,1 [1],1,0,14016888
442,시간위의 집,임대웅,"리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)",,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",D,4/5/2017,spring,개봉영화,장편,한국,454,987958600.0,247386600,29576,미스터리,15세이상관람가,일반영화,4.71,"김윤진,택연,조재윤",100,8.642105263,190,2017,124663.0,1 [1],1,0,42578507
811,라스트 미션,클린트 이스트우드,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,3/14/2019,spring,개봉영화,장편,미국,472,835560639.0,309786489,37554,드라마,15세이상관람가,일반영화,7.2,"클린트 이스트우드,타이사 파미가,브래들리 쿠퍼",116,8.966666667,120,2019,1943736.0,3 [3],0,0,12017516
574,메이즈 러너: 데스 큐어,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,1/17/2018,winter,개봉영화,장편,미국,1090,18902873104.0,5015312604,582686,액션,12세이상관람가,일반영화,5.0,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",143,8.50989011,910,2018,10600985.0,2 [2],1,1,84487869
0,어벤져스: 에이지 오브 울트론,조스 웨던,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,4/23/2015,spring,개봉영화,장편,미국,1843,88582586366.0,25001906266,2823388,액션,12세이상관람가,일반영화,6.92,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로",141,8.612376613515565,5268,2015,17567536.0,1 [1],1,0,542407997
539,더 테이블,김종관,볼미디어(주),,(주)엣나인필름,D,8/24/2017,summer,개봉영화,장편,한국,272,830762100.0,473573400,56654,드라마,12세이상관람가,독립/예술영화,5.5,"정유미,한예리,정은채",70,8.317073171,328,2017,264690.0,2 [2],0,0,134185778
767,항거:유관순 이야기,조민호,(주)디씨지플러스,,롯데컬처웍스(주)롯데엔터테인먼트,A,2/27/2019,winter,개봉영화,장편,한국,1094,9289243101.0,2042776641,247837,드라마,12세이상관람가,독립/예술영화,6.2,"고아성,김새벽,김예은",105,9.42996988,1328,2019,1157583.0,1 [1],0,1,13074257
762,걸캅스,정다원,필름모멘텀,,씨제이이앤엠(주),A,5/9/2019,spring,개봉영화,장편,한국,973,13768755134.0,3194880954,367934,코미디,15세이상관람가,일반영화,5.17,"라미란,이성경",107,9.164383562000001,365,2019,1625451.0,1 [1],0,0,40709550
689,신비아파트: 금빛 도깨비와 비밀의 동굴,김병갑,"씨제이이앤엠(주),(주)칵테일 미디어",,씨제이이앤엠(주),A,7/25/2018,summer,개봉영화,장편,한국,762,5001247250.0,699258600,91723,애니메이션,전체관람가,일반영화,6.0,"조현정,김영은,김채하",68,8.859649122999999,912,2018,678091.0,1 [1],1,1,13907061
187,더 비지트,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/15/2015,autumn,개봉영화,장편,미국,279,403435581.0,125714081,15652,스릴러,15세이상관람가,일반영화,6.7,"올리비아 데종,에드 옥슨볼드",94,6.6829268289999995,41,2015,4460383.0,3 [3],0,0,0
406,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/25/2017,winter,개봉영화,장편,미국,599,6422202365.0,1676603015,193951,액션,청소년관람불가,일반영화,6.0,"밀라 요보비치,알리 라터,이아인 글렌",106,8.607060629,1303,2017,2139132.0,1 [1],1,1,6027129
148,괴물의 아이,호소다 마모루,,(주)얼리버드픽쳐스,"CGV아트하우스,(주)리틀빅픽쳐스",A,11/25/2015,autumn,개봉영화,장편,일본,363,1652580816.0,541973716,70050,애니메이션,12세이상관람가,일반영화,7.2,"야쿠쇼 코지,미야자키 아오이,소메타니 쇼타",119,8.893203883,103,2015,658845.0,2 [2],1,0,2939732
751,캡틴 마블,"애너 보든,라이언 플렉",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,3/6/2019,spring,개봉영화,장편,미국,2100,51491272223.0,15433909683,1650932,액션,12세이상관람가,일반영화,6.86,"브리 라슨,사무엘 L. 잭슨,벤 멘델슨",123,8.304741834,4745,2019,17403207.0,"2 [1, 1]",0,1,302692866
26,"님아, 그 강을 건너지 마오",진모영,아거스필름,,"CGV아트하우스,(주)대명문화공장",A,11/27/2014,autumn,개봉영화,장편,한국,206,7509448200.0,1833419900,228599,다큐멘터리,전체관람가,독립/예술영화,6.0,"조병만,강계열",86,9.67,100,2014,3846206.0,1 [1],1,0,0
461,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,,(주)애니플러스,(주)박수엔터테인먼트,D,4/27/2017,spring,개봉영화,장편,일본,96,460086500.0,211241000,27602,애니메이션,12세이상관람가,일반영화,0.0,"오노 켄쇼,오노 유우키,사이토 치와",91,9.663636364,110,2017,62033.0,1 [1],1,0,0
670,신비한 동물들과 그린델왈드의 범죄,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,11/14/2018,autumn,개봉영화,장편,미국,1601,20816583118.0,6579253518,721713,판타지,12세이상관람가,일반영화,5.33,"에디 레드메인,조니 뎁,캐서린 워터스턴",134,7.486516853999999,890,2018,16840678.0,3 [3],1,1,97454465
655,신과함께-인과 연,김용화,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",,롯데컬처웍스(주)롯데엔터테인먼트,A,8/1/2018,summer,개봉영화,장편,한국,2235,102477000000.0,22905551759,2636542,판타지,12세이상관람가,일반영화,6.31,"하정우,주지훈,김향기",141,8.671614712,6063,2018,29332237.0,2 [2],1,1,822399505
785,헬보이,닐 마샬,,(주)우성엔터테인먼트,메가박스중앙(주)플러스엠,A,4/10/2019,spring,개봉영화,장편,미국,726,2776406321.0,767125181,86763,액션,청소년관람불가,일반영화,5.4,"데이빗 하버,밀라 요보비치",121,7.951807229,415,2019,323098.0,1 [1],0,1,2540078
59,연애의 맛,김아론,(주)청우필름,,"(주)와우픽쳐스,(주)쇼박스",D,5/7/2015,spring,개봉영화,장편,한국,398,1706805153.0,382376253,45698,멜로/로맨스,청소년관람불가,일반영화,5.0,"오지호,강예원",101,8.14953271,107,2015,212154.0,1 [1],0,0,5547103
714,어느 가족,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,B,7/26/2018,summer,개봉영화,장편,일본,126,1411660900.0,883530000,104013,드라마,15세이상관람가,독립/예술영화,8.13,"릴리 프랭키,안도 사쿠라,마츠오카 마유",121,9.263691684,493,2018,1027046.0,4 [4],0,0,1033734
326,가려진 시간,엄태화,(주)바른손이앤에이,,(주)쇼박스,C,11/16/2016,autumn,개봉영화,장편,한국,884,3946462400.0,1183297400,144193,드라마,12세이상관람가,일반영화,6.68,"강동원,신은수,이효제",129,8.191629956,454,2016,527611.0,1 [1],0,0,234512093
424,어쌔신 크리드,저스틴 커젤,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,1/11/2017,winter,개봉영화,장편,미국,566,2899784921.0,763791621,90313,액션,15세이상관람가,일반영화,5.67,"마이클 패스벤더,마리옹 꼬띠아르,제레미 아이언스",115,7.36173913,575,2017,355913.0,2 [2],1,0,96164964
720,할로윈,데이빗 고든 그린,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/31/2018,autumn,개봉영화,장편,미국,536,891158713.0,285667563,34073,공포,청소년관람불가,일반영화,7.43,"제이미 리 커티스,주디 그리어",106,7.2994350279999995,177,2018,2511.0,1 [1],1,0,4565888
477,토르: 라그나로크,타이카 와이티티,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,10/25/2017,autumn,개봉영화,장편,미국,1640,39227691395.0,12078816595,1417791,액션,12세이상관람가,일반영화,6.13,"크리스 헴스워스,마크 러팔로,톰 히들스턴",130,9.030628946,4277,2017,4853778.0,1 [1],1,1,466864340
43,주피터 어센딩,"라나 워쇼스키,릴리 워쇼스키",,워너브러더스 코리아(주),워너브러더스 코리아(주),B,2/5/2015,winter,개봉영화,장편,미국,561,2685741879.0,832233679,89787,SF,12세이상관람가,일반영화,4.75,"밀라 쿠니스,채닝 테이텀,숀 빈",127,6.739495797999999,119,2015,2276400.0,"2 [1, 1]",0,0,3866377
661,공작,윤종빈,"(주)영화사 월광,(주)사나이픽처스",,씨제이이앤엠(주),A,8/8/2018,summer,개봉영화,장편,한국,1317,42759410176.0,10296507676,1158151,드라마,12세이상관람가,일반영화,6.93,"황정민,이성민,조진웅",137,7.81928066,3392,2018,4971261.0,1 [1],0,1,973675139
635,레오나르도 다 빈치,세르지오 맨피오,,(주)스마일이엔티,(주)스마일이엔티,D,4/26/2018,spring,개봉영화,장편,기타,150,509942200.0,129135000,15703,애니메이션,전체관람가,독립/예술영화,0.0,김명준,82,9.090909091,44,2018,87489.0,1 [1],0,1,1328113
528,채비,조영준,(주)26컴퍼니,,오퍼스픽쳐스(유),D,11/9/2017,autumn,개봉영화,장편,한국,480,1249977864.0,320185164,43533,드라마,12세이상관람가,일반영화,5.0,"고두심,김성균",114,9.168,125,2017,175889.0,1 [1],0,0,117576269
736,나츠메 우인장: 세상과 연을 맺다,"오오모리 타카히로,이토 히데키",,(주)애니플러스,(주)애니플러스,C,10/31/2018,autumn,개봉영화,장편,일본,110,387190200.0,143055100,16780,애니메이션,전체관람가,일반영화,0.0,"카미야 히로시,이노우에 카즈히코,코바야시 사나에",104,0.0,0,2018,140739.0,"2 [1, 1]",0,1,1066324
483,덩케르크,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,7/20/2017,summer,개봉영화,장편,미국,1252,24550541348.0,9437670298,986967,액션,12세이상관람가,일반영화,8.55,"핀 화이트헤드,마크 라이런스,톰 하디",106,8.561823802000001,1294,2017,29392396.0,2 [2],1,0,46970653
218,갓 오브 이집트,알렉스 프로야스,,(주)나이너스엔터테인먼트,"(주)시네마서비스,(주)나이너스엔터테인먼트",D,3/3/2016,spring,개봉영화,장편,미국,618,7610472624.0,2186618975,251912,어드벤처,12세이상관람가,일반영화,3.5,"제라드 버틀러,니콜라이 코스터 왈도,브렌튼 스웨이츠",126,8.185185185,567,2016,918678.0,1 [1],0,0,29477353
741,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,(주)크레이지버드스튜디오,,"(주)이수C&E,(주)시너지미디어",B,9/20/2018,autumn,개봉영화,장편,한국,294,312710450.0,71542300,8740,애니메이션,전체관람가,일반영화,7.0,"전태열,엄상현,홍소영",72,8.035714286000001,28,2018,41054.0,1 [1],0,1,27724759
820,로망,이창근,"(주)제이지픽쳐스,(주)메이스엔터테인먼트",,(주)메리크리스마스,D,4/3/2019,spring,개봉영화,장편,한국,405,525645400.0,134919660,18197,멜로/로맨스,전체관람가,독립/예술영화,5.5,"이순재,정영숙,조한철",112,8.960784314,51,2019,72412.0,1 [1],0,0,1660299
922,메기,이옥섭,"국가인권위원회,2X9HD",,"(주)엣나인필름,CGV아트하우스",D,9/26/2019,autumn,개봉영화,장편,한국,155,322021828.0,218618708,24401,미스터리,15세이상관람가,독립/예술영화,6.83,"이주영,문소리,구교환",89,8.853658537000001,41,2019,38108.0,1 [1],0,0,15664181
855,유열의 음악앨범,정지우,"(주)무비락,정지우 필름,필름봉옥",,CGV아트하우스,A,8/28/2019,summer,개봉영화,장편,한국,1078,10233455040.0,2970923290,346201,멜로/로맨스,12세이상관람가,일반영화,7.13,"김고은,정해인",122,8.095132742999999,452,2019,1325391.0,2 [2],0,0,108080791
609,50가지 그림자: 해방,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/21/2018,winter,개봉영화,장편,미국,213,1866384500.0,650566700,75135,드라마,청소년관람불가,일반영화,2.67,"다코타 존슨,제이미 도넌",105,8.440092166,434,2018,597025.0,2 [2],1,1,3285663
485,혹성탈출: 종의 전쟁,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,8/15/2017,summer,개봉영화,장편,미국,1017,16851234778.0,4721118278,538479,액션,12세이상관람가,일반영화,7.75,"앤디 서키스,우디 해럴슨,스티브 잔",140,8.210034014,1176,2017,6053043.0,1 [1],1,1,83646589
125,인시디어스 3,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/9/2015,summer,개봉영화,장편,미국,409,6396650620.0,1542181920,191674,공포,15세이상관람가,일반영화,4.63,"스테파니 스콧,더모트 멀로니,린 샤예",97,7.795031056,322,2015,1840982.0,2 [2],0,1,5259854
837,엑시트,이상근,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),A,7/31/2019,summer,개봉영화,장편,한국,1660,79232012162.0,18533549352,2132869,코미디,12세이상관람가,일반영화,7.23,"조정석,윤아",103,9.086271567999999,1333,2019,9426011.0,1 [1],0,0,126596100
61,기생수 파트1,야마자키 타카시,,판씨네마(주),판씨네마(주),D,2/26/2015,winter,개봉영화,장편,일본,247,1534923185.0,438111585,51401,스릴러,청소년관람불가,일반영화,5.5,"소메타니 쇼타,아베 사다오,후카츠 에리",110,8.262068966000001,145,2015,2255313.0,3 [3],1,0,4528571
81,빅 아이즈,팀 버튼,,판씨네마(주),판씨네마(주),D,1/28/2015,winter,개봉영화,장편,미국,290,651316335.0,333321635,42902,드라마,12세이상관람가,독립/예술영화,7.09,"에이미 아담스,크리스토프 왈츠",105,8.131578947000001,76,2015,6578341.0,3 [3],1,0,45228904
680,범블비,트래비스 나이트,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,A,12/25/2018,winter,개봉영화,장편,미국,1016,9756083752.0,2386152852,274896,액션,12세이상관람가,일반영화,6.78,"헤일리 스테인펠드,존 시나",114,8.786850477,943,2018,1197675.0,1 [1],1,1,10640989
324,고스트버스터즈,폴 페이그,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,8/25/2016,summer,개봉영화,장편,미국,511,4116292075.0,1376002875,165403,액션,12세이상관람가,일반영화,6.58,"멜리사 맥카시,크리스틴 위그,케이트 맥키넌",116,8.416058394,685,2016,2023958.0,4 [4],1,0,12182888
385,가디언즈 오브 갤럭시 VOL. 2,제임스 건,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,5/3/2017,spring,개봉영화,장편,미국,1218,23452674686.0,7669006186,854131,액션,12세이상관람가,일반영화,6.25,"크리스 프랫,조 샐다나,데이브 바티스타",136,9.062323745,3546,2017,4046909.0,1 [1],1,1,111995731
921,주전장,미키 데자키,,(주)시네마달,(주)시네마달,D,7/25/2019,summer,개봉영화,장편,미국,56,309500090.0,189502190,22609,다큐멘터리,전체관람가,독립/예술영화,7.33,-,121,9.782608696,46,2019,39980.0,1 [1],0,1,0
56,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,유야마 쿠니히코,,(주)포켓몬코리아,롯데쇼핑㈜롯데엔터테인먼트,A,1/14/2015,winter,개봉영화,장편,일본,360,1653084000.0,385135900,52427,애니메이션,전체관람가,일반영화,6.0,"조현정,이선호,마츠모토 리카",98,8.552301255,239,2015,7587500.0,6 [6],1,1,6103509
19,위플래쉬,데이미언 셔젤,,(주)에이든컴퍼니,(주)쇼박스,C,3/12/2015,spring,개봉영화,장편,미국,436,12426704845.0,5222711445,633918,드라마,15세이상관람가,독립/예술영화,8.44,"마일즈 텔러,J.K. 시몬스",106,9.083129584,409,2015,10113218.0,3 [3],1,0,25116537
887,앵그리 버드 2: 독수리 왕국의 침공,서럽 밴 오먼,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/7/2019,summer,개봉영화,장편,미국,512,1432145073.0,262775033,32734,애니메이션,전체관람가,일반영화,6.0,"제이슨 서디키스,조시 게드,대니 맥브라이드",96,9.1125,80,2019,188365.0,1 [1],1,1,42017762
86,엑스 마키나,알렉스 가랜드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/21/2015,winter,개봉영화,장편,미국,207,629716963.0,316342463,38747,SF,청소년관람불가,일반영화,7.05,"도널 글리슨,알리시아 비칸데르,오스카 아이삭",108,7.290322581,124,2015,78049.0,1 [1],0,0,75790886
838,스파이더맨: 파 프롬 홈,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,7/2/2019,summer,개봉영화,장편,미국,2142,69000711100.0,18515112400,2051196,액션,12세이상관람가,일반영화,6.56,"톰 홀랜드,사무엘 L. 잭슨,젠다야 콜맨",129,9.073556231,1645,2019,22537735.0,2 [2],1,1,281874292
758,알리타: 배틀 엔젤,로버트 로드리게즈,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,2/5/2019,winter,개봉영화,장편,미국,1043,18527661667.0,5508845197,540123,액션,12세이상관람가,일반영화,7.14,"로사 살라자르,크리스토프 왈츠,키언 존슨",122,8.88907563,1190,2019,1949372.0,1 [1],0,1,26918346
649,다키스트 아워,조 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/17/2018,winter,개봉영화,장편,영국,233,282157800.0,203748900,26613,드라마,12세이상관람가,독립/예술영화,6.38,"게리 올드만,크리스틴 스콧 토마스,릴리 제임스",125,8.954545455,44,2018,552590.0,2 [2],0,1,30771489
316,스플릿,최국희,오퍼스픽쳐스(유),,오퍼스픽쳐스(유),D,11/9/2016,autumn,개봉영화,장편,한국,702,6097721539.0,1497661939,177946,드라마,15세이상관람가,일반영화,6.38,"유지태,이정현,이다윗",121,9.247206704,716,2016,5262812.0,2 [2],0,0,37345253
34,순수의 시대,안상훈,"(주)화인웍스,(주)키메이커",,씨제이이앤엠(주),A,3/5/2015,spring,개봉영화,장편,한국,546,3702353828.0,1047948228,125716,사극,청소년관람불가,일반영화,4.57,"신하균,장혁,강한나",113,6.721153846,208,2015,465492.0,1 [1],0,0,53815421
808,공포의 묘지,"케빈 콜쉬,데니스 위드미어",,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,A,4/10/2019,spring,개봉영화,장편,미국,564,894409836.0,229300496,25629,공포,15세이상관람가,일반영화,6.0,"제이슨 클락,존 리스고,에이미 세이메츠",101,6.3555555560000005,90,2019,308478.0,"2 [1, 1]",1,0,22064325
138,뽀로로 극장판 컴퓨터 왕국 대모험,박영균,(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),C,12/10/2015,winter,개봉영화,장편,한국,544,2902090600.0,575104900,73250,애니메이션,전체관람가,일반영화,0.0,"이선,이미자,함수정",62,8.899766900000003,429,2015,1321745.0,1 [1],1,1,18639133
766,생일,이종언,"나우필름(주),(주)영화사레드피터,파인하우스필름(주)",,(주)넥스트엔터테인먼트월드(NEW),C,4/3/2019,spring,개봉영화,장편,한국,862,9786575840.0,1958959300,230586,드라마,전체관람가,일반영화,6.89,"설경구,전도연",120,9.017738358999999,451,2019,0.0,1 [1],0,0,76821214
588,레슬러,김대웅,(주)안나푸르나필름,,롯데쇼핑㈜롯데엔터테인먼트,A,5/9/2018,spring,개봉영화,장편,한국,957,6439292657.0,1392248057,159549,드라마,15세이상관람가,일반영화,4.33,"유해진,김민재,이성경",110,6.7469879520000005,415,2018,765813.0,1 [1],0,0,572075975
498,오리엔트 특급 살인,케네스 브래너,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,11/29/2017,autumn,개봉영화,장편,미국,707,6636205163.0,2593685463,323592,드라마,12세이상관람가,일반영화,5.88,"케네스 브래너,페넬로페 크루즈,윌렘 대포",114,8.071090047,422,2017,1520015.0,2 [2],1,0,21652647
538,직쏘,"피터 스피어이그,마이클 스피어리그",,㈜코리아스크린,㈜코리아스크린,D,11/2/2017,autumn,개봉영화,장편,미국,175,966956500.0,270275200,30685,공포,청소년관람불가,일반영화,4.0,토빈 벨,92,0.0,0,2017,793320.0,"4 [2, 2]",0,1,110834
800,자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,,(주)셀트리온엔터테인먼트,B,2/27/2019,winter,개봉영화,장편,한국,624,1304861670.0,349815310,44630,드라마,12세이상관람가,일반영화,4.17,"비,강소라,이범수",116,7.547169811,159,2019,172212.0,1 [1],0,1,32050773
555,위시 어폰,존 R. 레오네티,,(주)우성엔터테인먼트,(주)이수C&E,B,7/20/2017,summer,개봉영화,장편,미국,279,434148000.0,82609500,9910,공포,15세이상관람가,일반영화,3.5,"조이 킹,이기홍,라이언 필립",90,8.122807018,57,2017,980923.0,1 [1],0,0,71
96,엘리노어 릭비: 그 남자 그 여자,네드 벤슨,,(주)드림웨스트픽쳐스,(주)이수C&E,B,4/9/2015,spring,개봉영화,장편,미국,212,375796900.0,207508900,24892,드라마,15세이상관람가,독립/예술영화,6.45,"제임스 맥어보이,제시카 차스테인",122,7.442307692000001,52,2015,65415.0,1 [1],0,1,109775541
83,더 이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/28/2015,winter,개봉영화,장편,미국,255,639464500.0,220031900,28526,액션,청소년관람불가,일반영화,6.25,"덴젤 워싱턴,콜로이 모레츠,마튼 초카스",131,8.136363636,22,2015,1966151.0,3 [3],1,0,1417176
446,여교사,김태용,(주)외유내강,,필라멘트픽쳐스,D,1/4/2017,winter,개봉영화,장편,한국,393,947192460.0,299247560,36539,드라마,청소년관람불가,독립/예술영화,6.78,"김하늘,유인영,이원근",96,7.516129032,248,2017,122038.0,1 [1],0,0,19803649
474,군함도,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),A,7/26/2017,summer,개봉영화,장편,한국,2027,50510565168.0,11091878868,1398649,액션,15세이상관람가,일반영화,6.17,"황정민,소지섭,송중기",132,7.542178324,3746,2017,40559524.0,2 [2],0,0,455259430
764,어스,조던 필,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,3/27/2019,spring,개봉영화,장편,미국,1132,12586771104.0,4105738924,463806,공포,15세이상관람가,일반영화,7.22,"루피타 뇽,윈스턴 듀크,엘리자베스 모스",116,7.808024378,1969,2019,5732231.0,2 [2],0,0,25047504
366,올레,채두병,(주)어바웃필름,,"(주)대명문화공장,(주)리틀빅픽쳐스",D,8/25/2016,summer,개봉영화,장편,한국,338,522938900.0,139416000,17318,드라마,15세이상관람가,일반영화,4.42,"신하균,박희순,오만석",103,8.603174603,126,2016,66883.0,1 [1],0,0,83228231
697,변산,이준익,변산문화산업전문(유),,메가박스중앙(주)플러스엠,A,7/4/2018,summer,개봉영화,장편,한국,763,3886052473.0,1063654573,126389,드라마,15세이상관람가,일반영화,6.5,"박정민,김고은",123,8.38,200,2018,5052135.0,4 [4],0,0,167618168
585,퍼시픽 림: 업라이징,스티븐 S. 드나이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,3/21/2018,spring,개봉영화,장편,미국,1145,8962712795.0,2487116295,278336,액션,15세이상관람가,일반영화,5.6,"존 보예가,스콧 이스트우드",111,8.246355685,686,2018,1077235.0,1 [1],1,0,3231705
868,날씨의 아이,신카이 마코토,,(주)미디어캐슬,"(주)미디어캐슬,워터홀컴퍼니(주)",D,10/30/2019,autumn,개봉영화,장편,일본,716,5413288410.0,1724015230,199937,애니메이션,15세이상관람가,일반영화,6.57,"다이고 코타로,모리 나나,오구리 슌",112,8.290909091,275,2019,7896586.0,2 [2],0,0,3957126
760,뺑반,한준희,"호두앤유픽쳐스(주),(주)쇼박스",,(주)쇼박스,C,1/30/2019,winter,개봉영화,장편,한국,1285,15222811848.0,3228907718,376646,범죄,15세이상관람가,일반영화,5.25,"공효진,류준열,조정석",133,7.299155609,829,2019,1826714.0,2 [2],0,0,289791921
401,해빙,이수연,"위더스필름(주),(주)영화사불",,롯데쇼핑㈜롯데엔터테인먼트,A,3/1/2017,spring,개봉영화,장편,한국,915,9879737822.0,2434113422,284100,스릴러,15세이상관람가,일반영화,6.0,"조진웅,신구,김대명",117,6.630651341,1305,2017,1201576.0,1 [1],0,0,488588434
759,내안의 그놈,강효진,"(주)에코필름,(주)전망좋은 영화사",,"(주)메리크리스마스,TCO(주)더콘텐츠온",D,1/9/2019,winter,개봉영화,장편,한국,1041,16293580567.0,3159829257,357691,판타지,15세이상관람가,일반영화,4.0,"진영,박성웅,라미란",122,8.974522293,628,2019,2888009.0,2 [2],0,0,43560651
